Fav,Reg,Dog,FavID,FavID2,Fav_elo,DogID,DogID2,Dog_elo,Season,Week
2,3,7,1254,Pickerington Central,NA,474,Dublin Coffman,NA,2011,11
3,3,6,1671,Westerville Central,NA,876,Gahanna-Lincoln,NA,2011,11
1,4,8,1026,Middletown,NA,336,Centerville,NA,2011,11
4,4,5,1056,Archbishop Moeller,NA,1508,Sycamore,NA,2011,11
2,4,7,396,Colerain,NA,1610,Walnut Hills,NA,2011,11
3,4,6,1388,St Xavier,NA,972,Mason,NA,2011,11
1,5,8,1614,Walsh Jesuit,NA,1678,West Geauga,NA,2011,11
4,5,5,1326,Roosevelt,NA,736,Howland,NA,2011,11
2,5,7,1522,Tallmadge,NA,1106,New Philadelphia,NA,2011,11
3,5,6,146,Aurora,NA,922,Madison,NA,2011,11
1,6,8,150,Avon,NA,710,Highland,NA,2011,11
4,6,5,342,Central Catholic,NA,1204,Olmsted Falls,NA,2011,11
2,6,7,1394,Sandusky,NA,406,Columbian,NA,2011,11
3,6,6,944,Maple Heights,NA,1410,Shaw,NA,2011,11
1,7,8,962,Marion-Franklin,NA,258,Brookhaven,NA,2011,11
4,7,5,214,Big Walnut,NA,186,Beechcroft,NA,2011,11
2,7,7,1544,Tri-Valley,NA,1528,Tecumseh,NA,2011,11
3,7,6,1086,New Albany,NA,138,Ashland,NA,2011,11
1,8,8,1550,Trotwood-Madison,NA,1330,Ross,NA,2011,11
4,8,5,608,Franklin,NA,1616,Wapakoneta,NA,2011,11
2,8,7,810,Kings,NA,696,Harrison,NA,2011,11
3,8,6,1534,Tippecanoe,NA,1554,Turpin,NA,2011,11
1,9,8,346,Chagrin Falls,NA,590,Firelands,NA,2011,11
4,9,5,1281,Ravenna,NA,1448,Southeast,NA,2011,11
2,9,7,824,Lake Catholic,NA,196,Benedictine,NA,2011,11
3,9,6,1571,University School,NA,1384,St Vincent-St Mary,NA,2011,11
1,10,8,1348,Columbus St Francis DeSales,NA,1314,River Valley,NA,2011,11
4,10,5,190,Bellevue,NA,526,Elida,NA,2011,11
2,10,7,392,Clyde,NA,1080,Napoleon,NA,2011,11
3,10,6,502,Eastmoor Academy,NA,1578,Urbana,NA,2011,11
1,11,8,1488,Steubenville,NA,751,Indian Creek,NA,2011,11
4,11,5,310,Cardinal Mooney,NA,1162,Northwest,NA,2011,11
2,11,7,472,Dover,NA,1420,Sheridan,NA,2011,11
3,11,6,1046,Minerva,NA,1264,Poland Seminary,NA,2011,11
1,12,8,1414,Shawnee,NA,1518,Taft,NA,2011,11
4,12,5,402,Thurgood Marshall,NA,132,Archbishop Alter,NA,2011,11
2,12,7,144,Athens,NA,762,Jackson,NA,2011,11
3,12,6,796,Jonathan Alder,NA,890,Logan Elm,NA,2011,11
1,13,8,644,Girard,NA,340,Canton Central Catholic,NA,2011,11
4,13,5,226,Black River,NA,936,Manchester,NA,2011,11
2,13,7,1210,Orrville,NA,818,LaBrae,NA,2011,11
3,13,6,1174,Norwayne,NA,256,Brookfield,NA,2011,11
1,14,8,804,Kenton,NA,1650,Wellington,NA,2011,11
4,14,5,636,Genoa Area,NA,746,Huron,NA,2011,11
2,14,7,508,Eastwood,NA,1214,Ottawa-Glandorf,NA,2011,11
3,14,6,218,Bishop Hartley,NA,1156,North Union,NA,2011,11
1,15,8,1344,St Clairsville,NA,362,Chesapeake,NA,2011,11
4,15,5,968,Martins Ferry,NA,426,Coshocton,NA,2011,11
2,15,7,794,Johnstown-Monroe,NA,758,Indian Valley,NA,2011,11
3,15,6,114,Amanda-Clearcreek,NA,760,Ironton,NA,2011,11
1,16,8,1644,Waynesville,NA,1042,Milton-Union,NA,2011,11
4,16,5,1676,Westfall,NA,352,Chaminade-Julienne,NA,2011,11
2,16,7,920,Madeira,NA,369,Cincinnati Hills Christian Academy,NA,2011,11
3,16,6,388,Clinton-Massie,NA,1134,North College Hill,NA,2011,11
1,17,8,812,Kirtland,NA,408,Columbiana,NA,2011,11
4,17,5,624,Garaway,NA,1478,Springfield,NA,2011,11
2,17,7,1063,Monroe Central,NA,1378,St Thomas Aquinas,NA,2011,11
3,17,6,436,Crestview,NA,446,Cuyahoga Heights,NA,2011,11
1,18,8,864,Liberty Center,NA,316,Carey,NA,2011,11
4,18,5,1172,Northwood,NA,1234,Patrick Henry,NA,2011,11
2,18,7,732,Hopewell-Loudon,NA,708,Hicksville,NA,2011,11
3,18,6,874,Lima Central Catholic,NA,862,Liberty-Benton,NA,2011,11
1,19,8,1742,Wynford,NA,1426,Smithville,NA,2011,11
4,19,5,1084,Nelsonville-York,NA,1270,Portsmouth West,NA,2011,11
2,19,7,1586,Valley,NA,1300,Ridgewood,NA,2011,11
3,19,6,664,Grandview Heights,NA,434,Crestview,NA,2011,11
1,20,8,1688,West Liberty-Salem,NA,1600,Versailles,NA,2011,11
4,20,5,430,Covington,NA,394,Coldwater,NA,2011,11
2,20,7,1260,Pleasant,NA,1504,Summit Country Day,NA,2011,11
3,20,6,102,Adena,NA,1682,West Jefferson,NA,2011,11
1,21,8,1668,Western Reserve,NA,1364,Villa Angela-St Joseph,NA,2011,11
4,21,5,848,Ledgemont,NA,934,Malvern,NA,2011,11
2,21,7,1406,Shadyside,NA,1654,Wellsville,NA,2011,11
3,21,6,1751,Youngstown Christian,NA,1058,Mogadore,NA,2011,11
1,22,8,854,Leipsic,NA,128,Arcadia,NA,2011,11
4,22,5,512,Edgerton,NA,990,McComb,NA,2011,11
2,22,7,1358,St John's,NA,1216,Ottawa Hills,NA,2011,11
3,22,6,298,Calvert,NA,520,Edon,NA,2011,11
1,23,8,1514,Symmes Valley,NA,1540,Trimble,NA,2011,11
4,23,5,484,Sciotoville Community School,NA,172,Beallsville,NA,2011,11
2,23,7,278,Buckeye Central,NA,1453,South Gallia,NA,2011,11
3,23,6,454,Danville,NA,222,Bishop Rosecrans,NA,2011,11
1,24,8,958,Marion Local,NA,886,Lockland,NA,2011,11
4,24,5,1562,Tri-County North,NA,100,Ada,NA,2011,11
2,24,7,602,Fort Loramie,NA,368,Cincinnati Country Day,NA,2011,11
3,24,6,324,Catholic Central,NA,1052,Minster,NA,2011,11
1,1,8,1346,St Edward,NA,980,Mayfield,NA,2012,11
4,1,5,1016,Mentor,NA,692,Warren G Harding,NA,2012,11
2,1,7,1354,St Ignatius,NA,148,Austintown-Fitch,NA,2012,11
3,1,6,1440,South,NA,1154,North Royalton,NA,2012,11
1,2,8,1624,Massillon Washington,NA,1116,Nordonia,NA,2012,11
4,2,5,730,Hoover,NA,306,Canton McKinley,NA,2012,11
2,2,7,1704,Whitmer,NA,152,Avon Lake,NA,2012,11
3,2,6,650,GlenOak,NA,740,Hudson,NA,2012,11
1,3,8,717,Hilliard Darby,NA,1674,Westerville South,NA,2012,11
4,3,5,1255,Pickerington North,NA,1254,Pickerington Central,NA,2012,11
2,3,7,474,Dublin Coffman,NA,716,Hilliard Davidson,NA,2012,11
3,3,6,1202,Olentangy,NA,475,Dublin Scioto,NA,2012,11
1,4,8,396,Colerain,NA,1388,St Xavier,NA,2012,11
4,4,5,522,Elder,NA,1508,Sycamore,NA,2012,11
2,4,7,1470,Springboro,NA,836,Lakota East,NA,2012,11
3,4,6,1056,Archbishop Moeller,NA,1638,Wayne,NA,2012,11
1,5,8,1522,Tallmadge,NA,802,Kenston,NA,2012,11
4,5,5,360,Chardon,NA,736,Howland,NA,2012,11
2,5,7,1326,Roosevelt,NA,528,Ellet,NA,2012,11
3,5,6,146,Aurora,NA,1106,New Philadelphia,NA,2012,11
1,6,8,406,Columbian,NA,940,Mansfield,NA,2012,11
4,6,5,150,Avon,NA,1248,Perrysburg,NA,2012,11
2,6,7,342,Central Catholic,NA,1030,Midview,NA,2012,11
3,6,6,1684,Westlake,NA,926,Madison Comprehensive,NA,2012,11
1,7,8,1544,Tri-Valley,NA,1528,Tecumseh,NA,2012,11
4,7,5,1086,New Albany,NA,186,Beechcroft,NA,2012,11
2,7,7,1750,Zanesville,NA,302,Canal Winchester,NA,2012,11
3,7,6,962,Marion-Franklin,NA,868,Licking Heights,NA,2012,11
1,8,8,1554,Turpin,NA,1534,Tippecanoe,NA,2012,11
4,8,5,608,Franklin,NA,1164,Northwest,NA,2012,11
2,8,7,1719,Winton Woods,NA,516,Edgewood,NA,2012,11
3,8,6,1074,Mount Healthy,NA,1550,Trotwood-Madison,NA,2012,11
1,9,8,346,Chagrin Falls,NA,1724,Woodridge,NA,2012,11
4,9,5,790,John Hay,NA,1281,Ravenna,NA,2012,11
2,9,7,994,Niles McKinley,NA,738,Hubbard,NA,2012,11
3,9,6,1180,Notre Dame-Cathedral Latin,NA,1384,St Vincent-St Mary,NA,2012,11
1,10,8,1080,Napoleon,NA,1314,River Valley,NA,2012,11
4,10,5,272,Bryan,NA,224,Bishop Watterson,NA,2012,11
2,10,7,190,Bellevue,NA,526,Elida,NA,2012,11
3,10,6,1578,Urbana,NA,1240,Perkins,NA,2012,11
1,11,8,964,Marlington,NA,1264,Poland Seminary,NA,2012,11
4,11,5,472,Dover,NA,666,Granville,NA,2012,11
2,11,7,1680,West Holmes,NA,751,Indian Creek,NA,2012,11
3,11,6,1488,Steubenville,NA,982,Maysville,NA,2012,11
1,12,8,402,Thurgood Marshall,NA,890,Logan Elm,NA,2012,11
4,12,5,622,Gallia Academy,NA,998,Archbishop McNicholas,NA,2012,11
2,12,7,132,Archbishop Alter,NA,1414,Shawnee,NA,2012,11
3,12,6,144,Athens,NA,370,Circleville,NA,2012,11
1,13,8,256,Brookfield,NA,514,Edgewood,NA,2012,11
4,13,5,936,Manchester,NA,702,Hawken,NA,2012,11
2,13,7,1174,Norwayne,NA,1170,Northwestern,NA,2012,11
3,13,6,1496,Streetsboro,NA,860,Liberty,NA,2012,11
1,14,8,218,Bishop Hartley,NA,1574,Upper Sandusky,NA,2012,11
4,14,5,1156,North Union,NA,620,Galion,NA,2012,11
2,14,7,1214,Ottawa-Glandorf,NA,380,Clearview,NA,2012,11
3,14,6,636,Genoa Area,NA,220,Bishop Ready,NA,2012,11
1,15,8,1344,St Clairsville,NA,294,Harrison Central,NA,2012,11
4,15,5,1048,Minford,NA,1256,Piketon,NA,2012,11
2,15,7,760,Ironton,NA,232,Bloom-Carroll,NA,2012,11
3,15,6,794,Johnstown-Monroe,NA,758,Indian Valley,NA,2012,11
1,16,8,388,Clinton-Massie,NA,920,Madeira,NA,2012,11
4,16,5,164,Batavia,NA,369,Cincinnati Hills Christian Academy,NA,2012,11
2,16,7,1676,Westfall,NA,1042,Milton-Union,NA,2012,11
3,16,6,1176,Norwood,NA,582,Bishop Fenwick,NA,2012,11
1,17,8,812,Kirtland,NA,598,Fort Frye,NA,2012,11
4,17,5,436,Crestview,NA,1378,St Thomas Aquinas,NA,2012,11
2,17,7,624,Garaway,NA,1580,Ursuline,NA,2012,11
3,17,6,446,Cuyahoga Heights,NA,182,Bellaire,NA,2012,11
1,18,8,874,Lima Central Catholic,NA,1670,Western Reserve,NA,2012,11
4,18,5,862,Liberty-Benton,NA,864,Liberty Center,NA,2012,11
2,18,7,1172,Northwood,NA,1234,Patrick Henry,NA,2012,11
3,18,6,404,Columbia,NA,134,Archbold,NA,2012,11
1,19,8,1586,Valley,NA,458,Dawson-Bryant,NA,2012,11
4,19,5,1742,Wynford,NA,900,Loudonville,NA,2012,11
2,19,7,1186,Oak Hill,NA,720,Hillsdale,NA,2012,11
3,19,6,1696,Wheelersburg,NA,866,Liberty Union,NA,2012,11
1,20,8,394,Coldwater,NA,1018,Miami East,NA,2012,11
4,20,5,1688,West Liberty-Salem,NA,460,Dayton Christian,NA,2012,11
2,20,7,1504,Summit Country Day,NA,1538,Triad,NA,2012,11
3,20,6,430,Covington,NA,470,Dixie,NA,2012,11
1,21,8,1058,Mogadore,NA,326,Catholic Central,NA,2012,11
4,21,5,1406,Shadyside,NA,1668,Western Reserve,NA,2012,11
2,21,7,934,Malvern,NA,566,Fairport Harding,NA,2012,11
3,21,6,786,John F Kennedy,NA,1751,Youngstown Christian,NA,2012,11
1,22,8,990,McComb,NA,136,Arlington,NA,2012,11
4,22,5,1374,St Paul,NA,298,Calvert,NA,2012,11
2,22,7,1370,St Joseph Central Catholic,NA,1216,Ottawa Hills,NA,2012,11
3,22,6,854,Leipsic,NA,1358,St John's,NA,2012,11
1,23,8,454,Danville,NA,1306,River,NA,2012,11
4,23,5,222,Bishop Rosecrans,NA,1514,Symmes Valley,NA,2012,11
2,23,7,1090,Newark Catholic,NA,553,Fairfield Christian Academy,NA,2012,11
3,23,6,1540,Trimble,NA,400,Colonel Crawford,NA,2012,11
1,24,8,100,Ada,NA,1642,Waynesfield-Goshen,NA,2012,11
4,24,5,1352,St Henry,NA,602,Fort Loramie,NA,2012,11
2,24,7,1052,Minster,NA,1562,Tri-County North,NA,2012,11
3,24,6,958,Marion Local,NA,246,Bradford,NA,2012,11
1,3,8,652,Glenville,NA,270,Brush,NA,2013,11
4,3,5,1326,Roosevelt,NA,180,Bedford,NA,2013,11
2,3,7,248,Brecksville-Broadview Heights,NA,1312,Riverside,NA,2013,11
3,3,6,1440,South,NA,922,Madison,NA,2013,11
1,4,8,710,Highland,NA,152,Avon Lake,NA,2013,11
4,4,5,1624,Massillon Washington,NA,1116,Nordonia,NA,2013,11
2,4,7,150,Avon,NA,1350,Toledo St Francis DeSales,NA,2013,11
3,4,6,528,Ellet,NA,1248,Perrysburg,NA,2013,11
1,5,8,1086,New Albany,NA,1140,Northland,NA,2013,11
4,5,5,940,Mansfield,NA,868,Licking Heights,NA,2013,11
2,5,7,1741,Worthington Kilbourne,NA,475,Dublin Scioto,NA,2013,11
3,5,6,1750,Zanesville,NA,1342,St Charles,NA,2013,11
1,6,8,904,Loveland,NA,292,Butler,NA,2013,11
4,6,5,1164,Northwest,NA,696,Harrison,NA,2013,11
2,6,7,1074,Mount Healthy,NA,1720,Withrow,NA,2013,11
3,6,6,1719,Winton Woods,NA,810,Kings,NA,2013,11
1,7,8,1384,St Vincent-St Mary,NA,802,Kenston,NA,2013,11
4,7,5,1678,West Geauga,NA,1264,Poland Seminary,NA,2013,11
2,7,7,738,Hubbard,NA,964,Marlington,NA,2013,11
3,7,6,902,Louisville,NA,146,Aurora,NA,2013,11
1,8,8,342,Central Catholic,NA,464,Defiance,NA,2013,11
4,8,5,406,Columbian,NA,1160,Norwalk,NA,2013,11
2,8,7,392,Clyde,NA,276,Buckeye,NA,2013,11
3,8,6,1240,Perkins,NA,1080,Napoleon,NA,2013,11
1,9,8,144,Athens,NA,890,Logan Elm,NA,2013,11
4,9,5,1544,Tri-Valley,NA,1106,New Philadelphia,NA,2013,11
2,9,7,962,Marion-Franklin,NA,472,Dover,NA,2013,11
3,9,6,258,Brookhaven,NA,364,Chillicothe,NA,2013,11
1,10,8,1534,Tippecanoe,NA,806,Kenton Ridge,NA,2013,11
4,10,5,1664,Western Brown,NA,402,Thurgood Marshall,NA,2013,11
2,10,7,608,Franklin,NA,1550,Trotwood-Madison,NA,2013,11
3,10,6,1616,Wapakoneta,NA,1414,Shawnee,NA,2013,11
1,11,8,346,Chagrin Falls,NA,384,Cleveland Central Catholic,NA,2013,11
4,11,5,1724,Woodridge,NA,196,Benedictine,NA,2013,11
2,11,7,1500,Struthers,NA,828,Lakeview,NA,2013,11
3,11,6,310,Cardinal Mooney,NA,790,John Hay,NA,2013,11
1,12,8,1314,River Valley,NA,820,Lake,NA,2013,11
4,12,5,636,Genoa Area,NA,272,Bryan,NA,2013,11
2,12,7,804,Kenton,NA,620,Galion,NA,2013,11
3,12,6,1548,Triway,NA,1634,Wauseon,NA,2013,11
1,13,8,870,Licking Valley,NA,1488,Steubenville,NA,2013,11
4,13,5,982,Maysville,NA,212,Bexley,NA,2013,11
2,13,7,758,Indian Valley,NA,232,Bloom-Carroll,NA,2013,11
3,13,6,1252,Philo,NA,788,John Glenn,NA,2013,11
1,14,8,132,Archbishop Alter,NA,1744,Wyoming,NA,2013,11
4,14,5,1590,Valley View,NA,370,Circleville,NA,2013,11
2,14,7,388,Clinton-Massie,NA,1022,Miami Trace,NA,2013,11
3,14,6,998,Archbishop McNicholas,NA,1578,Urbana,NA,2013,11
1,15,8,936,Manchester,NA,1580,Ursuline,NA,2013,11
4,15,5,226,Black River,NA,560,Fairless,NA,2013,11
2,15,7,436,Crestview,NA,860,Liberty,NA,2013,11
3,15,6,642,Gilmour Academy,NA,170,Beachwood,NA,2013,11
1,16,8,404,Columbia,NA,366,Chippewa,NA,2013,11
4,16,5,508,Eastwood,NA,394,Coldwater,NA,2013,11
2,16,7,862,Liberty-Benton,NA,746,Huron,NA,2013,11
3,16,6,1170,Northwestern,NA,900,Loudonville,NA,2013,11
1,17,8,218,Bishop Hartley,NA,1752,Zane Trace,NA,2013,11
4,17,5,1344,St Clairsville,NA,866,Liberty Union,NA,2013,11
2,17,7,968,Martins Ferry,NA,1676,Westfall,NA,2013,11
3,17,6,1696,Wheelersburg,NA,556,Fairland,NA,2013,11
1,18,8,1682,West Jefferson,NA,1644,Waynesville,NA,2013,11
4,18,5,1156,North Union,NA,352,Chaminade-Julienne,NA,2013,11
2,18,7,369,Cincinnati Hills Christian Academy,NA,920,Madeira,NA,2013,11
3,18,6,158,Badin,NA,954,Mariemont,NA,2013,11
1,19,8,812,Kirtland,NA,992,McDonald,NA,2013,11
4,19,5,256,Brookfield,NA,1378,St Thomas Aquinas,NA,2013,11
2,19,7,1460,South Range,NA,446,Cuyahoga Heights,NA,2013,11
3,19,6,1058,Mogadore,NA,1364,Villa Angela-St Joseph,NA,2013,11
1,20,8,1532,Tinora,NA,1172,Northwood,NA,2013,11
4,20,5,400,Colonel Crawford,NA,1646,Wayne Trace,NA,2013,11
2,20,7,772,Jefferson,NA,100,Ada,NA,2013,11
3,20,6,874,Lima Central Catholic,NA,438,Crestview,NA,2013,11
1,21,8,1586,Valley,NA,598,Fort Frye,NA,2013,11
4,21,5,1090,Newark Catholic,NA,182,Bellaire,NA,2013,11
2,21,7,220,Bishop Ready,NA,1186,Oak Hill,NA,2013,11
3,21,6,334,Centerburg,NA,1063,Monroe Central,NA,2013,11
1,22,8,1018,Miami East,NA,1562,Tri-County North,NA,2013,11
4,22,5,1004,Mechanicsburg,NA,1082,National Trail,NA,2013,11
2,22,7,368,Cincinnati Country Day,NA,1504,Summit Country Day,NA,2013,11
3,22,6,1712,Williamsburg,NA,1688,West Liberty-Salem,NA,2013,11
1,23,8,1668,Western Reserve,NA,1542,Trinity,NA,2013,11
4,23,5,454,Danville,NA,906,Lowellville,NA,2013,11
2,23,7,1374,St Paul,NA,348,Chalker,NA,2013,11
3,23,6,1654,Wellsville,NA,946,Mapleton,NA,2013,11
1,24,8,854,Leipsic,NA,1358,St John's,NA,2013,11
4,24,5,298,Calvert,NA,520,Edon,NA,2013,11
2,24,7,990,McComb,NA,708,Hicksville,NA,2013,11
3,24,6,1370,St Joseph Central Catholic,NA,136,Arlington,NA,2013,11
1,25,8,1540,Trimble,NA,172,Beallsville,NA,2013,11
4,25,5,326,Catholic Central,NA,1454,Southern,NA,2013,11
2,25,7,1406,Shadyside,NA,553,Fairfield Christian Academy,NA,2013,11
3,25,6,934,Malvern,NA,296,Caldwell,NA,2013,11
1,26,8,1538,Triad,NA,328,Cedarville,NA,2013,11
4,26,5,852,Lehman Catholic,NA,1226,Paint Valley,NA,2013,11
2,26,7,430,Covington,NA,1178,Notre Dame,NA,2013,11
3,26,6,958,Marion Local,NA,602,Fort Loramie,NA,2013,11
1,1,16,1346,St Edward,NA,1408,Shaker Heights,NA,2013,11
8,1,9,1606,Wadsworth,NA,385,Cleveland Heights,NA,2013,11
4,1,13,148,Austintown-Fitch,NA,970,Marysville,NA,2013,11
5,1,12,1671,Westerville Central,NA,1428,Solon,NA,2013,11
3,1,14,740,Hudson,NA,1704,Whitmer,NA,2013,11
6,1,11,306,Canton McKinley,NA,1354,St Ignatius,NA,2013,11
7,1,10,1492,Stow-Munroe Falls,NA,532,Elyria,NA,2013,11
2,1,15,1016,Mentor,NA,268,Brunswick,NA,2013,11
1,2,16,716,Hilliard Davidson,NA,1020,Miamisburg,NA,2013,11
8,2,9,1255,Pickerington North,NA,550,Fairfield,NA,2013,11
4,2,13,336,Centerville,NA,474,Dublin Coffman,NA,2013,11
5,2,12,1638,Wayne,NA,717,Hilliard Darby,NA,2013,11
3,2,14,837,Lakota West,NA,1254,Pickerington Central,NA,2013,11
6,2,11,396,Colerain,NA,1470,Springboro,NA,2013,11
7,2,10,522,Elder,NA,1142,Northmont,NA,2013,11
2,2,15,1056,Archbishop Moeller,NA,1388,St Xavier,NA,2013,11
1,3,8,180,Bedford,NA,632,Garfield Heights,NA,2014,11
4,3,5,1440,South,NA,652,Glenville,NA,2014,11
2,3,7,980,Mayfield,NA,944,Maple Heights,NA,2014,11
3,3,6,922,Madison,NA,248,Brecksville-Broadview Heights,NA,2014,11
1,4,8,1030,Midview,NA,1614,Walsh Jesuit,NA,2014,11
4,4,5,710,Highland,NA,150,Avon,NA,2014,11
2,4,7,1116,Nordonia,NA,616,Fremont Ross,NA,2014,11
3,4,6,1248,Perrysburg,NA,1624,Massillon Washington,NA,2014,11
1,5,8,1202,Olentangy,NA,138,Ashland,NA,2014,11
4,5,5,1736,Wooster,NA,686,Hamilton Township,NA,2014,11
2,5,7,1526,Teays Valley,NA,475,Dublin Scioto,NA,2014,11
3,5,6,1632,Watkins Memorial,NA,1741,Worthington Kilbourne,NA,2014,11
1,6,8,842,La Salle,NA,646,Glen Este,NA,2014,11
4,6,5,872,Lima Senior,NA,696,Harrison,NA,2014,11
2,6,7,1074,Mount Healthy,NA,1528,Tecumseh,NA,2014,11
3,6,6,810,Kings,NA,1164,Northwest,NA,2014,11
1,7,8,738,Hubbard,NA,1522,Tallmadge,NA,2014,11
4,7,5,146,Aurora,NA,802,Kenston,NA,2014,11
2,7,7,1384,St Vincent-St Mary,NA,360,Chardon,NA,2014,11
3,7,6,902,Louisville,NA,1264,Poland Seminary,NA,2014,11
1,8,8,342,Central Catholic,NA,1320,Rocky River,NA,2014,11
4,8,5,242,Bowling Green,NA,276,Buckeye,NA,2014,11
2,8,7,392,Clyde,NA,926,Madison Comprehensive,NA,2014,11
3,8,6,1160,Norwalk,NA,1240,Perkins,NA,2014,11
1,9,8,1544,Tri-Valley,NA,1106,New Philadelphia,NA,2014,11
4,9,5,144,Athens,NA,666,Granville,NA,2014,11
2,9,7,472,Dover,NA,1348,Columbus St Francis DeSales,NA,2014,11
3,9,6,762,Jackson,NA,890,Logan Elm,NA,2014,11
1,10,8,1616,Wapakoneta,NA,1520,Talawanda,NA,2014,11
4,10,5,806,Kenton Ridge,NA,1534,Tippecanoe,NA,2014,11
2,10,7,188,Bellefontaine,NA,184,Bellbrook,NA,2014,11
3,10,6,1550,Trotwood-Madison,NA,1664,Western Brown,NA,2014,11
1,11,8,196,Benedictine,NA,1246,Perry,NA,2014,11
4,11,5,1724,Woodridge,NA,310,Cardinal Mooney,NA,2014,11
2,11,7,440,Crestwood,NA,168,Bay,NA,2014,11
3,11,6,584,Field,NA,1180,Notre Dame-Cathedral Latin,NA,2014,11
1,12,8,1548,Triway,NA,620,Galion,NA,2014,11
4,12,5,804,Kenton,NA,1266,Port Clinton,NA,2014,11
2,12,7,190,Bellevue,NA,808,Keystone,NA,2014,11
3,12,6,1634,Wauseon,NA,636,Genoa Area,NA,2014,11
1,13,8,186,Beechcroft,NA,212,Bexley,NA,2014,11
4,13,5,870,Licking Valley,NA,982,Maysville,NA,2014,11
2,13,7,962,Marion-Franklin,NA,114,Amanda-Clearcreek,NA,2014,11
3,13,6,1488,Steubenville,NA,794,Johnstown-Monroe,NA,2014,11
1,14,8,132,Archbishop Alter,NA,1022,Miami Trace,NA,2014,11
4,14,5,1744,Wyoming,NA,1524,Taylor,NA,2014,11
2,14,7,388,Clinton-Massie,NA,1062,Monroe,NA,2014,11
3,14,6,998,Archbishop McNicholas,NA,1176,Norwood,NA,2014,11
1,15,8,340,Canton Central Catholic,NA,170,Beachwood,NA,2014,11
4,15,5,436,Crestview,NA,644,Girard,NA,2014,11
2,15,7,860,Liberty,NA,642,Gilmour Academy,NA,2014,11
3,15,6,1580,Ursuline,NA,1570,United,NA,2014,11
1,16,8,746,Huron,NA,404,Columbia,NA,2014,11
4,16,5,394,Coldwater,NA,366,Chippewa,NA,2014,11
2,16,7,862,Liberty-Benton,NA,466,Delta,NA,2014,11
3,16,6,1260,Pleasant,NA,508,Eastwood,NA,2014,11
1,17,8,218,Bishop Hartley,NA,1270,Portsmouth West,NA,2014,11
4,17,5,1344,St Clairsville,NA,426,Coshocton,NA,2014,11
2,17,7,1696,Wheelersburg,NA,866,Liberty Union,NA,2014,11
3,17,6,760,Ironton,NA,968,Martins Ferry,NA,2014,11
1,18,8,369,Cincinnati Hills Christian Academy,NA,1644,Waynesville,NA,2014,11
4,18,5,672,Greeneview,NA,954,Mariemont,NA,2014,11
2,18,7,1421,Shroder,NA,158,Badin,NA,2014,11
3,18,6,920,Madeira,NA,1682,West Jefferson,NA,2014,11
1,19,8,900,Loudonville,NA,1478,Springfield,NA,2014,11
4,19,5,1058,Mogadore,NA,992,McDonald,NA,2014,11
2,19,7,624,Garaway,NA,1364,Villa Angela-St Joseph,NA,2014,11
3,19,6,812,Kirtland,NA,720,Hillsdale,NA,2014,11
1,20,8,1532,Tinora,NA,1646,Wayne Trace,NA,2014,11
4,20,5,438,Crestview,NA,1468,Spencerville,NA,2014,11
2,20,7,874,Lima Central Catholic,NA,1592,Van Buren,NA,2014,11
3,20,6,1742,Wynford,NA,772,Jefferson,NA,2014,11
1,21,8,614,Fredericktown,NA,194,Belpre,NA,2014,11
4,21,5,334,Centerburg,NA,1300,Ridgewood,NA,2014,11
2,21,7,1586,Valley,NA,1084,Nelsonville-York,NA,2014,11
3,21,6,664,Grandview Heights,NA,1063,Monroe Central,NA,2014,11
1,22,8,1562,Tri-County North,NA,1504,Summit Country Day,NA,2014,11
4,22,5,1688,West Liberty-Salem,NA,368,Cincinnati Country Day,NA,2014,11
2,22,7,1018,Miami East,NA,1600,Versailles,NA,2014,11
3,22,6,1052,Minster,NA,1004,Mechanicsburg,NA,2014,11
1,23,8,1374,St Paul,NA,974,Mathews,NA,2014,11
4,23,5,946,Mapleton,NA,1654,Wellsville,NA,2014,11
2,23,7,1668,Western Reserve,NA,1536,Toronto,NA,2014,11
3,23,6,1262,Plymouth,NA,908,Lucas,NA,2014,11
1,24,8,136,Arlington,NA,1358,St John's,NA,2014,11
4,24,5,990,McComb,NA,343,Toledo Christian,NA,2014,11
2,24,7,298,Calvert,NA,854,Leipsic,NA,2014,11
3,24,6,412,Columbus Grove,NA,1228,Pandora-Gilboa,NA,2014,11
1,25,8,1406,Shadyside,NA,454,Danville,NA,2014,11
4,25,5,1226,Paint Valley,NA,1556,Tuscarawas Central Catholic,NA,2014,11
2,25,7,1540,Trimble,NA,1514,Symmes Valley,NA,2014,11
3,25,6,296,Caldwell,NA,1737,Harvest Prep,NA,2014,11
1,26,8,958,Marion Local,NA,1538,Triad,NA,2014,11
4,26,5,602,Fort Loramie,NA,604,Fort Recovery,NA,2014,11
2,26,7,852,Lehman Catholic,NA,430,Covington,NA,2014,11
3,26,6,1023,Miami Valley Christian Academy,NA,1553,Troy Christian,NA,2014,11
1,1,16,740,Hudson,NA,1244,Perry,NA,2014,11
8,1,9,1354,St Ignatius,NA,532,Elyria,NA,2014,11
4,1,13,1016,Mentor,NA,894,Lorain,NA,2014,11
5,1,12,200,Berea-Midpark,NA,650,GlenOak,NA,2014,11
3,1,14,1671,Westerville Central,NA,1428,Solon,NA,2014,11
6,1,11,148,Austintown-Fitch,NA,1606,Wadsworth,NA,2014,11
