Fav,Reg,Dog,FavID,FavID2,Fav_elo,DogID,DogID2,Dog_elo,Season,Week
7,1,10,1203,Olentangy Liberty,NA,1704,Whitmer,NA,2014,11
2,1,15,1346,St Edward,NA,268,Brunswick,NA,2014,11
1,2,16,336,Centerville,NA,837,Lakota West,NA,2014,11
8,2,9,1470,Springboro,NA,836,Lakota East,NA,2014,11
4,2,13,474,Dublin Coffman,NA,716,Hilliard Davidson,NA,2014,11
5,2,12,1638,Wayne,NA,522,Elder,NA,2014,11
3,2,14,1254,Pickerington Central,NA,876,Gahanna-Lincoln,NA,2014,11
6,2,11,1056,Archbishop Moeller,NA,1020,Miamisburg,NA,2014,11
7,2,10,717,Hilliard Darby,NA,396,Colerain,NA,2014,11
2,2,15,1388,St Xavier,NA,345,Central Crossing,NA,2014,11
1,3,8,146,Aurora,NA,1116,Nordonia,NA,2015,11
4,3,5,422,Copley,NA,740,Hudson,NA,2015,11
2,3,7,922,Madison,NA,692,Warren G Harding,NA,2015,11
3,3,6,980,Mayfield,NA,360,Chardon,NA,2015,11
1,4,8,1030,Midview,NA,1204,Olmsted Falls,NA,2015,11
4,4,5,652,Glenville,NA,1476,Springfield,NA,2015,11
2,4,7,1248,Perrysburg,NA,1152,North Ridgeville,NA,2015,11
3,4,6,150,Avon,NA,710,Highland,NA,2015,11
1,5,8,1244,Perry,NA,940,Mansfield,NA,2015,11
4,5,5,238,Boardman,NA,1544,Tri-Valley,NA,2015,11
2,5,7,868,Licking Heights,NA,1736,Wooster,NA,2015,11
3,5,6,1741,Worthington Kilbourne,NA,822,Lake,NA,2015,11
1,6,8,842,La Salle,NA,292,Butler,NA,2015,11
4,6,5,1020,Miamisburg,NA,872,Lima Senior,NA,2015,11
2,6,7,810,Kings,NA,1526,Teays Valley,NA,2015,11
3,6,6,1554,Turpin,NA,646,Glen Este,NA,2015,11
1,7,8,724,Archbishop Hoban,NA,1106,New Philadelphia,NA,2015,11
4,7,5,1264,Poland Seminary,NA,902,Louisville,NA,2015,11
2,7,7,1384,St Vincent-St Mary,NA,304,Canfield,NA,2015,11
3,7,6,276,Buckeye,NA,1678,West Geauga,NA,2015,11
1,8,8,196,Benedictine,NA,242,Bowling Green,NA,2015,11
4,8,5,138,Ashland,NA,168,Bay,NA,2015,11
2,8,7,342,Central Catholic,NA,1320,Rocky River,NA,2015,11
3,8,6,392,Clyde,NA,1240,Perkins,NA,2015,11
1,9,8,686,Hamilton Township,NA,224,Bishop Watterson,NA,2015,11
4,9,5,762,Jackson,NA,212,Bexley,NA,2015,11
2,9,7,1348,Columbus St Francis DeSales,NA,364,Chillicothe,NA,2015,11
3,9,6,1750,Zanesville,NA,186,Beechcroft,NA,2015,11
1,10,8,1616,Wapakoneta,NA,192,Belmont,NA,2015,11
4,10,5,1074,Mount Healthy,NA,1108,New Richmond,NA,2015,11
2,10,7,1534,Tippecanoe,NA,1258,Piqua,NA,2015,11
3,10,6,1550,Trotwood-Madison,NA,330,Celina,NA,2015,11
1,11,8,1724,Woodridge,NA,590,Firelands,NA,2015,11
4,11,5,1180,Notre Dame-Cathedral Latin,NA,1580,Ursuline,NA,2015,11
2,11,7,1246,Perry,NA,728,Holy Name,NA,2015,11
3,11,6,440,Crestwood,NA,828,Lakeview,NA,2015,11
1,12,8,218,Bishop Hartley,NA,1266,Port Clinton,NA,2015,11
4,12,5,754,Indian Lake,NA,1214,Ottawa-Glandorf,NA,2015,11
2,12,7,1634,Wauseon,NA,190,Bellevue,NA,2015,11
3,12,6,796,Jonathan Alder,NA,806,Kenton Ridge,NA,2015,11
1,13,8,1488,Steubenville,NA,751,Indian Creek,NA,2015,11
4,13,5,758,Indian Valley,NA,1392,Salem,NA,2015,11
2,13,7,794,Johnstown-Monroe,NA,1000,Meadowbrook,NA,2015,11
3,13,6,1344,St Clairsville,NA,870,Licking Valley,NA,2015,11
1,14,8,582,Bishop Fenwick,NA,158,Badin,NA,2015,11
4,14,5,132,Archbishop Alter,NA,1284,Reading,NA,2015,11
2,14,7,752,Indian Hill,NA,1744,Wyoming,NA,2015,11
3,14,6,388,Clinton-Massie,NA,1518,Taft,NA,2015,11
1,15,8,436,Crestview,NA,202,Berkshire,NA,2015,11
4,15,5,662,Grand Valley,NA,818,LaBrae,NA,2015,11
2,15,7,1396,Sandy Valley,NA,504,East Palestine,NA,2015,11
3,15,6,340,Canton Central Catholic,NA,702,Hawken,NA,2015,11
1,16,8,518,Edison,NA,620,Galion,NA,2015,11
4,16,5,1506,Swanton,NA,1640,Waynedale,NA,2015,11
2,16,7,1174,Norwayne,NA,1332,Rossford,NA,2015,11
3,16,6,820,Lake,NA,366,Chippewa,NA,2015,11
1,17,8,1696,Wheelersburg,NA,760,Ironton,NA,2015,11
4,17,5,1300,Ridgewood,NA,294,Harrison Central,NA,2015,11
2,17,7,1752,Zane Trace,NA,816,River Valley,NA,2015,11
3,17,6,108,Alexander,NA,1318,Rock Hill,NA,2015,11
1,18,8,264,Brookville,NA,318,Carlisle,NA,2015,11
4,18,5,1042,Milton-Union,NA,672,Greeneview,NA,2015,11
2,18,7,369,Cincinnati Hills Christian Academy,NA,1156,North Union,NA,2015,11
3,18,6,394,Coldwater,NA,208,Bethel-Tate,NA,2015,11
1,19,8,812,Kirtland,NA,1668,Western Reserve,NA,2015,11
4,19,5,456,David Anderson,NA,256,Brookfield,NA,2015,11
2,19,7,404,Columbia,NA,1426,Smithville,NA,2015,11
3,19,6,408,Columbiana,NA,446,Cuyahoga Heights,NA,2015,11
1,20,8,1742,Wynford,NA,466,Delta,NA,2015,11
4,20,5,640,Gibsonburg,NA,1592,Van Buren,NA,2015,11
2,20,7,1532,Tinora,NA,1400,Seneca East,NA,2015,11
3,20,6,400,Colonel Crawford,NA,154,Ayersville,NA,2015,11
1,21,8,598,Fort Frye,NA,614,Fredericktown,NA,2015,11
4,21,5,1226,Paint Valley,NA,1090,Newark Catholic,NA,2015,11
2,21,7,1586,Valley,NA,362,Chesapeake,NA,2015,11
3,21,6,664,Grandview Heights,NA,1306,River,NA,2015,11
1,22,8,958,Marion Local,NA,1018,Miami East,NA,2015,11
4,22,5,368,Cincinnati Country Day,NA,1688,West Liberty-Salem,NA,2015,11
2,22,7,1004,Mechanicsburg,NA,1712,Williamsburg,NA,2015,11
3,22,6,772,Jefferson,NA,1468,Spencerville,NA,2015,11
1,23,8,786,John F Kennedy,NA,1372,St Mary Central Catholic,NA,2015,11
4,23,5,1536,Toronto,NA,974,Mathews,NA,2015,11
2,23,7,1058,Mogadore,NA,768,Jackson-Milton,NA,2015,11
3,23,6,1374,St Paul,NA,1064,Monroeville,NA,2015,11
1,24,8,990,McComb,NA,438,Crestview,NA,2015,11
4,24,5,854,Leipsic,NA,136,Arlington,NA,2015,11
2,24,7,708,Hicksville,NA,298,Calvert,NA,2015,11
3,24,6,908,Lucas,NA,722,Hilltop,NA,2015,11
1,25,8,454,Danville,NA,1453,South Gallia,NA,2015,11
4,25,5,1737,Harvest Prep,NA,194,Belpre,NA,2015,11
2,25,7,296,Caldwell,NA,484,Sciotoville Community,NA,2015,11
3,25,6,1540,Trimble,NA,1406,Shadyside,NA,2015,11
1,26,8,1052,Minster,NA,602,Fort Loramie,NA,2015,11
4,26,5,1310,Riverside,NA,100,Ada,NA,2015,11
2,26,7,430,Covington,NA,852,Lehman Catholic,NA,2015,11
3,26,6,604,Fort Recovery,NA,1023,Miami Valley Christian Academy,NA,2015,11
1,1,16,1346,St Edward,NA,385,Cleveland Heights,NA,2015,11
8,1,9,1016,Mentor,NA,650,GlenOak,NA,2015,11
4,1,13,1671,Westerville Central,NA,1482,Start,NA,2015,11
5,1,12,540,Euclid,NA,148,Austintown-Fitch,NA,2015,11
3,1,14,1202,Olentangy,NA,532,Elyria,NA,2015,11
6,1,11,1704,Whitmer,NA,306,Canton McKinley,NA,2015,11
7,1,10,1428,Solon,NA,1203,Olentangy Liberty,NA,2015,11
2,1,15,1492,Stow-Munroe Falls,NA,200,Berea-Midpark,NA,2015,11
1,2,16,396,Colerain,NA,474,Dublin Coffman,NA,2015,11
8,2,9,876,Gahanna-Lincoln,NA,1388,St Xavier,NA,2015,11
4,2,13,838,Lancaster,NA,717,Hilliard Darby,NA,2015,11
5,2,12,522,Elder,NA,550,Fairfield,NA,2015,11
3,2,14,1638,Wayne,NA,1290,Reynoldsburg,NA,2015,11
6,2,11,972,Mason,NA,1470,Springboro,NA,2015,11
7,2,10,1254,Pickerington Central,NA,1572,Upper Arlington,NA,2015,11
2,2,15,716,Hilliard Davidson,NA,345,Central Crossing,NA,2015,11
1,1,8,1428,Solon,NA,650,GlenOak,NA,2016,11
4,1,5,1354,St Ignatius,NA,764,Jackson,NA,2016,11
2,1,7,1346,St Edward,NA,540,Euclid,NA,2016,11
3,1,6,1492,Stow-Munroe Falls,NA,306,Canton McKinley,NA,2016,11
1,2,8,1203,Olentangy Liberty,NA,1211,Olentangy Orange,NA,2016,11
4,2,5,1704,Whitmer,NA,1006,Medina,NA,2016,11
2,2,7,486,Dublin Jerome,NA,586,Findlay,NA,2016,11
3,2,6,894,Lorain,NA,1202,Olentangy,NA,2016,11
1,3,8,1638,Wayne,NA,838,Lancaster,NA,2016,11
4,3,5,474,Dublin Coffman,NA,716,Hilliard Davidson,NA,2016,11
2,3,7,713,Hilliard Bradley,NA,1255,Pickerington North,NA,2016,11
3,3,6,1254,Pickerington Central,NA,1480,Springfield,NA,2016,11
1,4,8,396,Colerain,NA,1470,Springboro,NA,2016,11
4,4,5,550,Fairfield,NA,1388,St Xavier,NA,2016,11
2,4,7,846,Lebanon,NA,1508,Sycamore,NA,2016,11
3,4,6,972,Mason,NA,522,Elder,NA,2016,11
1,5,8,146,Aurora,NA,160,Barberton,NA,2016,11
4,5,5,740,Hudson,NA,422,Copley,NA,2016,11
2,5,7,360,Chardon,NA,180,Bedford,NA,2016,11
3,5,6,692,Warren G Harding,NA,248,Brecksville-Broadview Heights,NA,2016,11
1,6,8,150,Avon,NA,152,Avon Lake,NA,2016,11
4,6,5,124,Anthony Wayne,NA,652,Glenville,NA,2016,11
2,6,7,1476,Springfield,NA,1684,Westlake,NA,2016,11
3,6,6,1030,Midview,NA,1204,Olmsted Falls,NA,2016,11
1,7,8,1244,Perry,NA,822,Lake,NA,2016,11
4,7,5,610,Franklin Heights,NA,868,Licking Heights,NA,2016,11
2,7,7,1624,Massillon Washington,NA,475,Dublin Scioto,NA,2016,11
3,7,6,1086,New Albany,NA,1656,West,NA,2016,11
1,8,8,1552,Troy,NA,118,Anderson,NA,2016,11
4,8,5,1020,Miamisburg,NA,810,Kings,NA,2016,11
2,8,7,1554,Turpin,NA,696,Harrison,NA,2016,11
3,8,6,842,La Salle,NA,516,Edgewood,NA,2016,11
1,9,8,964,Marlington,NA,478,East,NA,2016,11
4,9,5,276,Buckeye,NA,1106,New Philadelphia,NA,2016,11
2,9,7,724,Archbishop Hoban,NA,736,Howland,NA,2016,11
3,9,6,472,Dover,NA,1384,St Vincent-St Mary,NA,2016,11
1,10,8,342,Central Catholic,NA,168,Bay,NA,2016,11
4,10,5,242,Bowling Green,NA,1571,University School,NA,2016,11
2,10,7,1394,Sandusky,NA,138,Ashland,NA,2016,11
3,10,6,392,Clyde,NA,856,Lexington,NA,2016,11
1,11,8,1348,St Francis DeSales,NA,1420,Sheridan,NA,2016,11
4,11,5,502,Eastmoor Academy,NA,186,Beechcroft,NA,2016,11
2,11,7,212,Bexley,NA,1700,Whitehall-Yearling,NA,2016,11
3,11,6,686,Hamilton Township,NA,364,Chillicothe,NA,2016,11
1,12,8,608,Franklin,NA,1534,Tippecanoe,NA,2016,11
4,12,5,1012,St Marys Memorial,NA,192,Belmont,NA,2016,11
2,12,7,1616,Wapakoneta,NA,1550,Trotwood-Madison,NA,2016,11
3,12,6,1108,New Richmond,NA,1074,Mount Healthy,NA,2016,11
1,13,8,1246,Perry,NA,728,Holy Name,NA,2016,11
4,13,5,1724,Woodridge,NA,1500,Struthers,NA,2016,11
2,13,7,440,Crestwood,NA,1180,Notre Dame-Cathedral Latin,NA,2016,11
3,13,6,310,Cardinal Mooney,NA,738,Hubbard,NA,2016,11
1,14,8,1266,Port Clinton,NA,198,Benjamin Logan,NA,2016,11
4,14,5,796,Jonathan Alder,NA,218,Bishop Hartley,NA,2016,11
2,14,7,1214,Ottawa-Glandorf,NA,190,Bellevue,NA,2016,11
3,14,6,754,Indian Lake,NA,1314,River Valley,NA,2016,11
1,15,8,706,Heath,NA,1252,Philo,NA,2016,11
4,15,5,1416,Shelby,NA,232,Bloom-Carroll,NA,2016,11
2,15,7,1488,Steubenville,NA,751,Indian Creek,NA,2016,11
3,15,6,794,Johnstown-Monroe,NA,300,Cambridge,NA,2016,11
1,16,8,1744,Wyoming,NA,1568,Unioto,NA,2016,11
4,16,5,1636,Waverly,NA,1590,Valley View,NA,2016,11
2,16,7,388,Clinton-Massie,NA,1518,Taft,NA,2016,11
3,16,6,132,Archbishop Alter,NA,752,Indian Hill,NA,2016,11
1,17,8,1460,South Range,NA,630,Garfield,NA,2016,11
4,17,5,818,LaBrae,NA,1706,Wickliffe,NA,2016,11
2,17,7,662,Grand Valley,NA,226,Black River,NA,2016,11
3,17,6,340,Canton Central Catholic,NA,936,Manchester,NA,2016,11
1,18,8,1174,Norwayne,NA,636,Genoa Area,NA,2016,11
4,18,5,1170,Northwestern,NA,1506,Swanton,NA,2016,11
2,18,7,508,Eastwood,NA,1260,Pleasant,NA,2016,11
3,18,6,518,Edison,NA,410,Columbus Academy,NA,2016,11
1,19,8,1696,Wheelersburg,NA,1300,Ridgewood,NA,2016,11
4,19,5,1084,Nelsonville-York,NA,1752,Zane Trace,NA,2016,11
2,19,7,624,Garaway,NA,866,Liberty Union,NA,2016,11
3,19,6,426,Coshocton,NA,760,Ironton,NA,2016,11
1,20,8,369,Cincinnati Hills Christian Academy,NA,228,Blanchester,NA,2016,11
4,20,5,1042,Milton-Union,NA,106,Aiken,NA,2016,11
2,20,7,394,Coldwater,NA,264,Brookville,NA,2016,11
3,20,6,318,Carlisle,NA,672,Greeneview,NA,2016,11
1,21,8,446,Cuyahoga Heights,NA,720,Hillsdale,NA,2016,11
4,21,5,1378,St Thomas Aquinas,NA,456,Lisbon David Anderson,NA,2016,11
2,21,7,1478,Springfield,NA,404,Columbia,NA,2016,11
3,21,6,812,Kirtland,NA,450,Dalton,NA,2016,11
1,22,8,1234,Patrick Henry,NA,1532,Tinora,NA,2016,11
4,22,5,864,Liberty Center,NA,400,Colonel Crawford,NA,2016,11
2,22,7,1742,Wynford,NA,640,Gibsonburg,NA,2016,11
3,22,6,154,Ayersville,NA,1400,Seneca East,NA,2016,11
1,23,8,1306,River,NA,220,Bishop Ready,NA,2016,11
4,23,5,182,Bellaire,NA,1090,Newark Catholic,NA,2016,11
2,23,7,598,Fort Frye,NA,334,Centerburg,NA,2016,11
3,23,6,362,Chesapeake,NA,162,Barnesville,NA,2016,11
1,24,8,958,Marion Local,NA,1688,West Liberty-Salem,NA,2016,11
4,24,5,1468,Spencerville,NA,1352,St Henry,NA,2016,11
2,24,7,772,Jefferson,NA,1504,Summit Country Day,NA,2016,11
3,24,6,1004,Mechanicsburg,NA,1018,Miami East,NA,2016,11
1,25,8,1374,St Paul,NA,488,East Canton,NA,2016,11
4,25,5,1064,Monroeville,NA,1716,Windham,NA,2016,11
2,25,7,1058,Mogadore,NA,768,Jackson-Milton,NA,2016,11
3,25,6,786,John F Kennedy,NA,1536,Toronto,NA,2016,11
1,26,8,990,McComb,NA,452,Danbury,NA,2016,11
4,26,5,708,Hicksville,NA,854,Leipsic,NA,2016,11
2,26,7,136,Arlington,NA,908,Lucas,NA,2016,11
3,26,6,298,Calvert,NA,438,Crestview,NA,2016,11
1,27,8,1628,Waterford,NA,222,Bishop Rosecrans,NA,2016,11
4,27,5,1540,Trimble,NA,1454,Southern,NA,2016,11
2,27,7,1406,Shadyside,NA,1737,Harvest Prep,NA,2016,11
3,27,6,484,Sciotoville Community,NA,454,Danville,NA,2016,11
1,28,8,430,Covington,NA,715,Hillcrest Academy,NA,2016,11
4,28,5,100,Ada,NA,604,Fort Recovery,NA,2016,11
2,28,7,1553,Troy Christian,NA,1576,Upper Scioto Valley,NA,2016,11
3,28,6,1052,Minster,NA,852,Lehman Catholic,NA,2016,11
1,1,8,1354,St Ignatius,NA,1244,Perry,NA,2017,11
4,1,5,540,Euclid,NA,764,Jackson,NA,2017,11
2,1,7,1346,St Edward,NA,306,Canton McKinley,NA,2017,11
3,1,6,1016,Mentor,NA,1492,Stow-Munroe Falls,NA,2017,11
1,2,8,1704,Whitmer,NA,894,Lorain,NA,2017,11
4,2,5,474,Dublin Coffman,NA,1202,Olentangy,NA,2017,11
2,2,7,1203,Olentangy Liberty,NA,486,Dublin Jerome,NA,2017,11
3,2,6,1211,Olentangy Orange,NA,876,Gahanna Lincoln,NA,2017,11
1,3,8,336,Centerville,NA,717,Hilliard Darby,NA,2017,11
4,3,5,1638,Wayne,NA,1255,Pickerington North,NA,2017,11
2,3,7,713,Hilliard Bradley,NA,807,Kettering Fairmont,NA,2017,11
3,3,6,1254,Pickerington Central,NA,1142,Northmont,NA,2017,11
1,4,8,1388,St Xavier,NA,550,Fairfield,NA,2017,11
4,4,5,1508,Sycamore,NA,1034,Milford,NA,2017,11
2,4,7,396,Colerain,NA,1056,Archbishop Moeller,NA,2017,11
3,4,6,972,Mason,NA,1677,West Clermont,NA,2017,11
1,5,8,724,Archbishop Hoban,NA,980,Mayfield,NA,2017,11
4,5,5,270,Brush,NA,740,Hudson,NA,2017,11
2,5,7,160,Barberton,NA,196,Benedictine,NA,2017,11
3,5,6,180,Bedford,NA,1122,North,NA,2017,11
1,6,8,150,Avon,NA,1360,St John's Jesuit,NA,2017,11
4,6,5,710,Highland,NA,124,Anthony Wayne,NA,2017,11
2,6,7,1606,Wadsworth,NA,1510,Sylvania Northview,NA,2017,11
3,6,6,1204,Olmsted Falls,NA,1030,Midview,NA,2017,11
1,7,8,1612,Walnut Ridge,NA,302,Canal Winchester,NA,2017,11
4,7,5,1700,Whitehall-Yearling,NA,1086,New Albany,NA,2017,11
2,7,7,1624,Massillon Washington,NA,238,Boardman,NA,2017,11
3,7,6,1032,Mifflin,NA,138,Ashland,NA,2017,11
1,8,8,842,La Salle,NA,696,Harrison,NA,2017,11
4,8,5,1422,Sidney,NA,192,Belmont,NA,2017,11
2,8,7,1719,Winton Woods,NA,364,Chillicothe,NA,2017,11
3,8,6,118,Anderson,NA,1552,Troy,NA,2017,11
1,9,8,304,Canfield,NA,146,Aurora,NA,2017,11
4,9,5,1180,Notre Dame-Cathedral Latin,NA,112,Alliance,NA,2017,11
2,9,7,276,Buckeye,NA,1522,Tallmadge,NA,2017,11
3,9,6,1724,Woodridge,NA,1384,St Vincent-St Mary,NA,2017,11
1,10,8,342,Central Catholic,NA,652,Glenville,NA,2017,11
4,10,5,1394,Sandusky,NA,392,Clyde,NA,2017,11
2,10,7,168,Bay,NA,940,Mansfield,NA,2017,11
3,10,6,1224,Padua Franciscan,NA,1571,University School,NA,2017,11
1,11,8,188,Bellefontaine,NA,666,Granville,NA,2017,11
4,11,5,962,Marion-Franklin,NA,1544,Tri-Valley,NA,2017,11
2,11,7,748,Independence,NA,762,Jackson,NA,2017,11
3,11,6,218,Bishop Hartley,NA,1106,New Philadelphia,NA,2017,11
1,12,8,1550,Trotwood-Madison,NA,526,Elida,NA,2017,11
4,12,5,658,Goshen,NA,476,Dunbar,NA,2017,11
2,12,7,132,Archbishop Alter,NA,352,Chaminade Julienne,NA,2017,11
3,12,6,608,Franklin,NA,1108,New Richmond,NA,2017,11
1,13,8,1488,Steubenville,NA,1392,Salem,NA,2017,11
4,13,5,1264,Poland Seminary,NA,310,Cardinal Mooney,NA,2017,11
2,13,7,1246,Perry,NA,1500,Struthers,NA,2017,11
3,13,6,828,Lakeview,NA,644,Girard,NA,2017,11
1,14,8,378,Clear Fork,NA,380,Clearview,NA,2017,11
4,14,5,1208,Orange,NA,190,Bellevue,NA,2017,11
2,14,7,1416,Shelby,NA,1634,Wauseon,NA,2017,11
3,14,6,1012,St Marys Memorial,NA,712,Highland,NA,2017,11
1,15,8,870,Licking Valley,NA,1568,Unioto,NA,2017,11
4,15,5,232,Bloom-Carroll,NA,788,John Glenn,NA,2017,11
2,15,7,1344,St Clairsville,NA,1252,Philo,NA,2017,11
3,15,6,758,Indian Valley,NA,1000,Meadowbrook,NA,2017,11
1,16,8,1590,Valley View,NA,1636,Waverly,NA,2017,11
4,16,5,388,Clinton-Massie,NA,796,Jonathan Alder,NA,2017,11
2,16,7,1744,Wyoming,NA,892,London,NA,2017,11
3,16,6,1518,Taft,NA,752,Indian Hill,NA,2017,11
1,17,8,1460,South Range,NA,436,Crestview,NA,2017,11
4,17,5,936,Manchester,NA,560,Fairless,NA,2017,11
2,17,7,662,Grand Valley,NA,1706,Wickliffe,NA,2017,11
3,17,6,226,Black River,NA,642,Gilmour Academy,NA,2017,11
1,18,8,508,Eastwood,NA,1506,Swanton,NA,2017,11
4,18,5,518,Edison,NA,1212,Otsego,NA,2017,11
2,18,7,1260,Pleasant,NA,636,Genoa Area,NA,2017,11
3,18,6,134,Archbold,NA,754,Indian Lake,NA,2017,11
1,19,8,1696,Wheelersburg,NA,220,Bishop Ready,NA,2017,11
4,19,5,1566,Union Local,NA,410,Columbus Academy,NA,2017,11
2,19,7,1270,Portsmouth West,NA,968,Martins Ferry,NA,2017,11
3,19,6,794,Johnstown-Monroe,NA,1186,Oak Hill,NA,2017,11
1,20,8,1018,Miami East,NA,1284,Reading,NA,2017,11
4,20,5,208,Bethel-Tate,NA,1682,West Jefferson,NA,2017,11
2,20,7,924,Madison,NA,120,Anna,NA,2017,11
3,20,6,369,Cincinnati Hills Christian Academy,NA,672,Greeneview,NA,2017,11
1,21,8,1328,Rootstown,NA,408,Columbiana,NA,2017,11
4,21,5,1174,Norwayne,NA,1668,Western Reserve,NA,2017,11
2,21,7,1058,Mogadore,NA,504,East Palestine,NA,2017,11
3,21,6,812,Kirtland,NA,860,Liberty,NA,2017,11
1,22,8,862,Liberty-Benton,NA,100,Ada,NA,2017,11
4,22,5,708,Hicksville,NA,640,Gibsonburg,NA,2017,11
2,22,7,1742,Wynford,NA,316,Carey,NA,2017,11
3,22,6,1400,Seneca East,NA,720,Hillsdale,NA,2017,11
1,23,8,1084,Nelsonville-York,NA,1406,Shadyside,NA,2017,11
4,23,5,598,Fort Frye,NA,1144,Northmor,NA,2017,11
2,23,7,1450,Southeastern,NA,326,Catholic Central,NA,2017,11
3,23,6,458,Dawson-Bryant,NA,1418,Shenandoah,NA,2017,11
1,24,8,874,Lima Central Catholic,NA,460,Dayton Christian,NA,2017,11
4,24,5,394,Coldwater,NA,206,Bethel,NA,2017,11
2,24,7,958,Marion Local,NA,604,Fort Recovery,NA,2017,11
3,24,6,1468,Spencerville,NA,1004,Mechanicsburg,NA,2017,11
1,25,8,450,Dalton,NA,974,Mathews,NA,2017,11
4,25,5,1716,Windham,NA,456,Lisbon David Anderson,NA,2017,11
2,25,7,446,Cuyahoga Heights,NA,786,John F Kennedy,NA,2017,11
3,25,6,488,East Canton,NA,1751,Valley Christian School,NA,2017,11
1,26,8,1374,St Paul,NA,1646,Wayne Trace,NA,2017,11
4,26,5,512,Edgerton,NA,298,Calvert,NA,2017,11
2,26,7,990,McComb,NA,854,Leipsic,NA,2017,11
3,26,6,1228,Pandora-Gilboa,NA,1060,Mohawk,NA,2017,11
1,27,8,454,Danville,NA,222,Bishop Rosecrans,NA,2017,11
4,27,5,908,Lucas,NA,1540,Trimble,NA,2017,11
2,27,7,1628,Waterford,NA,484,Sciotoville Community,NA,2017,11
3,27,6,1737,Harvest Prep,NA,1306,River,NA,2017,11
1,28,8,438,Crestview,NA,122,Ansonia,NA,2017,11
4,28,5,1052,Minster,NA,602,Fort Loramie,NA,2017,11
2,28,7,852,Lehman Catholic,NA,1242,Perry,NA,2017,11
3,28,6,1358,St John's,NA,1310,Riverside,NA,2017,11
NA,NA,NA,1016,Mentor,NA,1428,Solon,NA,2007,12
NA,NA,NA,652,Glenville,NA,238,Boardman,NA,2007,12
NA,NA,NA,268,Brunswick,NA,1704,Whitmer,NA,2007,12
NA,NA,NA,730,Hoover,NA,1116,Nordonia,NA,2007,12
NA,NA,NA,717,Hilliard Darby,NA,682,Groveport-Madison,NA,2007,12
NA,NA,NA,1254,Pickerington Central,NA,474,Dublin Coffman,NA,2007,12
NA,NA,NA,1388,St Xavier,NA,336,Centerville,NA,2007,12
NA,NA,NA,396,Colerain,NA,1056,Archbishop Moeller,NA,2007,12
NA,NA,NA,736,Howland,NA,980,Mayfield,NA,2007,12
NA,NA,NA,1522,Tallmadge,NA,1118,Normandy,NA,2007,12
NA,NA,NA,152,Avon Lake,NA,138,Ashland,NA,2007,12
NA,NA,NA,1512,Sylvania Southview,NA,1258,Piqua,NA,2007,12
NA,NA,NA,1348,Columbus St Francis DeSales,NA,304,Canfield,NA,2007,12
NA,NA,NA,902,Louisville,NA,1544,Tri-Valley,NA,2007,12
NA,NA,NA,1554,Turpin,NA,1550,Trotwood-Madison,NA,2007,12
NA,NA,NA,118,Anderson,NA,320,Carroll,NA,2007,12
NA,NA,NA,1614,Walsh Jesuit,NA,828,Lakeview,NA,2007,12
NA,NA,NA,1320,Rocky River,NA,824,Lake Catholic,NA,2007,12
NA,NA,NA,214,Big Walnut,NA,1416,Shelby,NA,2007,12
NA,NA,NA,1080,Napoleon,NA,392,Clyde,NA,2007,12
NA,NA,NA,1162,Northwest,NA,472,Dover,NA,2007,12
NA,NA,NA,870,Licking Valley,NA,1658,West Branch,NA,2007,12
NA,NA,NA,752,Indian Hill,NA,370,Circleville,NA,2007,12
NA,NA,NA,302,Canal Winchester,NA,1062,Lemon-Monroe,NA,2007,12
NA,NA,NA,310,Cardinal Mooney,NA,1384,St Vincent-St Mary,NA,2007,12
NA,NA,NA,1488,Steubenville,NA,340,Canton Central Catholic,NA,2007,12
NA,NA,NA,508,Eastwood,NA,636,Genoa Area,NA,2007,12
NA,NA,NA,1214,Ottawa-Glandorf,NA,1260,Pleasant,NA,2007,12
NA,NA,NA,1344,St Clairsville,NA,868,Licking Heights,NA,2007,12
NA,NA,NA,1676,Westfall,NA,1636,Waverly,NA,2007,12
NA,NA,NA,132,Archbishop Alter,NA,394,Coldwater,NA,2007,12
NA,NA,NA,1042,Milton-Union,NA,388,Clinton-Massie,NA,2007,12
NA,NA,NA,1460,South Range,NA,642,Gilmour Academy,NA,2007,12
NA,NA,NA,1580,Ursuline,NA,1640,Waynedale,NA,2007,12
NA,NA,NA,1234,Patrick Henry,NA,874,Lima Central Catholic,NA,2007,12
NA,NA,NA,862,Liberty-Benton,NA,1532,Tinora,NA,2007,12
NA,NA,NA,220,Bishop Ready,NA,794,Johnstown-Monroe,NA,2007,12
NA,NA,NA,614,Fredericktown,NA,1696,Wheelersburg,NA,2007,12
NA,NA,NA,1682,West Jefferson,NA,1688,West Liberty-Salem,NA,2007,12
NA,NA,NA,958,Marion Local,NA,462,Deer Park,NA,2007,12
NA,NA,NA,732,Hopewell-Loudon,NA,1058,Mogadore,NA,2007,12
NA,NA,NA,1374,St Paul,NA,786,John F Kennedy,NA,2007,12
NA,NA,NA,990,McComb,NA,136,Arlington,NA,2007,12
NA,NA,NA,154,Ayersville,NA,100,Ada,NA,2007,12
NA,NA,NA,1090,Newark Catholic,NA,454,Danville,NA,2007,12
NA,NA,NA,1406,Shadyside,NA,1306,River,NA,2007,12
NA,NA,NA,430,Covington,NA,852,Lehman Catholic,NA,2007,12
NA,NA,NA,324,Catholic Central,NA,1004,Mechanicsburg,NA,2007,12
