"TeamID","City","School","Yr","Reg","Div","YrID","Wins","Losses"
"1428","Solon","Solon",2002,1,1,"2002_1428","10","0"
"692","Warren","Warren G Harding",2002,1,1,"2002_692","10","0"
"1346","Lakewood","St Edward",2002,1,1,"2002_1346","9","1"
"1016","Mentor","Mentor",2002,1,1,"2002_1016","9","1"
"140","Ashtabula","Lakeside",2002,1,1,"2002_140","8","2"
"1588","Parma Heights","Valley Forge",2002,1,1,"2002_1588","8","2"
"1354","Cleveland","St Ignatius",2002,1,1,"2002_1354","7","3"
"1498","Strongsville","Strongsville",2002,1,1,"2002_1498","7","3"
"652","Cleveland","Glenville",2002,1,1,"2002_652","7","2"
"1146","North Olmsted","North Olmsted",2002,1,1,"2002_1146","8","2"
"148","Youngstown","Austintown-Fitch",2002,1,1,"2002_148","6","4"
"238","Youngstown","Boardman",2002,1,1,"2002_238","6","4"
"784","Cleveland","John F Kennedy",2002,1,1,"2002_784","6","3"
"248","Broadview Heights","Brecksville-Broadview Heights",2002,1,1,"2002_248","6","4"
"540","Euclid","Euclid",2002,1,1,"2002_540","6","4"
"792","Cleveland","John Marshall",2002,1,1,"2002_792","6","4"
"385","Cleveland Heights","Cleveland Heights",2002,1,1,"2002_385","4","6"
"1028","Middleburg Heights","Midpark",2002,1,1,"2002_1028","4","6"
"270","Lyndhurst","Brush",2002,1,1,"2002_270","2","8"
"1122","Eastlake","North",2002,1,1,"2002_1122","3","7"
"1408","Shaker Heights","Shaker Heights",2002,1,1,"2002_1408","3","7"
"1292","Cleveland","Rhodes",2002,1,1,"2002_1292","2","8"
"1154","North Royalton","North Royalton",2002,1,1,"2002_1154","3","7"
"398","Cleveland","Collinwood",2002,1,1,"2002_398","2","7"
"880","Cleveland","Lincoln West",2002,1,1,"2002_880","1","9"
"1434","Cleveland","South",2002,1,1,"2002_1434","1","8"
"832","Lakewood","Lakewood",2002,1,1,"2002_832","1","9"
"1232","Parma","Parma",2002,1,1,"2002_1232","1","9"
"274","Akron","Buchtel",2002,10,3,"2002_274","10","0"
"724","Akron","Archbishop Hoban",2002,10,3,"2002_724","9","1"
"1184","Oak Harbor","Oak Harbor",2002,10,3,"2002_1184","9","1"
"1710","Willard","Willard",2002,10,3,"2002_1710","9","1"
"276","Medina","Buckeye",2002,10,3,"2002_276","9","1"
"1162","Canal Fulton","Northwest",2002,10,3,"2002_1162","9","1"
"1614","Cuyahoga Falls","Walsh Jesuit",2002,10,3,"2002_1614","6","4"
"1080","Napoleon","Napoleon",2002,10,3,"2002_1080","9","1"
"1548","Wooster","Triway",2002,10,3,"2002_1548","7","3"
"1432","Canton","Canton South",2002,10,3,"2002_1432","8","2"
"392","Clyde","Clyde",2002,10,3,"2002_392","6","4"
"1158","Norton","Norton",2002,10,3,"2002_1158","6","4"
"606","Fostoria","Fostoria",2002,10,3,"2002_606","5","5"
"190","Bellevue","Bellevue",2002,10,3,"2002_190","6","4"
"856","Lexington","Lexington",2002,10,3,"2002_856","4","6"
"1120","Akron","North",2002,10,3,"2002_1120","5","5"
"710","Medina","Highland",2002,10,3,"2002_710","4","6"
"340","Canton","Canton Central Catholic",2002,10,3,"2002_340","4","6"
"1680","Millersburg","West Holmes",2002,10,3,"2002_1680","3","7"
"1160","Norwalk","Norwalk",2002,10,3,"2002_1160","3","7"
"1240","Sandusky","Perkins",2002,10,3,"2002_1240","3","7"
"1046","Minerva","Minerva",2002,10,3,"2002_1046","3","7"
"1210","Orrville","Orrville",2002,10,3,"2002_1210","2","8"
"428","Akron","Coventry",2002,10,3,"2002_428","3","7"
"1416","Shelby","Shelby",2002,10,3,"2002_1416","2","8"
"272","Bryan","Bryan",2002,10,3,"2002_272","3","7"
"620","Galion","Galion",2002,10,3,"2002_620","1","9"
"1598","Vermilion","Vermilion",2002,10,3,"2002_1598","1","9"
"964","Alliance","Marlington",2002,10,3,"2002_964","1","9"
"1266","Port Clinton","Port Clinton",2002,10,3,"2002_1266","0","10"
"870","Newark","Licking Valley",2002,11,3,"2002_870","10","0"
"1348","Columbus","St Francis DeSales",2002,11,3,"2002_1348","7","3"
"622","Gallipolis","Gallia Academy",2002,11,3,"2002_622","8","2"
"224","Columbus","Bishop Watterson",2002,11,3,"2002_224","6","4"
"686","Columbus","Hamilton Township",2002,11,3,"2002_686","8","2"
"370","Circleville","Circleville",2002,11,3,"2002_370","8","2"
"186","Columbus","Beechcroft",2002,11,3,"2002_186","8","2"
"1420","Thornville","Sheridan",2002,11,3,"2002_1420","8","2"
"1700","Whitehall","Whitehall-Yearling",2002,11,3,"2002_1700","8","2"
"214","Sunbury","Big Walnut",2002,11,3,"2002_214","7","3"
"472","Dover","Dover",2002,11,3,"2002_472","8","2"
"788","New Concord","John Glenn",2002,11,3,"2002_788","7","3"
"376","Uhrichsville","Claymont",2002,11,3,"2002_376","7","3"
"212","Columbus","Bexley",2002,11,3,"2002_212","5","5"
"762","Jackson","Jackson",2002,11,3,"2002_762","4","6"
"982","Zanesville","Maysville",2002,11,3,"2002_982","5","5"
"1008","Pomeroy","Meigs",2002,11,3,"2002_1008","4","6"
"332","Columbus","Centennial",2002,11,3,"2002_332","4","6"
"882","Columbus","Linden McKinley",2002,11,3,"2002_882","4","6"
"890","Circleville","Logan Elm",2002,11,3,"2002_890","3","7"
"502","Columbus","Eastmoor Academy",2002,11,3,"2002_502","4","6"
"286","Delaware","Buckeye Valley",2002,11,3,"2002_286","4","6"
"830","Hebron","Lakewood",2002,11,3,"2002_830","2","8"
"1604","McArthur","Vinton County",2002,11,3,"2002_1604","2","8"
"300","Cambridge","Cambridge",2002,11,3,"2002_300","2","8"
"1544","Dresden","Tri-Valley",2002,11,3,"2002_1544","2","8"
"1252","Philo","Philo",2002,11,3,"2002_1252","1","9"
"345","Grove City","Central Crossing",2002,11,3,"2002_345","0","10"
"1000","Byesville","Meadowbrook",2002,11,3,"2002_1000","0","10"
"1068","McConnelsville","Morgan",2002,11,3,"2002_1068","0","10"
"1618","Vincent","Warren",2002,11,3,"2002_1618","0","10"
"1578","Urbana","Urbana",2002,12,3,"2002_1578","10","0"
"1590","Germantown","Valley View",2002,12,3,"2002_1590","10","0"
"1534","Tipp City","Tippecanoe",2002,12,3,"2002_1534","8","2"
"184","Bellbrook","Bellbrook",2002,12,3,"2002_184","7","3"
"1012","St Marys","Memorial",2002,12,3,"2002_1012","7","3"
"476","Dayton","Dunbar",2002,12,3,"2002_476","7","3"
"1744","Cincinnati","Wyoming",2002,12,3,"2002_1744","7","3"
"660","St Paris","Graham",2002,12,3,"2002_660","8","2"
"1108","New Richmond","New Richmond",2002,12,3,"2002_1108","9","1"
"752","Cincinnati","Indian Hill",2002,12,3,"2002_752","6","4"
"188","Bellefontaine","Bellefontaine",2002,12,3,"2002_188","6","4"
"1626","Washington Court House","Washington",2002,12,3,"2002_1626","6","4"
"658","Goshen","Goshen",2002,12,3,"2002_658","4","5"
"892","London","London",2002,12,3,"2002_892","4","6"
"1412","Lima","Shawnee",2002,12,3,"2002_1412","4","6"
"1596","Van Wert","Van Wert",2002,12,3,"2002_1596","4","6"
"608","Franklin","Franklin",2002,12,3,"2002_608","4","6"
"510","Eaton","Eaton",2002,12,3,"2002_510","4","6"
"1022","Washington Court House","Miami Trace",2002,12,3,"2002_1022","3","7"
"754","Lewistown","Indian Lake",2002,12,3,"2002_754","4","6"
"988","Greenfield","McClain",2002,12,3,"2002_988","4","6"
"1524","North Bend","Taylor",2002,12,3,"2002_1524","3","7"
"1276","Cincinnati","Purcell Marian",2002,12,3,"2002_1276","3","7"
"1168","Springfield","Northwestern",2002,12,3,"2002_1168","3","7"
"1414","Springfield","Shawnee",2002,12,3,"2002_1414","3","7"
"718","Hillsboro","Hillsboro",2002,12,3,"2002_718","3","7"
"884","Morrow","Little Miami",2002,12,3,"2002_884","2","8"
"1518","Cincinnati","Taft",2002,12,3,"2002_1518","2","6"
"676","Springfield","Greenon",2002,12,3,"2002_676","1","9"
"526","Elida","Elida",2002,12,3,"2002_526","0","10"
"936","Akron","Manchester",2002,13,4,"2002_936","10","0"
"644","Girard","Girard",2002,13,4,"2002_644","9","1"
"1364","Cleveland","Villa Angela-St Joseph",2002,13,4,"2002_1364","7","3"
"504","East Palestine","East Palestine",2002,13,4,"2002_504","9","1"
"226","Sullivan","Black River",2002,13,4,"2002_226","8","2"
"1384","Akron","St Vincent-St Mary",2002,13,4,"2002_1384","6","4"
"1246","Perry","Perry",2002,13,4,"2002_1246","8","2"
"1580","Youngstown","Ursuline",2002,13,4,"2002_1580","5","5"
"346","Chagrin Falls","Chagrin Falls",2002,13,4,"2002_346","7","3"
"310","Youngstown","Cardinal Mooney",2002,13,4,"2002_310","5","5"
"1558","Zoarville","Tuscarawas Valley",2002,13,4,"2002_1558","7","3"
"860","Youngstown","Liberty",2002,13,4,"2002_860","6","4"
"1570","Hanoverton","United",2002,13,4,"2002_1570","7","3"
"1396","Magnolia","Sandy Valley",2002,13,4,"2002_1396","6","4"
"1010","Campbell","Memorial",2002,13,4,"2002_1010","6","4"
"758","Gnadenhutten","Indian Valley",2002,13,4,"2002_758","4","6"
"256","Brookfield","Brookfield",2002,13,4,"2002_256","5","5"
"146","Aurora","Aurora",2002,13,4,"2002_146","5","5"
"448","Cuyahoga Falls","Cuyahoga Valley Christian Academy",2002,13,4,"2002_448","4","6"
"1724","Peninsula","Woodridge",2002,13,4,"2002_1724","5","5"
"1640","Apple Creek","Waynedale",2002,13,4,"2002_1640","3","7"
"170","Beachwood","Beachwood",2002,13,4,"2002_170","3","7"
"354","Warren","Champion",2002,13,4,"2002_354","3","7"
"1706","Wickliffe","Wickliffe",2002,13,4,"2002_1706","2","8"
"630","Garrettsville","Garfield",2002,13,4,"2002_630","2","8"
"294","Cadiz","Harrison Central",2002,13,4,"2002_294","1","9"
"1496","Streetsboro","Streetsboro",2002,13,4,"2002_1496","1","9"
"1542","Garfield Heights","Trinity",2002,13,4,"2002_1542","1","9"
"560","Navarre","Fairless",2002,13,4,"2002_560","0","10"
"804","Kenton","Kenton",2002,14,4,"2002_804","8","2"
"1332","Rossford","Rossford",2002,14,4,"2002_1332","8","2"
"1214","Ottawa","Ottawa-Glandorf",2002,14,4,"2002_1214","9","1"
"508","Pemberville","Eastwood",2002,14,4,"2002_508","9","1"
"1574","Upper Sandusky","Upper Sandusky",2002,14,4,"2002_1574","8","2"
"134","Archbold","Archbold",2002,14,4,"2002_134","8","2"
"466","Delta","Delta",2002,14,4,"2002_466","9","1"
"1314","Marion","River Valley",2002,14,4,"2002_1314","8","2"
"746","Huron","Huron",2002,14,4,"2002_746","7","3"
"1650","Wellington","Wellington",2002,14,4,"2002_1650","7","3"
"1206","Mansfield","Ontario",2002,14,4,"2002_1206","8","2"
"166","Lima","Bath",2002,14,4,"2002_166","5","5"
"1212","Tontogany","Otsego",2002,14,4,"2002_1212","7","3"
"150","Avon","Avon",2002,14,4,"2002_150","7","3"
"636","Genoa","Genoa Area",2002,14,4,"2002_636","7","3"
"518","Milan","Edison",2002,14,4,"2002_518","5","5"
"1072","Mount Gilead","Mount Gilead",2002,14,4,"2002_1072","6","4"
"820","Millbury","Lake",2002,14,4,"2002_820","5","5"
"290","Bucyrus","Bucyrus",2002,14,4,"2002_290","6","4"
"378","Bellville","Clear Fork",2002,14,4,"2002_378","4","6"
"534","Elyria","Elyria Catholic",2002,14,4,"2002_534","5","5"
"900","Loudonville","Loudonville",2002,14,4,"2002_900","4","6"
"712","Sparta","Highland",2002,14,4,"2002_712","2","8"
"262","Sheffield","Brookside",2002,14,4,"2002_262","3","7"
"1634","Wauseon","Wauseon",2002,14,4,"2002_1634","2","8"
"808","La Grange","Keystone",2002,14,4,"2002_808","3","7"
"524","Marion","Elgin",2002,14,4,"2002_524","2","8"
"590","Oberlin","Firelands",2002,14,4,"2002_590","2","8"
"1236","Paulding","Paulding",2002,14,4,"2002_1236","1","9"
"1268","Portsmouth","Portsmouth",2002,15,4,"2002_1268","9","1"
"1100","New Lexington","New Lexington",2002,15,4,"2002_1100","10","0"
"426","Coshocton","Coshocton",2002,15,4,"2002_426","10","0"
"554","Lancaster","Fairfield Union",2002,15,4,"2002_554","9","1"
"760","Ironton","Ironton",2002,15,4,"2002_760","7","2"
"968","Martins Ferry","Martins Ferry",2002,15,4,"2002_968","10","0"
"1270","West Portsmouth","Portsmouth West",2002,15,4,"2002_1270","8","2"
"1636","Waverly","Waverly",2002,15,4,"2002_1636","8","2"
"1652","Wellston","Wellston",2002,15,4,"2002_1652","8","2"
"1676","Williamsport","Westfall",2002,15,4,"2002_1676","8","2"
"1584","Utica","Utica",2002,15,4,"2002_1584","7","3"
"666","Granville","Granville",2002,15,4,"2002_666","7","3"
"194","Belpre","Belpre",2002,15,4,"2002_194","8","2"
"1318","Ironton","Rock Hill",2002,15,4,"2002_1318","6","4"
"182","Bellaire","Bellaire",2002,15,4,"2002_182","4","6"
"1690","Zanesville","West Muskingum",2002,15,4,"2002_1690","6","4"
"1300","West Lafayette","Ridgewood",2002,15,4,"2002_1300","6","4"
"1568","Chillicothe","Unioto",2002,15,4,"2002_1568","6","4"
"1566","Belmont","Union Local",2002,15,4,"2002_1566","4","6"
"218","Columbus","Bishop Hartley",2002,15,4,"2002_218","3","7"
"816","Cheshire","River Valley",2002,15,4,"2002_816","5","5"
"302","Canal Winchester","Canal Winchester",2002,15,4,"2002_302","4","6"
"556","Proctorville","Fairland",2002,15,4,"2002_556","3","7"
"1458","South Point","South Point",2002,15,4,"2002_1458","3","7"
"1048","Minford","Minford",2002,15,4,"2002_1048","3","7"
"108","Albany","Alexander",2002,15,4,"2002_108","3","7"
"706","Heath","Heath",2002,15,4,"2002_706","3","7"
"1344","St Clairsville","St Clairsville",2002,15,4,"2002_1344","3","7"
"1166","McDermott","Scioto Northwest",2002,15,4,"2002_1166","3","7"
"578","Stewart","Federal Hocking",2002,15,4,"2002_578","3","7"
"132","Kettering","Archbishop Alter",2002,16,4,"2002_132","9","1"
"1284","Reading","Reading",2002,16,4,"2002_1284","10","0"
"394","Coldwater","Coldwater",2002,16,4,"2002_394","10","0"
"796","Plain City","Jonathan Alder",2002,16,4,"2002_796","9","1"
"388","Clarksville","Clinton-Massie",2002,16,4,"2002_388","9","1"
"1136","Springfield","Northeastern",2002,16,4,"2002_1136","7","3"
"1042","West Milton","Milton-Union",2002,16,4,"2002_1042","7","3"
"158","Hamilton","Badin",2002,16,4,"2002_158","4","6"
"264","Brookville","Brookville",2002,16,4,"2002_264","6","4"
"1190","Dayton","Oakwood",2002,16,4,"2002_1190","7","3"
"462","Cincinnati","Deer Park",2002,16,4,"2002_462","5","5"
"954","Cincinnati","Mariemont",2002,16,4,"2002_954","5","5"
"318","Carlisle","Carlisle",2002,16,4,"2002_318","4","6"
"228","Blanchester","Blanchester",2002,16,4,"2002_228","5","5"
"806","Springfield","Kenton Ridge",2002,16,4,"2002_806","5","5"
"1148","Dayton","Northridge",2002,16,4,"2002_1148","3","7"
"198","Bellefontaine","Benjamin Logan",2002,16,4,"2002_198","3","7"
"1134","Cincinnati","North College Hill",2002,16,4,"2002_1134","4","6"
"924","Middletown","Madison",2002,16,4,"2002_924","3","7"
"928","London","Madison Plains",2002,16,4,"2002_928","3","7"
"208","Bethel","Bethel-Tate",2002,16,4,"2002_208","4","6"
"1644","Waynesville","Waynesville",2002,16,4,"2002_1644","2","8"
"672","Jamestown","Greeneview",2002,16,4,"2002_672","2","8"
"164","Batavia","Batavia",2002,16,4,"2002_164","3","6"
"1272","Camden","Preble Shawnee",2002,16,4,"2002_1272","2","8"
"1062","Monroe","Lemon-Monroe",2002,16,4,"2002_1062","1","9"
"1018","Casstown","Miami East",2002,16,4,"2002_1018","1","9"
"382","Batavia","Clermont Northeastern",2002,16,4,"2002_382","1","9"
"588","Cincinnati","Finneytown",2002,16,4,"2002_588","0","10"
"1426","Smithville","Smithville",2002,17,5,"2002_1426","10","0"
"308","Middlefield","Cardinal",2002,17,5,"2002_308","10","0"
"450","Dalton","Dalton",2002,17,5,"2002_450","9","1"
"914","Rocky River","Lutheran West",2002,17,5,"2002_914","9","1"
"356","Bedford","St Peter Chanel",2002,17,5,"2002_356","8","2"
"1478","New Middletown","Springfield",2002,17,5,"2002_1478","6","4"
"642","Gates Mills","Gilmour Academy",2002,17,5,"2002_642","6","4"
"1112","Newton Falls","Newton Falls",2002,17,5,"2002_1112","7","3"
"786","Warren","John F Kennedy",2002,17,5,"2002_786","5","5"
"1174","Creston","Norwayne",2002,17,5,"2002_1174","7","3"
"702","Gates Mills","Hawken",2002,17,5,"2002_702","7","3"
"1460","North Lima","South Range",2002,17,5,"2002_1460","7","3"
"456","Lisbon","David Anderson",2002,17,5,"2002_456","7","3"
"408","Columbiana","Columbiana",2002,17,5,"2002_408","7","3"
"750","Independence","Independence",2002,17,5,"2002_750","6","4"
"1044","Mineral Ridge","Mineral Ridge",2002,17,5,"2002_1044","6","4"
"366","Doylestown","Chippewa",2002,17,5,"2002_366","6","4"
"1378","Louisville","St Thomas Aquinas",2002,17,5,"2002_1378","3","7"
"1294","Richmond Heights","Richmond Heights",2002,17,5,"2002_1294","3","7"
"662","Orwell","Grand Valley",2002,17,5,"2002_662","4","6"
"1560","Massillon","Tuslaw",2002,17,5,"2002_1560","3","7"
"1170","West Salem","Northwestern",2002,17,5,"2002_1170","4","6"
"1304","Rittman","Rittman",2002,17,5,"2002_1304","2","8"
"1668","Berlin Center","Western Reserve",2002,17,5,"2002_1668","3","7"
"1280","Andover","Pymatuning Valley",2002,17,5,"2002_1280","2","8"
"260","Brooklyn","Brooklyn",2002,17,5,"2002_260","1","9"
"1630","Atwater","Waterloo",2002,17,5,"2002_1630","1","9"
"1328","Rootstown","Rootstown",2002,17,5,"2002_1328","1","9"
"202","Burton","Berkshire",2002,17,5,"2002_202","1","9"
"384","Cleveland","Cleveland Central Catholic",2002,17,5,"2002_384","1","9"
"436","Columbiana","Crestview",2002,17,5,"2002_436","1","9"
"818","Leavittsburg","LaBrae",2002,17,5,"2002_818","0","10"
"1742","Bucyrus","Wynford",2002,18,5,"2002_1742","9","1"
"1532","Defiance","Tinora",2002,18,5,"2002_1532","9","0"
"1234","Hamler","Patrick Henry",2002,18,5,"2002_1234","9","1"
"950","Castalia","Margaretta",2002,18,5,"2002_950","8","2"
"404","Columbia Station","Columbia",2002,18,5,"2002_404","8","2"
"1358","Delphos","St John's",2002,18,5,"2002_1358","7","3"
"380","Lorain","Clearview",2002,18,5,"2002_380","8","2"
"772","Delphos","Jefferson",2002,18,5,"2002_772","8","2"
"864","Liberty Center","Liberty Center",2002,18,5,"2002_864","7","3"
"1670","Collins","Western Reserve",2002,18,5,"2002_1670","8","2"
"572","Sherwood","Fairview",2002,18,5,"2002_572","7","3"
"434","Ashland","Crestview",2002,18,5,"2002_434","8","2"
"236","Bluffton","Bluffton",2002,18,5,"2002_236","7","3"
"1066","Montpelier","Montpelier",2002,18,5,"2002_1066","5","5"
"862","Findlay","Liberty-Benton",2002,18,5,"2002_862","6","4"
"640","Gibsonburg","Gibsonburg",2002,18,5,"2002_640","4","6"
"1722","Elmore","Woodmore",2002,18,5,"2002_1722","5","5"
"400","North Robinson","Colonel Crawford",2002,18,5,"2002_400","4","6"
"530","Bloomdale","Elmwood",2002,18,5,"2002_530","3","7"
"1468","Spencerville","Spencerville",2002,18,5,"2002_1468","4","6"
"542","Metamora","Evergreen",2002,18,5,"2002_542","3","7"
"432","Crestline","Crestline",2002,18,5,"2002_432","3","7"
"874","Lima","Lima Central Catholic",2002,18,5,"2002_874","4","6"
"946","Ashland","Mapleton",2002,18,5,"2002_946","3","7"
"1646","Haviland","Wayne Trace",2002,18,5,"2002_1646","1","9"
"834","Kansas","Lakota",2002,18,5,"2002_834","1","9"
"720","Jeromesville","Hillsdale",2002,18,5,"2002_720","1","9"
"1102","New London","New London",2002,18,5,"2002_1102","1","9"
"1192","Oberlin","Oberlin",2002,18,5,"2002_1192","0","10"
"1506","Swanton","Swanton",2002,18,5,"2002_1506","0","10"
"1063","Woodsfield","Monroe Central",2002,19,5,"2002_1063","10","0"
"114","Amanda","Amanda-Clearcreek",2002,19,5,"2002_114","8","2"
"162","Barnesville","Barnesville",2002,19,5,"2002_162","8","2"
"326","Steubenville","Catholic Central",2002,19,5,"2002_326","8","2"
"362","Chesapeake","Chesapeake",2002,19,5,"2002_362","7","3"
"1418","Sarahsville","Shenandoah",2002,19,5,"2002_1418","7","3"
"1150","Johnstown","Northridge",2002,19,5,"2002_1150","7","3"
"794","Johnstown","Johnstown-Monroe",2002,19,5,"2002_794","7","3"
"1586","Lucasville","Valley",2002,19,5,"2002_1586","8","2"
"1696","Wheelersburg","Wheelersburg",2002,19,5,"2002_1696","5","5"
"442","Crooksville","Crooksville",2002,19,5,"2002_442","7","3"
"284","Old Washington","Buckeye Trail",2002,19,5,"2002_284","8","2"
"1084","Nelsonville","Nelsonville-York",2002,19,5,"2002_1084","5","5"
"1096","Newcomerstown","Newcomerstown",2002,19,5,"2002_1096","7","3"
"1306","Hannibal","River",2002,19,5,"2002_1306","6","4"
"1536","Toronto","Toronto",2002,19,5,"2002_1536","7","3"
"868","Summit Station","Licking Heights",2002,19,5,"2002_868","5","5"
"314","Cardington","Cardington-Lincoln",2002,19,5,"2002_314","5","5"
"232","Carroll","Bloom-Carroll",2002,19,5,"2002_232","3","7"
"866","Baltimore","Liberty Union",2002,19,5,"2002_866","3","7"
"1186","Oak Hill","Oak Hill",2002,19,5,"2002_1186","3","7"
"624","Sugarcreek","Garaway",2002,19,5,"2002_624","3","7"
"614","Fredericktown","Fredericktown",2002,19,5,"2002_614","3","7"
"598","Beverly","Fort Frye",2002,19,5,"2002_598","2","8"
"458","Coal Grove","Dawson-Bryant",2002,19,5,"2002_458","3","7"
"498","Howard","East Knox",2002,19,5,"2002_498","2","8"
"1256","Piketon","Piketon",2002,19,5,"2002_1256","1","9"
"296","Caldwell","Caldwell",2002,19,5,"2002_296","2","8"
"204","Sugar Grove","Berne Union",2002,19,5,"2002_204","2","8"
"268","Brunswick","Brunswick",2002,2,1,"2002_268","10","0"
"586","Findlay","Findlay",2002,2,1,"2002_586","9","1"
"740","Hudson","Hudson",2002,2,1,"2002_740","10","0"
"1360","Toledo","St John's Jesuit",2002,2,1,"2002_1360","7","3"
"1438","Springfield","South",2002,2,1,"2002_1438","7","3"
"1606","Wadsworth","Wadsworth",2002,2,1,"2002_1606","7","3"
"940","Mansfield","Mansfield",2002,2,1,"2002_940","7","3"
"690","Marion","Marion Harding",2002,2,1,"2002_690","7","3"
"532","Elyria","Elyria",2002,2,1,"2002_532","6","4"
"626","Akron","Garfield",2002,2,1,"2002_626","7","3"
"444","Cuyahoga Falls","Cuyahoga Falls",2002,2,1,"2002_444","6","4"
"1736","Wooster","Wooster",2002,2,1,"2002_1736","6","4"
"1704","Toledo","Whitmer",2002,2,1,"2002_1704","5","5"
"1510","Sylvania","Sylvania Northview",2002,2,1,"2002_1510","5","5"
"1006","Medina","Medina",2002,2,1,"2002_1006","6","4"
"1462","Lorain","Southview",2002,2,1,"2002_1462","6","4"
"1482","Toledo","Start",2002,2,1,"2002_1482","5","5"
"1492","Stow","Stow-Munroe Falls",2002,2,1,"2002_1492","4","6"
"1394","Sandusky","Sandusky",2002,2,1,"2002_1394","4","6"
"1552","Troy","Troy",2002,2,1,"2002_1552","3","7"
"1124","Springfield","North",2002,2,1,"2002_1124","2","8"
"244","Toledo","Bowsher",2002,2,1,"2002_244","3","7"
"1248","Perrysburg","Perrysburg",2002,2,1,"2002_1248","2","8"
"1734","Toledo","Woodward",2002,2,1,"2002_1734","2","8"
"1398","Toledo","Scott",2002,2,1,"2002_1398","2","8"
"1608","Toledo","Waite",2002,2,1,"2002_1608","2","8"
"104","Lorain","Admiral King",2002,2,1,"2002_104","1","9"
"872","Lima","Lima Senior",2002,2,1,"2002_872","1","9"
"858","Toledo","Libbey",2002,2,1,"2002_858","1","9"
"616","Fremont","Fremont Ross",2002,2,1,"2002_616","0","10"
"1260","Marion","Pleasant",2002,20,5,"2002_1260","10","0"
"410","Gahanna","Columbus Academy",2002,20,5,"2002_410","9","1"
"1226","Bainbridge","Paint Valley",2002,20,5,"2002_1226","9","1"
"1296","Morral","Ridgedale",2002,20,5,"2002_1296","8","2"
"490","Lees Creek","East Clinton",2002,20,5,"2002_490","9","1"
"369","Cincinnati","Cincinnati Hills Christian Academy",2002,20,5,"2002_369","10","0"
"220","Columbus","Bishop Ready",2002,20,5,"2002_220","7","3"
"130","Arcanum","Arcanum",2002,20,5,"2002_130","8","2"
"1600","Versailles","Versailles",2002,20,5,"2002_1600","7","3"
"1352","St Henry","St Henry",2002,20,5,"2002_1352","6","4"
"852","Sidney","Lehman Catholic",2002,20,5,"2002_852","5","5"
"1086","New Albany","New Albany",2002,20,5,"2002_1086","5","5"
"664","Columbus","Grandview Heights",2002,20,5,"2002_664","6","4"
"744","Chillicothe","Huntington",2002,20,5,"2002_744","5","5"
"1562","Lewisburg","Tri-County North",2002,20,5,"2002_1562","4","6"
"582","Middletown","Bishop Fenwick",2002,20,5,"2002_582","4","6"
"1688","West Liberty","West Liberty-Salem",2002,20,5,"2002_1688","4","6"
"1156","Richwood","North Union",2002,20,5,"2002_1156","4","6"
"470","New Lebanon","Dixie",2002,20,5,"2002_470","4","6"
"1564","West Alexandria","Twin Valley South",2002,20,5,"2002_1564","5","5"
"1504","Cincinnati","Summit Country Day",2002,20,5,"2002_1504","6","4"
"1752","Chillicothe","Zane Trace",2002,20,5,"2002_1752","4","6"
"920","Cincinnati","Madeira",2002,20,5,"2002_920","3","7"
"102","Frankfort","Adena",2002,20,5,"2002_102","4","6"
"695","Cincinnati","Harmony Community School",2002,20,5,"2002_695","3","6"
"1104","Hamilton","New Miami",2002,20,5,"2002_1104","3","7"
"1082","New Paris","National Trail",2002,20,5,"2002_1082","3","7"
"1450","Richmond Dale","Southeastern",2002,20,5,"2002_1450","2","8"
"1230","Rockford","Parkway",2002,20,5,"2002_1230","1","9"
"1682","West Jefferson","West Jefferson",2002,20,5,"2002_1682","0","10"
"1058","Mogadore","Mogadore",2002,21,6,"2002_1058","9","1"
"906","Lowellville","Lowellville",2002,21,6,"2002_906","10","0"
"1716","Windham","Windham",2002,21,6,"2002_1716","9","1"
"1064","Monroeville","Monroeville",2002,21,6,"2002_1064","8","2"
"488","East Canton","East Canton",2002,21,6,"2002_488","7","3"
"446","Cleveland","Cuyahoga Heights",2002,21,6,"2002_446","7","3"
"850","Leetonia","Leetonia",2002,21,6,"2002_850","7","3"
"1372","Sandusky","St Marys Central Catholic",2002,21,6,"2002_1372","5","5"
"1374","Norwalk","St Paul",2002,21,6,"2002_1374","6","4"
"812","Kirtland","Kirtland",2002,21,6,"2002_812","5","5"
"566","Fairport Harbor","Fairport Harbor Harding",2002,21,6,"2002_566","6","4"
"768","North Jackson","Jackson-Milton",2002,21,6,"2002_768","4","6"
"912","Cleveland Heights","Lutheran East",2002,21,6,"2002_912","5","5"
"1094","Newbury","Newbury",2002,21,6,"2002_1094","4","6"
"278","New Washington","Buckeye Central",2002,21,6,"2002_278","6","4"
"1370","Fremont","St Joseph Central Catholic",2002,21,6,"2002_1370","3","7"
"992","McDonald","McDonald",2002,21,6,"2002_992","3","7"
"1654","Wellsville","Wellsville",2002,21,6,"2002_1654","2","8"
"1144","Galion","Northmor",2002,21,6,"2002_1144","2","8"
"348","Southington","Chalker",2002,21,6,"2002_348","4","5"
"1446","Greenwich","South Central",2002,21,6,"2002_1446","3","7"
"896","Lorain","Lorain Catholic",2002,21,6,"2002_896","3","7"
"1456","Salineville","Southern",2002,21,6,"2002_1456","3","7"
"908","Lucas","Lucas",2002,21,6,"2002_908","3","7"
