OHSAA.ID,DoE_IRN,School District,Status,Total,Male%,HS_Students,OHSAA_Est,nonWhite%,EconDis%, Cost ,Direction,FootballTwitter,Census_GeoID,Median Inc,Total POP,Urban,Suburban,Rural
1486,22871,Amherst Exempted Village,Open,3625,51.60%,1231,478,18.40%,20.90%,,30 miles west of downtown Cleveland,@AmherstFootball,3904519," $67,290 ",9849,97.6%,0.0%,2.4%
1488,36020,Steubenville City,Open,2496,52.30%,627,259,39.50%,100.00%,,51 miles southeast of downtown Canton,,3904482," $29,466 ",7691,99.7%,0.0%,0.3%
1492,36210,Stow-Munroe Falls City School District,Open,5286,51.40%,1813,683,13.50%,22.90%,,11 miles northeast of downtown Akron,,3904483," $65,189 ",17484,99.6%,0.0%,0.4%
1494,36244,Strasburg-Franklin Local,Open,558,50.50%,154,60,5.90%,31.00%,,18 miles southwest of downtown Canton,@BurgTigersFball,3905029," $47,333 ",1994,0.0%,63.3%,36.7%
1496,36269,Streetsboro City,Open,2140,51.40%,592,247,24.70%,38.60%,,16 miles northeast of downtown Akron,@StrBoroFootball,3904923," $57,813 ",7051,88.7%,0.0%,11.3%
1498,36277,Strongsville City,Open,5478,51.20%,1935,725,17.60%,19.60%,,18 miles southwest of downtown Cleveland,@SHSFB1,3904484," $80,145 ",18534,99.4%,0.0%,0.6%
1500,36301,Struthers City,Open,1868,51.20%,552,219,20.80%,55.60%,,6 miles southeast of downtown Youngstown,@StruthersFtBall,3904485," $40,234 ",5421,99.0%,0.0%,1.0%
1504,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$23,055 ",5 miles northeast of downtown Cincinnati,@theSCDFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1506,36582,Swanton Local,Open,1216,52.80%,376,155,12.30%,41.10%,,21 miles west of downtown Toledo,,3904709," $61,439 ",3754,47.9%,0.0%,52.1%
1508,36640,Sycamore Community City,Open,5431,52.50%,1638,646,36.50%,15.40%,,16 miles northeast of downtown Cincinnati,@SycamoreAves_FB,3904486," $83,789 ",14373,100.0%,0.0%,0.0%
1510,36707,Sylvania Schools,Open,7703,51.20%,2350,887,18.60%,19.40%,,11 miles west of downtown Toledo,,3904487," $75,414 ",21991,98.6%,0.0%,1.4%
1512,68551,Sylvania Schools,Open,7703,51.20%,2350,887,18.60%,19.40%,,11 miles west of downtown Toledo,,3904487," $75,414 ",21991,98.6%,0.0%,1.4%
1514,36749,Symmes Valley Local,Open,744,51.50%,196,80,0.90%,99.70%,,99 miles south of downtown Columbus,,3904796," $56,433 ",1988,0.0%,0.0%,100.0%
1518,36830,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,2 miles northwest of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1520,36863,Talawanda City,Open,2967,52.80%,939,399,8.70%,31.10%,,31 miles northwest of downtown Cincinnati,,3904615," $50,899 ",12187,3.5%,54.3%,42.2%
1522,36897,Tallmadge City,Open,2382,50.60%,796,303,13.50%,20.70%,,8 miles east of downtown Akron,,3904488," $60,227 ",7435,100.0%,0.0%,0.0%
1524,36954,Three Rivers Local,Open,2111,51.20%,599,238,8.10%,33.00%,,15 miles west of downtown Cincinnati,@TaylorHSFB,3904739," $79,129 ",6016,83.0%,0.0%,17.0%
1526,36962,Teays Valley Local,Open,3990,49.50%,1127,439,6.70%,29.20%,,19 miles south of downtown Columbus,@TVvikingfb,3904909," $67,969 ",7490,14.8%,35.6%,49.7%
1528,36988,Tecumseh Local,Open,2874,50.40%,881,349,19.20%,56.10%,,16 miles northeast of downtown Dayton,,3904624," $45,727 ",7920,79.0%,0.0%,21.0%
1530,NA,Canton City,Merged 2014,8634,50.60%,2490,926,58.10%,100.00%,,2 miles west of downtown Canton,,3904371," $29,501 ",29994,100.0%,0.0%,0.0%
1532,37275,Northeastern Local,Open,3172,53.40%,934,388,9.30%,27.50%,,47 miles west of downtown Toledo,,3904625," $55,961 ",9900,63.7%,0.0%,36.3%
1534,37291,Tipp City Exempted Village,Open,2472,52.60%,761,310,11.80%,13.30%,,17 miles north of downtown Dayton,,3904561," $67,541 ",6226,78.6%,0.0%,21.4%
1536,37390,Toronto City,Open,932,50.20%,222,83,9.80%,55.50%,,46 miles south of downtown Youngstown,,3904491," $41,056 ",2770,92.8%,0.0%,7.2%
1538,37531,Triad Local,Open,848,53.30%,287,117,5.40%,34.00%,,35 miles west of downtown Columbus,@TRIADCARDSFB,3904620," $67,986 ",2172,0.0%,0.0%,100.0%
1540,13755,Trimble Local,Open,814,54.80%,212,92,3.80%,100.00%,,58 miles southeast of downtown Columbus,,3904592," $34,375 ",2148,0.0%,58.8%,41.2%
1542,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$12,000 ",9 miles southeast of downtown Cleveland,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1544,37515,Tri-Valley Local,Open,3024,50.60%,853,343,7.60%,39.40%,,54 miles east of downtown Columbus,,3904887," $49,441 ",6900,0.0%,14.6%,85.4%
1546,26849,Tri-Village Local,Open,819,50.90%,205,80,3.10%,36.30%,,32 miles west of downtown Dayton,,3904668," $50,217 ",1840,0.0%,0.0%,100.0%
1548,37564,Triway Local,Open,1602,50.40%,439,175,5.50%,33.30%,,33 miles west of downtown Canton,@TriwayFootball,3905059," $55,660 ",5207,0.0%,23.0%,77.0%
1550,22186,Trotwood-Madison City,Open,2587,49.90%,818,329,94.00%,100.00%,,8 miles northwest of downtown Dayton,,3904869," $32,785 ",10596,94.3%,0.0%,5.7%
1552,37598,Troy City,Open,4178,50.60%,1187,481,17.20%,33.90%,,21 miles north of downtown Dayton,,3904492," $52,207 ",13488,95.1%,0.0%,4.9%
1553,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$8,436 ",21 miles north of downtown Dayton,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1554,68502,Forest Hills Local,Open,7448,51.20%,2402,911,11.70%,7.20%,,9 miles east of downtown Cincinnati,,3904734," $90,910 ",17926,98.8%,0.0%,1.2%
1556,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$6,090 ",22 miles south of downtown Canton,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1558,37663,Tuscarawas Valley Local,Open,1365,48.60%,387,143,4.00%,28.60%,,15 miles south of downtown Canton,,3905030," $59,867 ",4404,0.0%,36.1%,63.9%
1560,37671,Tuslaw Local,Open,1371,49.30%,405,154,3.20%,29.00%,,13 miles west of downtown Canton,,3904995," $62,510 ",3637,34.3%,0.0%,65.7%
1562,37697,Tri-County North Local,Open,815,51.00%,212,87,4.90%,42.10%,,20 miles west of downtown Dayton,@tcnfootball,3904926," $55,762 ",2456,0.0%,0.0%,100.0%
1564,37705,Twin Valley Community Local,Open,826,53.40%,262,111,2.70%,45.00%,,19 miles west of downtown Dayton,,3904900," $51,270 ",2315,0.0%,0.0%,100.0%
1566,37846,Union Local,Open,1451,50.80%,399,151,1.70%,34.90%,,55 miles southeast of downtown Canton,@ULjetsFootball,3904601," $47,898 ",4277,0.0%,0.0%,100.0%
1568,37861,Union-Scioto Local,Open,2149,50.20%,553,219,10.70%,47.40%,,43 miles south of downtown Columbus,,3904953," $54,929 ",4656,0.0%,48.8%,51.2%
1570,37911,United Local,Open,1176,49.80%,388,147,3.10%,41.30%,,25 miles east of downtown Canton,,3904645," $49,196 ",3357,0.0%,0.0%,100.0%
1571,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$33,960 ",14 miles east of downtown Cleveland,@USFootball1890,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1572,37945,Upper Arlington City,Open,6093,51.50%,1863,713,16.50%,2.40%,,6 miles northwest of downtown Columbus,@UAMensFootball,3904493," $101,167 ",14788,100.0%,0.0%,0.0%
1574,37952,Upper Sandusky Exempted Village,Open,1589,51.50%,522,206,9.70%,35.20%,,59 miles south of downtown Toledo,,3910024," $46,857 ",5169,0.0%,56.4%,43.6%
1576,37960,Upper Scioto Valley Local,Open,454,54.40%,143,56,5.90%,55.50%,,66 miles northwest of downtown Columbus,@USVFootball,3904752," $42,558 ",1889,0.0%,0.0%,100.0%
1578,37994,Urbana City,Open,1958,51.30%,488,203,16.00%,51.00%,,35 miles northeast of downtown Dayton,@urbanaclimbers,3904494," $38,957 ",6916,0.0%,77.0%,23.0%
1580,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,2 miles north of downtown Youngstown,@UrsulineFB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1584,38042,North Fork Local,Open,1591,51.40%,470,202,2.90%,36.80%,,35 miles northeast of downtown Columbus,@UticaRedskinsFB,3904802," $55,158 ",4472,11.7%,0.0%,88.3%
1586,38125,Valley Local,Open,1028,53.10%,259,114,4.50%,47.10%,,76 miles south of downtown Columbus,,3904964," $46,917 ",2203,0.0%,29.7%,70.3%
1588,38109,Parma City,Open,10258,51.60%,3619,1374,22.00%,43.00%,,11 miles southwest of downtown Cleveland,@ForgeFootball,3904463," $51,884 ",52065,100.0%,0.0%,0.0%
1590,38174,Valley View Local,Open,1827,51.90%,554,216,6.50%,30.90%,,14 miles southwest of downtown Dayton,,3904874," $61,590 ",4387,52.1%,0.0%,47.9%
1592,38232,Van Buren Local,Open,1081,54.30%,340,140,10.10%,12.90%,,38 miles south of downtown Toledo,@VB_Football,3910001," $58,719 ",2845,0.0%,62.1%,37.9%
1594,38299,Vanlue Local,Open,209,54.10%,#VALUE!,#VALUE!,7.20%,38.80%,,48 miles south of downtown Toledo,,3904747," $62,566 ",638,0.0%,0.0%,100.0%
1596,38265,Van Wert City,Open,2057,52.10%,537,224,11.10%,44.70%,,79 miles north of downtown Dayton,,3910023," $44,610 ",6466,0.0%,78.0%,22.0%
1598,38349,Vermilion Local,Open,1836,49.90%,579,217,9.30%,37.90%,,37 miles west of downtown Cleveland,,3904682," $50,843 ",7233,77.7%,3.6%,18.7%
1600,38414,Versailles Exempted Village,Open,1327,51.30%,401,159,1.40%,11.00%,,36 miles northwest of downtown Dayton,,3904563," $58,269 ",2461,0.0%,46.5%,53.5%
1604,38471,Vinton County Local,Open,2051,51.00%,575,231,2.10%,100.00%,,57 miles southeast of downtown Columbus,@VCVIKINGSFB,3905039," $41,232 ",6265,0.0%,0.0%,100.0%
1606,38935,Wadsworth City,Open,4695,52.20%,1651,639,6.80%,22.30%,,12 miles west of downtown Akron,@WHSgrizzliesFB,3910029," $65,461 ",11392,88.8%,0.0%,11.2%
1608,38950,Toledo City,Open,23123,52.80%,6515,2742,65.50%,85.20%,,3 miles east of downtown Toledo,,3904490," $32,298 ",111407,99.7%,0.0%,0.3%
1610,39073,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,5 miles northeast of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1612,39107,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,8 miles east of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
1614,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$10,755 ",10 miles north of downtown Akron,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1616,39164,Wapakoneta City,Open,3101,49.80%,829,330,4.40%,1.70%,,58 miles north of downtown Dayton,,3904498," $53,380 ",8226,11.5%,57.1%,31.4%
1618,39248,Warren Local,Open,1983,50.10%,608,244,4.10%,36.90%,,81 miles southeast of downtown Columbus,,3910018," $53,849 ",6120,5.2%,0.6%,94.3%
1620,39263,Warrensville Heights City,Open,1642,51.80%,489,202,99.00%,99.90%,,11 miles east of downtown Cleveland,@WHHSFB,3904500," $35,216 ",7637,100.0%,0.0%,0.0%
1624,39602,Massillon City,Open,3925,51.60%,1192,472,27.80%,100.00%,,8 miles west of downtown Canton,@MassillonProud,3904435," $40,460 ",13426,99.9%,0.0%,0.1%
1626,39701,Washington Court House City,Open,2250,50.50%,610,230,14.00%,53.60%,,38 miles southwest of downtown Columbus,,3910011," $37,837 ",6217,0.0%,99.1%,0.9%
1628,39750,Wolf Creek Local,Open,582,49.10%,188,72,2.10%,32.50%,,78 miles east of downtown Columbus,,3905051," $57,137 ",1471,0.0%,0.0%,100.0%
1630,39784,Waterloo Local,Open,1066,51.00%,331,135,5.00%,35.60%,,19 miles east of downtown Akron,,3904924," $61,638 ",3238,0.0%,0.0%,100.0%
1632,39842,Southwest Licking Local,Open,4055,51.80%,1141,470,12.70%,25.80%,,19 miles east of downtown Columbus,,3904804," $77,967 ",9383,60.1%,0.0%,39.9%
1634,39883,Wauseon Exempted Village,Open,1801,54.90%,539,232,25.00%,34.40%,,33 miles west of downtown Toledo,@WauseonFootball,3904564," $51,742 ",4269,0.0%,70.5%,29.5%
1636,39909,Waverly City,Open,1773,51.60%,459,192,6.10%,99.60%,,59 miles south of downtown Columbus,,3904914," $45,799 ",5470,0.0%,49.7%,50.3%
1638,40048,Huber Heights City,Open,5756,53.20%,1628,688,40.20%,51.40%,,8 miles northeast of downtown Dayton,,3904875," $56,017 ",17098,98.1%,0.0%,1.9%
1640,40071,Southeast Local,Open,1507,50.30%,454,170,4.00%,44.70%,,25 miles west of downtown Canton,,3904922," $59,218 ",5077,13.1%,0.0%,86.9%
1642,40097,Waynesfield-Goshen Local,Open,502,49.80%,123,48,4.80%,24.10%,,61 miles north of downtown Dayton,,3904597," $57,746 ",1157,0.0%,0.0%,100.0%
1644,40055,Wayne Local,Open,1437,52.10%,471,189,5.70%,15.40%,,18 miles southeast of downtown Dayton,@waynesvillefb,3905046," $65,573 ",3429,44.2%,0.0%,55.8%
1646,29470,Wayne Trace Local,Open,920,50.90%,261,109,4.50%,38.00%,,69 miles southwest of downtown Toledo,,3904903," $48,524 ",2431,0.0%,0.0%,100.0%
1650,61317,Wellington Exempted Village,Open,1018,49.90%,290,111,7.80%,31.70%,,37 miles southwest of downtown Cleveland,,3904565," $55,625 ",3701,0.0%,58.3%,41.7%
1652,40261,Wellston City,Open,1343,50.60%,347,137,3.50%,100.00%,,64 miles southeast of downtown Columbus,,3904502," $40,912 ",4146,0.0%,52.1%,47.9%
1654,40279,Wellsville Local,Open,755,52.60%,222,89,12.50%,99.70%,,36 miles south of downtown Youngstown,,3904503," $34,240 ",2385,0.0%,71.7%,28.3%
1656,40527,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,6 miles west of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
1658,38554,West Branch Local,Open,2051,52.70%,604,252,4.30%,37.70%,,23 miles east of downtown Canton,@WB_Warriors_FB,3904838," $52,019 ",5569,0.0%,14.7%,85.3%
1660,38588,West Carrollton City,Open,3656,50.70%,917,366,35.80%,57.90%,,8 miles south of downtown Dayton,@WCFootball1,3904505," $42,781 ",13347,99.9%,0.0%,0.1%
1664,25866,Western Brown Local,Open,2985,50.30%,879,346,3.10%,47.60%,,32 miles east of downtown Cincinnati,@_GoBroncos,3904606," $50,950 ",6862,0.0%,17.8%,82.2%
1666,145557/008110,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,6 miles west of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1668,42333,Western Reserve Local,Open,1030,49.20%,263,107,2.60%,44.20%,,16 miles west of downtown Youngstown,,3904774," $52,445 ",2705,0.0%,0.0%,100.0%
1670,42341,Western Reserve Local,Open,1030,49.20%,263,107,2.60%,44.20%,,45 miles west of downtown Cleveland,,3904774," $52,445 ",2705,0.0%,0.0%,100.0%
1671,146183,Westerville City,Open,15183,51.40%,4857,1928,44.10%,34.20%,,15 miles northeast of downtown Columbus,@WCHS_Football,3904504," $74,175 ",38184,99.1%,0.0%,0.9%
1672,67959,Westerville City,Open,15183,51.40%,4857,1928,44.10%,34.20%,,14 miles northeast of downtown Columbus,,3904504," $74,175 ",38184,99.1%,0.0%,0.9%
1674,40675,Westerville City,Open,15183,51.40%,4857,1928,44.10%,34.20%,,13 miles northeast of downtown Columbus,@WSHSWildcatsFB,3904504," $74,175 ",38184,99.1%,0.0%,0.9%
1676,40683,Westfall Local,Open,1385,52.70%,422,181,4.20%,42.50%,,24 miles southwest of downtown Columbus,@Westfall_FB,3904910," $69,000 ",3358,0.0%,0.0%,100.0%
1677,13532,West Clermont Local,Open,8206,51.70%,2405,958,10.60%,28.60%,,16 miles east of downtown Cincinnati,,3904635," $56,855 ",29485,98.4%,0.0%,1.6%
1678,38653,West Geauga Local,Open,1865,50.10%,675,242,18.10%,8.50%,,20 miles east of downtown Cleveland,@WestGFootball,3904722," $82,080 ",6501,48.9%,0.0%,51.1%
1680,38695,West Holmes Local,Open,2164,51.40%,705,284,4.30%,38.60%,,38 miles west of downtown Canton,@WestHolmesFball,3904769," $50,022 ",7229,0.0%,18.4%,81.6%
1682,38737,Jefferson Local,Open,1179,51.90%,338,140,5.50%,44.10%,,17 miles west of downtown Columbus,,3904825," $55,853 ",2852,2.4%,65.5%,32.1%
1684,40758,Westlake City,Open,3518,51.40%,1188,455,18.80%,19.20%,,14 miles west of downtown Cleveland,@_DemonFootball,3904506," $80,989 ",14843,100.0%,0.0%,0.0%
1686,61333,South-Western City,Open,22839,52.00%,6850,2800,39.80%,57.20%,,10 miles west of downtown Columbus,,3904480," $52,317 ",55630,92.8%,1.8%,5.4%
1688,38760,West Liberty-Salem Local,Open,1167,52.60%,353,148,5.70%,21.30%,,40 miles northeast of downtown Dayton,,3904621," $65,238 ",2341,0.0%,0.9%,99.1%
1690,38836,West Muskingum Local,Open,1421,51.20%,394,157,9.50%,44.80%,,49 miles east of downtown Columbus,,3904888," $49,631 ",6175,0.0%,57.8%,42.2%
1696,40931,Wheelersburg Local,Open,1597,50.50%,387,152,7.30%,31.60%,,88 miles south of downtown Columbus,@BurgFball,3904966," $51,599 ",3785,0.0%,86.3%,13.7%
1698,40964,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,8 miles northwest of downtown Columbus,@WHSBraves,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
1700,41020,Whitehall City,Open,3564,53.40%,876,381,74.00%,92.90%,,7 miles east of downtown Columbus,@WhitehallRamsFB,3904507," $37,671 ",8785,100.0%,0.0%,0.0%
1704,41046,Washington Local,Open,7041,51.50%,2115,825,31.40%,56.60%,,7 miles northwest of downtown Toledo,@WHSPanthersFB,3904823," $42,348 ",22617,100.0%,0.0%,0.0%
1706,41202,Wickliffe City,Open,1390,49.90%,443,167,21.30%,37.70%,,15 miles northeast of downtown Cleveland,@WickBDFootball,3904508," $51,018 ",5780,100.0%,0.0%,0.0%
1710,41319,Willard City,Open,1530,51.00%,416,174,35.20%,59.70%,,61 miles southeast of downtown Toledo,,3904509," $48,097 ",4801,0.0%,56.8%,43.2%
1712,41442,Williamsburg Local,Open,979,50.90%,288,119,5.30%,38.40%,,25 miles east of downtown Cincinnati,,3904636," $53,578 ",2600,41.2%,0.0%,58.8%
1714,41558,Wilmington City,Open,2806,51.80%,845,332,16.80%,50.60%,,30 miles southeast of downtown Dayton,,3904511," $43,321 ",9205,0.0%,63.0%,37.0%
1716,41723,Windham Exempted Village,Open,501,55.30%,147,60,19.20%,100.00%,,24 miles west of downtown Youngstown,,3904566," $41,968 ",1850,0.0%,69.5%,30.5%
1719,64147,Winton Woods City,Open,3646,50.80%,1036,426,89.90%,65.00%,,14 miles north of downtown Cincinnati,,3904408," $56,169 ",11218,100.0%,0.0%,0.0%
1720,146365,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,6 miles northeast of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1722,42044,Woodmore Local,Open,968,51.80%,284,116,12.60%,19.70%,,19 miles southeast of downtown Toledo,,3904957," $56,528 ",2808,0.0%,0.0%,100.0%
1724,42051,Woodridge Local,Open,1968,52.10%,687,266,37.30%,38.60%,,10 miles north of downtown Akron,@WoodridgeFB,3904997," $56,675 ",9228,90.4%,0.0%,9.6%
1728,NA,Youngstown City,????,5224,52.70%,1421,566,85.50%,100.00%,,3 miles south of downtown Youngstown,,3904516," $25,063 ",34182,98.2%,0.0%,1.8%
1732,147520,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,8 miles northeast of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1734,42150,Toledo City,Open,23123,52.80%,6515,2742,65.50%,85.20%,,4 miles northeast of downtown Toledo,,3904490," $32,298 ",111407,99.7%,0.0%,0.3%
1736,42218,Wooster City,Open,3545,51.10%,994,394,15.60%,45.70%,,29 miles southwest of downtown Akron,,3910032," $44,981 ",13189,0.0%,89.8%,10.2%
1737,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$6,300 ",11 miles southeast of downtown Columbus,@HPWarriorFBall,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1738,42283,Worthington City,Open,10106,51.30%,2935,1135,31.60%,23.70%,,10 miles north of downtown Columbus,@TWHSFootball,3904513," $78,760 ",25463,100.0%,0.0%,0.0%
1740,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$9,786 ",11 miles north of downtown Columbus,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1741,112094,Worthington City,Open,10106,51.30%,2935,1135,31.60%,23.70%,,12 miles northwest of downtown Columbus,@KilbourneFB,3904513," $78,760 ",25463,100.0%,0.0%,0.0%
1742,42366,Wynford Local,Open,1118,51.70%,257,110,3.50%,34.40%,,61 miles north of downtown Columbus,,3904652," $50,302 ",2807,0.0%,16.9%,83.1%
1744,42382,Wyoming City,Open,1956,50.60%,646,250,24.10%,5.90%,,11 miles north of downtown Cincinnati,,3904514," $120,845 ",3234,100.0%,0.0%,0.0%
1746,42408,Xenia Community City,Open,4243,52.10%,1084,466,25.90%,81.00%,,16 miles east of downtown Dayton,@xeniabucsfb,3904515," $45,461 ",15568,76.0%,0.0%,24.0%
1748,NA,Yellow Springs Exempted Village,Open,735,49.80%,244,85,32.20%,34.10%,,17 miles east of downtown Dayton,,3904567," $65,104 ",2097,0.0%,88.3%,11.7%
1750,42598,Zanesville City,Open,3189,50.70%,746,298,31.40%,97.70%,,52 miles east of downtown Columbus,,3904517," $28,911 ",12686,0.0%,94.5%,5.5%
1751,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$6,780 ",5 miles south of downtown Youngstown,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1752,42572,Zane Trace Local,Open,1362,54.60%,413,181,4.60%,43.40%,,39 miles south of downtown Columbus,,3904954," $58,110 ",3978,0.0%,0.7%,99.3%
1956,98590,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,6 miles northeast of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
7974,62323,Cleveland Municipal,????,38666,51.60%,11963,4847,84.30%,100.00%,,9 miles southeast of downtown Cleveland,,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
9015,NA,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,4 miles west of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
9057,145722,Cincinnati City,????,34101,50.80%,8998,3665,75.80%,74.40%,,5 miles east of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
9272,133512,Charter,Open,935,45.90%,175,63,99.50%,100.00%,,3 miles northwest of downtown Cincinnati,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9461,9200,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,7 miles northwest of downtown Cincinnati,@GambleMFootball,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1502,36327,Stryker Local,Open,385,48.30%,110,42,14.00%,46.80%,,48 miles west of downtown Toledo,@strykerpftball,3905065," $52,841 ",1289,0.0%,0.0%,100.0%
1201,NA,Olentangy Local,Open,21002,51.00%,6184,2423,24.80%,6.30%,,21 miles north of downtown Columbus,@Berlin_Bears_FB,3904676," $114,316 ",27029,92.6%,0.0%,7.4%
,,,,,,,,,,,,@OrangeLionsFB,,,,,,
