OHSAA.ID,2018_Full,2017_Full,2016_Full,2015_Full,2014_Full,2013_Full,2012_Full,2011_Full,2010_Full,2009_Full,2008_Full,2007_Full,2018_Main,2017_Main,2016_Main,2015_Main,2014_Main,2013_Main,2012_Main,2011_Main,2010_Main,2009_Main,2008_Main,2007_Main
1526,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
204,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
222,MID ST - CARD,MID ST - CARD,E CEN OH - GRAY,E CEN OH - GRAY,E CEN OH - GRAY,E CEN OH - GRAY,E CEN OH - GRAY,E CEN OH - GRAY,IND,IND,IND,IND,MID ST,MID ST,E CEN OH,E CEN OH,E CEN OH,E CEN OH,E CEN OH,E CEN OH,IND,IND,IND,IND
553,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,IND,IND,IND,IND,IND,IND,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,IND,IND,IND,IND,IND,IND
594,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
681,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,IND,IND,IND,IND,IND,IND,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,IND,IND,IND,IND,IND,IND
1040,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
1737,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
1740,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,UNKWN,UNKWN,UNKWN,UNKWN,UNKWN,UNKWN,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,UNKWN,UNKWN,UNKWN,UNKWN,UNKWN,UNKWN
212,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
220,MID ST - OHIO,MID ST - OHIO,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,CEN CATH - GOLD,MID ST,MID ST,CEN CATH,CEN CATH,CEN CATH,CEN CATH,CEN CATH,CEN CATH,CEN CATH,CEN CATH,CEN CATH,CEN CATH
410,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
664,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
866,MID ST - OHIO,MID ST - OHIO,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
892,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH
1700,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
286,MOAC,MOAC,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC
378,MOAC,MOAC,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,MOAC,MOAC,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
620,MOAC,MOAC,MOAC - RED,MOAC - RED,MOAC - RED,N CENT,N CENT,N CENT,NOL,NOL,NOL,NOL,MOAC,MOAC,MOAC,MOAC,MOAC,N CENT,N CENT,N CENT,NOL,NOL,NOL,NOL
690,MOAC,MOAC,MOAC - RED,MOAC - RED,IND,IND,IND,IND,GR BUCK,GR BUCK,GR BUCK,GR BUCK,MOAC,MOAC,MOAC,MOAC,IND,IND,IND,IND,GR BUCK,GR BUCK,GR BUCK,GR BUCK
1156,MOAC,MOAC,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC
1206,MOAC,MOAC,NOL,NOL,NOL,NOL,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,MOAC,MOAC,NOL,NOL,NOL,NOL,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT
1260,MOAC,MOAC,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - BLUE,MOAC - BLUE,MOAC - BLUE,MOAC - BLUE,MOAC - BLUE,MOAC - BLUE,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC
1314,MOAC,MOAC,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC
442,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
788,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
982,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
1068,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
1100,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
1252,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
1420,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
1544,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
1690,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL,MUSK VAL
508,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL
530,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL
606,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,NOL,NOL,NOL,NOL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,NOL,NOL,NOL,NOL
636,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL
820,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL
1212,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL
1332,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N LAKES,N LAKES,N LAKES,N LAKES,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N LAKES,N LAKES,N LAKES,N LAKES
1722,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,N BUCK,SLL,SLL,SLL,SLL
196,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,IND,IND,IND,IND,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,IND,IND,IND,IND
724,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
824,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
1180,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
1224,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
1614,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,N COAST - BLUE,IND,IND,IND,IND,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,IND,IND,IND,IND
384,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
786,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,IND,IND,IND,IND,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,IND,IND,IND,IND
1364,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
1378,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,IND,IND,IND,IND,IND,IND,IND,N COAST,N COAST,N COAST,N COAST,N COAST,IND,IND,IND,IND,IND,IND,IND
1542,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST - WHITE,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST,N COAST
124,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
242,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
976,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
1080,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,GR BUCK,GR BUCK,GR BUCK,GR BUCK,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,GR BUCK,GR BUCK,GR BUCK,GR BUCK
1248,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
1476,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
1510,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
1512,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES,N LAKES
112,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
322,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
902,IND,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,IND,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
964,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
1046,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
1392,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,ALL AMER - WHITE,ALL AMER - WHITE,ALL AMER - WHITE,MET ATH,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,ALL AMER,ALL AMER,ALL AMER,MET ATH
1432,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
1658,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,EBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC,NBC
348,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
662,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,CHGN VAL - VAL,CHGN VAL - VAL,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,CHGN VAL,CHGN VAL
974,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1094,NE,NE,NE,NE,NE,CHGN VAL - VAL,CHGN VAL - VAL,CHGN VAL - VAL,CHGN VAL - VAL,CHGN VAL - VAL,CHGN VAL - VAL,CHGN VAL - VAL,NE,NE,NE,NE,NE,CHGN VAL,CHGN VAL,CHGN VAL,CHGN VAL,CHGN VAL,CHGN VAL,CHGN VAL
1280,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1716,NE,NE,NE,NE,NE,NE,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,NE,NE,NE,NE,NE,NE,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
278,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT
290,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT
316,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND
400,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT
1060,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND
1400,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,NORTH 10,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND
1574,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MOAC - RED,N CENT,N CENT,N CENT,NOL,NOL,NOL,NOL,NORTH 10,NORTH 10,NORTH 10,NORTH 10,MOAC,N CENT,N CENT,N CENT,NOL,NOL,NOL,NOL
1742,NORTH 10,NORTH 10,NORTH 11,NORTH 12,NORTH 13,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,NORTH 10,NORTH 10,NORTH 11,NORTH 12,NORTH 13,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT,N CENT
100,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
110,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
236,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
412,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
438,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
772,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
1236,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
1468,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC,NWC
524,NWCC,NWCC,MOAC - BLUE,MOAC - BLUE,MOAC - BLUE,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,NWCC,NWCC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC,MOAC
694,NWCC,NWCC,NWCC,NWCC,IND,IND,BLAN VAL,BLAN VAL,BLAN VAL,BLAN VAL,BLAN VAL,BLAN VAL,NWCC,NWCC,NWCC,NWCC,IND,IND,BLAN VAL,BLAN VAL,BLAN VAL,BLAN VAL,BLAN VAL,BLAN VAL
852,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,MET BUCK,MET BUCK,MET BUCK,IND,IND,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,MET BUCK,MET BUCK,MET BUCK,IND,IND
1242,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC
