OHSAA.ID,2018_Full,2017_Full,2016_Full,2015_Full,2014_Full,2013_Full,2012_Full,2011_Full,2010_Full,2009_Full,2008_Full,2007_Full,2018_Main,2017_Main,2016_Main,2015_Main,2014_Main,2013_Main,2012_Main,2011_Main,2010_Main,2009_Main,2008_Main,2007_Main
1298,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC
1310,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC
1576,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC
1642,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC
134,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
272,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
466,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
542,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
864,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
1234,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
1506,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
1634,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL,NWOAL
1202,OCC - BUCK,OCC - BUCK,OCC - BUCK,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1203,OCC - BUCK,OCC - BUCK,OCC - BUCK,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CAP,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1211,OCC - BUCK,OCC - BUCK,OCC - BUCK,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,UNKWN,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,UNKWN
1671,OCC - BUCK,OCC - BUCK,OCC - BUCK,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CENT,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1672,OCC - BUCK,OCC - BUCK,OCC - BUCK,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1674,OCC - BUCK,OCC - BUCK,OCC - BUCK,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
214,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
302,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CARD,OCC - CARD,OCC - CARD,IND,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,MID ST - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,IND,MID ST,MID ST,MID ST,MID ST,MID ST
610,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
682,OCC - CAP,OCC - CAP,OCC - CAP,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1086,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1088,OCC - CAP,OCC - CAP,OCC - CAP,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
475,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CAP,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
486,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
704,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CENT,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
713,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,UNKWN,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,UNKWN
717,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - OHIO,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1738,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1741,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CARD,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CARD,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
345,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
474,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
716,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
970,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CARD,OCC - CENT,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1572,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1686,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - CENT,OCC - OHIO,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
680,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
838,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
876,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1254,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - CARD,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1255,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - CENT,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1290,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - OHIO,OCC - BUCK,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
138,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
856,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
926,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
940,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
1078,OH CARD,OH CARD,OH CARD,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CAP,OCC - CARD,OH CARD,OH CARD,OH CARD,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC,OCC
1680,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
1736,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
324,OH HRTGE - SOUTH,OH HRTGE - SOUTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
328,OH HRTGE - SOUTH,OH HRTGE - SOUTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
544,OH HRTGE - NORTH,OH HRTGE - NORTH,MOAC - RED,MOAC - RED,MOAC - RED,MOAC - RED,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC,OH HRTGE,OH HRTGE,MOAC,MOAC,MOAC,MOAC,NWCC,NWCC,NWCC,NWCC,NWCC,NWCC
672,OH HRTGE - SOUTH,OH HRTGE - SOUTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
676,OH HRTGE - SOUTH,OH HRTGE - SOUTH,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,CBC - MD RV,OH HRTGE,OH HRTGE,CBC,CBC,CBC,CBC,CBC,CBC,CBC,CBC,CBC,CBC
928,OH HRTGE - SOUTH,OH HRTGE - SOUTH,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,OH HRTGE,OH HRTGE,MID ST,MID ST,MID ST,MID ST,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH
1004,OH HRTGE - NORTH,OH HRTGE - NORTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
1136,OH HRTGE - NORTH,OH HRTGE - NORTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
1452,OH HRTGE - SOUTH,OH HRTGE - SOUTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
1538,OH HRTGE - NORTH,OH HRTGE - NORTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
1682,OH HRTGE - NORTH,OH HRTGE - NORTH,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - OHIO,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,MID ST - CARD,OH HRTGE,OH HRTGE,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST,MID ST
1688,OH HRTGE - NORTH,OH HRTGE - NORTH,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE,OH HRTGE
162,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
172,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
250,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
326,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
418,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
1306,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL
1406,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
1488,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL,OH VAL
1618,OH VAL,OH VAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL - NORTH,SEOAL - NORTH,SEOAL - NORTH,OH VAL,OH VAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL
362,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC
458,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC
556,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC
622,OVAC,OVAC,OVAC,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL - SOUTH,SEOAL - SOUTH,SEOAL - SOUTH,OVAC,OVAC,OVAC,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL
760,OVAC,OVAC,OVAC,OVAC,OVAC,IND,IND,IND,IND,SEOAL - SOUTH,SEOAL - SOUTH,SEOAL - SOUTH,OVAC,OVAC,OVAC,OVAC,OVAC,IND,IND,IND,IND,SEOAL,SEOAL,SEOAL
1268,OVAC,OVAC,OVAC,OVAC,OVAC,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL - SOUTH,SEOAL - SOUTH,SEOAL - SOUTH,OVAC,OVAC,OVAC,OVAC,OVAC,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL,SEOAL
1318,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC
1458,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC,OVAC
448,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7
560,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7
900,PAC 8,PAC 8,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,PAC 8,PAC 8,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK,MID BUCK
936,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7
1162,PAC 8,PAC 8,IND,IND,IND,IND,IND,IND,NBC,NBC,NBC,NBC,PAC 8,PAC 8,IND,IND,IND,IND,IND,IND,NBC,NBC,NBC,NBC
1210,PAC 8,PAC 8,PAC 8,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,PAC 8,PAC 8,PAC 8,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD,OH CARD
1548,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7
1560,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 8,PAC 7
226,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
262,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
