"Season","Week","Tm_ID","Opp_ID","Loc","Result","Notes","Date","Playoff","Tm_score","Opp_score","Score_diff","Win","Cal_Week","Multi_Week","Excl_Harbin","Excl_Elo","Opp_Reg","nonOHSAA","nonOHSAA_div","Tm_OH"
"2018",1,"100","1576","H","W","",2018-08-24,0,30,16,14,1,"34",NA,0,0,"28",0,NA,1
"2018",2,"100","136","H","L","",2018-08-31,0,6,37,-31,0,"35",NA,0,0,"26",0,NA,1
"2018",3,"100","874","A","","",2018-09-08,0,NA,NA,NA,0,"36",NA,0,0,"24",0,NA,1
"2018",4,"100","772","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"24",0,NA,1
"2018",5,"100","1468","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"24",0,NA,1
"2018",6,"100","412","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"22",0,NA,1
"2018",7,"100","438","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"28",0,NA,1
"2018",8,"100","1236","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"18",0,NA,1
"2018",9,"100","236","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"22",0,NA,1
"2018",10,"100","110","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"22",0,NA,1
"2018",1,"1000","788","A","W","ot",2018-08-24,0,32,26,6,1,"34",NA,0,0,"15",0,NA,1
"2018",2,"1000","162","A","W","",2018-08-31,0,26,7,19,1,"35",NA,0,0,"23",0,NA,1
"2018",3,"1000","1344","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"15",0,NA,1
"2018",4,"1000","1406","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"23",0,NA,1
"2018",5,"1000","1058","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"21",0,NA,1
"2018",6,"1000","426","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"19",0,NA,1
"2018",7,"1000","1566","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"19",0,NA,1
"2018",8,"1000","1316","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"15",0,NA,1
"2018",9,"1000","10200","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"0",1,"6",1
"2018",10,"1000","300","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"15",0,NA,1
"2018",1,"10007","10130","H","L","",2018-08-23,0,12,66,-54,0,"34",NA,0,0,"0",1,"2",0
"2018",3,"10007","10121","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10007","10071","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"0",1,"1",0
"2018",5,"10007","10098","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"3",0
"2018",6,"10007","751","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"13",0,NA,0
"2018",7,"10007","10085","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"0",1,"2",0
"2018",8,"10007","10052","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"2",0
"2018",9,"10007","10008","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10007","10128","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"0",1,"4",0
"2018",11,"10007","10095","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"",1,"",0
"2018",1,"10013","12467","H","W","",2018-08-24,0,22,14,8,1,"34",NA,0,0,"",1,"",0
"2018",2,"10013","10045","A","W","",2018-08-31,0,54,0,54,1,"35",NA,0,0,"0",1,"7",0
"2018",3,"10013","10123","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"0",1,"7",0
"2018",4,"10013","618","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"27",0,NA,0
"2018",5,"10013","10059","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"7",0
"2018",6,"10013","10082","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"7",0
"2018",7,"10013","418","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"25",0,NA,0
"2018",8,"10013","10018","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"7",0
"2018",9,"10013","172","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"27",0,NA,0
"2018",10,"10013","250","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"23",0,NA,0
"2018",1,"10018","10045","H","W","",2018-08-24,0,61,0,61,1,"34",NA,0,0,"0",1,"7",0
"2018",2,"10018","10065","A","L","",2018-08-31,0,0,14,-14,0,"35",NA,0,0,"",1,"",0
"2018",4,"10018","10123","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"0",1,"7",0
"2018",5,"10018","10118","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,"",0
"2018",6,"10018","10012","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,"",0
"2018",7,"10018","10082","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"0",1,"7",0
"2018",8,"10018","10013","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"7",0
"2018",9,"10018","418","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"25",0,NA,0
"2018",10,"10018","10078","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"0",1,"7",0
"2018",11,"10018","10059","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"7",0
"2018",1,"1002","9901","H","W*","",2018-08-24,0,38,6,32,1,"34",NA,1,0,"",1,"",1
"2018",2,"1002","1578","A","L","",2018-08-31,0,30,62,-32,0,"35",NA,0,0,"16",0,NA,1
"2018",3,"1002","1258","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"12",0,NA,1
"2018",4,"1002","9911","H","*","",2018-09-14,0,NA,NA,NA,0,"37",NA,1,0,"",1,"",1
"2018",5,"1002","1235","A","","",2018-09-20,0,NA,NA,NA,0,"38",NA,0,0,"12",0,NA,1
"2018",6,"1002","186","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"11",0,NA,1
"2018",7,"1002","476","H","","",2018-10-06,0,NA,NA,NA,0,"40",NA,0,0,"12",0,NA,1
"2018",8,"1002","402","H","","",2018-10-11,0,NA,NA,NA,0,"41",NA,0,0,"12",0,NA,1
"2018",9,"1002","1330","H","","",2018-10-18,0,NA,NA,NA,0,"42",NA,0,0,"12",0,NA,1
"2018",10,"1002","192","A","","",2018-10-25,0,NA,NA,NA,0,"43",NA,0,0,"8",0,NA,1
"2018",1,"1004","806","A","W","",2018-08-24,0,54,14,40,1,"34",NA,0,0,"16",0,NA,1
"2018",2,"1004","1310","H","W","",2018-08-31,0,42,0,42,1,"35",NA,0,0,"28",0,NA,1
"2018",3,"1004","1452","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"28",0,NA,1
"2018",4,"1004","672","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"20",0,NA,1
"2018",5,"1004","928","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"20",0,NA,1
"2018",6,"1004","1688","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"24",0,NA,1
"2018",7,"1004","1682","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"20",0,NA,1
"2018",8,"1004","1538","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"28",0,NA,1
"2018",9,"1004","1136","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"24",0,NA,1
"2018",10,"1004","544","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"23",0,NA,1
"2018",1,"10040","10117","A","L","",2018-08-24,0,0,56,-56,0,"34",NA,0,0,"",1,"",0
"2018",2,"10040","668","H","L","",2018-08-31,0,14,86,-72,0,"35",NA,0,0,"27",0,NA,0
"2018",3,"10040","938","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"27",0,NA,0
"2018",4,"10040","10045","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"0",1,"7",0
"2018",5,"10040","10124","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,"",0
"2018",6,"10040","10635","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,"",0
"2018",8,"10040","10069","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10040","10009","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10040","10084","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",11,"10040","10114","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"6",0
"2018",1,"10045","10018","A","L","",2018-08-24,0,0,61,-61,0,"34",NA,0,0,"0",1,"7",0
"2018",2,"10045","10013","H","L","",2018-08-31,0,0,54,-54,0,"35",NA,0,0,"0",1,"7",0
"2018",3,"10045","172","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"27",0,NA,0
"2018",4,"10045","10040","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"0",1,"7",0
"2018",5,"10045","10082","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"7",0
"2018",6,"10045","10032","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,"",0
"2018",7,"10045","10123","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"0",1,"7",0
"2018",8,"10045","14664","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10045","10118","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",11,"10045","10069","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"",1,"",0
"2018",1,"10052","10121","H","W","",2018-08-24,0,35,28,7,1,"34",NA,0,0,"",1,"",0
"2018",2,"10052","14859","H","W","",2018-08-31,0,26,25,1,1,"35",NA,0,0,"",1,"",0
"2018",3,"10052","10094","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10052","182","A","","",2018-09-15,0,NA,NA,NA,0,"37",NA,0,0,"19",0,NA,0
"2018",5,"10052","10085","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"2",0
"2018",6,"10052","282","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"19",0,NA,0
"2018",8,"10052","10007","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"3",0
"2018",9,"10052","10071","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"0",1,"1",0
"2018",10,"10052","1618","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"11",0,NA,0
"2018",11,"10052","10130","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"2",0
"2018",1,"10059","250","H","W","",2018-08-23,0,40,36,4,1,"34",NA,0,0,"23",0,NA,0
"2018",2,"10059","10129","A","L","",2018-08-31,0,0,55,-55,0,"35",NA,0,0,"0",1,"7",0
"2018",3,"10059","12485","H","","",2018-09-08,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10059","172","H","","",2018-09-15,0,NA,NA,NA,0,"37",NA,0,0,"27",0,NA,0
"2018",5,"10059","10013","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"7",0
"2018",6,"10059","10078","H","","",2018-09-29,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"7",0
"2018",8,"10059","10124","H","","",2018-10-13,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10059","326","A","","",2018-10-20,0,NA,NA,NA,0,"42",NA,0,0,"21",0,NA,0
"2018",10,"10059","418","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"25",0,NA,0
"2018",11,"10059","10018","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"7",0
"2018",1,"1006","385","A","W","",2018-08-24,0,43,20,23,1,"34",NA,0,0,"1",0,NA,1
"2018",2,"1006","710","H","W","",2018-08-31,0,24,7,17,1,"35",NA,0,0,"7",0,NA,1
"2018",3,"1006","1606","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"7",0,NA,1
"2018",4,"1006","540","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"1",0,NA,1
"2018",5,"1006","1408","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"1",0,NA,1
"2018",6,"1006","1016","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"1",0,NA,1
"2018",7,"1006","1498","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"1",0,NA,1
"2018",8,"1006","532","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"2",0,NA,1
"2018",9,"1006","268","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"1",0,NA,1
"2018",10,"1006","1428","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"1",0,NA,1
"2018",1,"10060","10108","H","W","",2018-08-24,0,24,0,24,1,"34",NA,0,0,"",1,"",0
"2018",2,"10060","10132","H","L","",2018-08-31,0,8,20,-12,0,"35",NA,0,0,"0",1,"6",0
"2018",3,"10060","1406","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"23",0,NA,0
"2018",4,"10060","1306","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"27",0,NA,0
"2018",5,"10060","618","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"27",0,NA,0
"2018",6,"10060","1063","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"27",0,NA,0
"2018",7,"10060","436","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"17",0,NA,0
"2018",8,"10060","10105","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10060","10119","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",11,"10060","10129","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"7",0
"2018",1,"10071","10083","H","W","",2018-08-23,0,45,35,10,1,"34",NA,0,0,"0",1,"1",0
"2018",2,"10071","1488","A","L","",2018-08-31,0,17,21,-4,0,"35",NA,0,0,"13",0,NA,0
"2018",3,"10071","14502","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10071","10007","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"0",1,"3",0
"2018",5,"10071","10200","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"6",0
"2018",6,"10071","10074","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"",1,"",0
"2018",7,"10071","10130","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"0",1,"2",0
"2018",8,"10071","10085","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"2",0
"2018",9,"10071","10052","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"0",1,"2",0
"2018",10,"10071","10121","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",1,"10078","10087","A","L","",2018-08-24,0,21,48,-27,0,"34",NA,0,0,"",1,"",0
"2018",2,"10078","10012","A","W","",2018-08-31,0,28,8,20,1,"35",NA,0,0,"",1,"",0
"2018",3,"10078","250","A","","",2018-09-08,0,NA,NA,NA,0,"36",NA,0,0,"23",0,NA,0
"2018",4,"10078","10111","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,"",0
"2018",6,"10078","10059","A","","",2018-09-29,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"7",0
"2018",7,"10078","10027","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,"",0
"2018",8,"10078","10084","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10078","10127","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10078","10018","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"0",1,"7",0
"2018",11,"10078","10116","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"",1,"",0
"2018",1,"10079","10128","A","L","",2018-08-24,0,14,49,-35,0,"34",NA,0,0,"0",1,"4",0
"2018",2,"10079","326","H","L","",2018-08-31,0,20,41,-21,0,"35",NA,0,0,"21",0,NA,0
"2018",3,"10079","282","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"19",0,NA,0
"2018",4,"10079","10033","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,"",0
"2018",5,"10079","500","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"13",0,NA,0
"2018",6,"10079","519","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"19",0,NA,0
"2018",7,"10079","1618","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"11",0,NA,0
"2018",8,"10079","294","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"15",0,NA,0
"2018",9,"10079","10023","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10079","176","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"13",0,NA,0
"2018",1,"1008","622","A","L","",2018-08-24,0,34,47,-13,0,"34",NA,0,0,"15",0,NA,1
"2018",2,"1008","1344","A","L","",2018-09-01,0,14,34,-20,0,"35",NA,0,0,"15",0,NA,1
"2018",3,"1008","888","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"7",0,NA,1
"2018",4,"1008","1604","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"15",0,NA,1
"2018",5,"1008","816","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"19",0,NA,1
"2018",6,"1008","1084","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"23",0,NA,1
"2018",7,"1008","144","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"11",0,NA,1
"2018",8,"1008","10093","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"3",1
"2018",9,"1008","1652","H","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"19",0,NA,1
"2018",10,"1008","108","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"19",0,NA,1
"2018",1,"10082","10084","H","L","",2018-08-24,0,14,47,-33,0,"34",NA,0,0,"",1,"",0
"2018",2,"10082","10134","A","L","",2018-08-31,0,16,35,-19,0,"35",NA,0,0,"",1,"",0
"2018",3,"10082","10124","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10082","250","A","","",2018-09-15,0,NA,NA,NA,0,"37",NA,0,0,"23",0,NA,0
"2018",5,"10082","10045","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"7",0
"2018",6,"10082","10013","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"7",0
"2018",7,"10082","10018","A","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"0",1,"7",0
"2018",8,"10082","12485","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",10,"10082","172","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"27",0,NA,0
"2018",11,"10082","10123","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"7",0
"2018",1,"10083","10071","A","L","",2018-08-23,0,35,45,-10,0,"34",NA,0,0,"0",1,"1",0
"2018",2,"10083","10011","H","L","",2018-08-31,0,20,40,-20,0,"35",NA,0,0,"",1,"",0
"2018",3,"10083","10135","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10083","10014","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,"",0
"2018",5,"10083","956","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"11",0,NA,0
"2018",6,"10083","10130","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"2",0
"2018",7,"10083","10030","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,"",0
"2018",8,"10083","10047","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",10,"10083","10046","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",11,"10083","10085","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"2",0
"2018",1,"10085","10098","H","W","",2018-08-24,0,27,7,20,1,"34",NA,0,0,"0",1,"3",0
"2018",2,"10085","10121","H","L","",2018-08-31,0,7,24,-17,0,"35",NA,0,0,"",1,"",0
"2018",3,"10085","144","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"11",0,NA,0
"2018",4,"10085","10095","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,"",0
"2018",5,"10085","10052","A","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"2",0
"2018",7,"10085","10007","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"0",1,"3",0
"2018",8,"10085","10071","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"0",1,"1",0
"2018",9,"10085","10035","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10085","10130","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"0",1,"2",0
"2018",11,"10085","10083","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"1",0
"2018",1,"10093","10143","A","W","",2018-08-24,0,42,35,7,1,"34",NA,0,0,"",1,"",0
"2018",2,"10093","10111","A","W","",2018-08-31,0,58,7,51,1,"35",NA,0,0,"",1,"",0
"2018",3,"10093","1618","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"11",0,NA,0
"2018",4,"10093","10044","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"",1,"",0
"2018",5,"10093","10714","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,"",0
"2018",8,"10093","1008","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"15",0,NA,0
"2018",9,"10093","10061","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10093","10112","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",11,"10093","10050","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"",1,"",0
"2018",1,"10096","10125","H","W","",2018-08-24,0,42,0,42,1,"34",NA,0,0,"0",1,"7",0
"2018",2,"10096","10127","A","W","",2018-08-31,0,31,16,15,1,"35",NA,0,0,"",1,"",0
"2018",4,"10096","10132","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"0",1,"6",0
"2018",5,"10096","10108","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,"",0
"2018",6,"10096","10099","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"5",0
"2018",7,"10096","1454","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"27",0,NA,0
"2018",8,"10096","10019","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10096","10101","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10096","10105","A","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",11,"10096","10098","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"3",0
"2018",1,"10098","10085","A","L","",2018-08-24,0,7,27,-20,0,"34",NA,0,0,"0",1,"2",0
"2018",2,"10098","10008","A","W","",2018-08-31,0,27,12,15,1,"35",NA,0,0,"",1,"",0
"2018",3,"10098","10100","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"",1,"",0
"2018",4,"10098","956","H","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"11",0,NA,0
"2018",5,"10098","10007","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"0",1,"3",0
"2018",7,"10098","10095","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"",1,"",0
"2018",8,"10098","10035","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10098","10103","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10098","10101","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",11,"10098","10096","A","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"0",1,"5",0
"2018",1,"10099","10119","A","W","",2018-08-24,0,24,22,2,1,"34",NA,0,0,"",1,"",0
"2018",2,"10099","10084","A","L","",2018-09-01,0,28,32,-4,0,"35",NA,0,0,"",1,"",0
"2018",3,"10099","618","H","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"27",0,NA,0
"2018",4,"10099","10105","A","","",2018-09-13,0,NA,NA,NA,0,"37",NA,0,0,"",1,"",0
"2018",5,"10099","10019","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"",1,"",0
"2018",6,"10099","10096","H","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"0",1,"5",0
"2018",8,"10099","10127","A","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"",1,"",0
"2018",9,"10099","10134","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"",1,"",0
"2018",10,"10099","10032","H","","",2018-10-26,0,NA,NA,NA,0,"43",NA,0,0,"",1,"",0
"2018",11,"10099","10012","H","*","",2018-11-02,0,NA,NA,NA,0,"44",NA,1,0,"",1,"",0
"2018",1,"1010","1751","A","L","",2018-08-25,0,7,14,-7,0,"34",NA,0,0,"25",0,NA,1
"2018",2,"1010","212","H","L","",2018-08-31,0,0,16,-16,0,"35",NA,0,0,"15",0,NA,1
"2018",3,"1010","504","A","","",2018-09-07,0,NA,NA,NA,0,"36",NA,0,0,"17",0,NA,1
"2018",4,"1010","818","A","","",2018-09-14,0,NA,NA,NA,0,"37",NA,0,0,"17",0,NA,1
"2018",5,"1010","860","H","","",2018-09-21,0,NA,NA,NA,0,"38",NA,0,0,"21",0,NA,1
"2018",6,"1010","644","A","","",2018-09-28,0,NA,NA,NA,0,"39",NA,0,0,"13",0,NA,1
"2018",7,"1010","1500","H","","",2018-10-05,0,NA,NA,NA,0,"40",NA,0,0,"13",0,NA,1
"2018",8,"1010","354","H","","",2018-10-12,0,NA,NA,NA,0,"41",NA,0,0,"17",0,NA,1
"2018",9,"1010","256","A","","",2018-10-19,0,NA,NA,NA,0,"42",NA,0,0,"21",0,NA,1
