OHSAA.ID,HyTek,Div.2017,Reg.2017,Conf.2017,ConfSub.2017,County,lon,lat,Enrollment,Mascot,Public,OHSAA.Dist,City,OHSAA.Tourn,OHSAA.Full,AJ.Name,Color1,Color2,Color3,Helm.Left,Helm.Right,Best.Name,Fan50_ID,GenArea,StadID,Surface,Capacity,Stadium,usHOUSE,ohHOUSE,ohSENATE,MaxPreps,Div.2018,Reg.2018,Conf.2018,ConfSub.2018,Yappi,oh_helm,maxpreps_ugly,OHSAA.Address
548,FAI,2,8,GWOC,GWOC - SOUTH,greene,-84.0054224,39.7847092,440,Skyhawks,Public,Southwest,Fairborn,FAIRBORN,FAIRBORN,Fairborn,NAVY,COLUMBIA BLUE,WHITE,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/Fairborn-2017_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/Fairborn-2017_R.png",Fairborn,team065,southwestern,2075,Grass,"1,864",Memorial Stadium,US House 10,OH House 73,OH Senate 10,"fairborn-skyhawks-(fairborn,oh)",2,8,GWOC,GWOC - SOUTH,fairborn_fairborn,fairborn,bc37e9ab-37d9-4c34-b49d-652df333527a,"900 E Dayton-Yellow Springs Rd, Fairborn, OH 45324"
550,FAFD,1,4,GRTR MIA,GRTR MIA,butler,-84.5180408,39.336669,1169,Indians,Public,Southwest,Fairfield,FAIRFIELD,FAIRFIELD,Fairfield,RED,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fairfield-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fairfield-2014_R.png",Fairfield,team102,southwestern,1780,Artificial Turf,"4,400",Fairfield Stadium,US House 8,OH House 51,OH Senate 4,"fairfield-indians-(fairfield,oh)",1,4,GRTR MIA,GRTR MIA,fairfield_fairfield,fairfield,518f4f6f-75cd-4144-9949-7710e85563f5,"8800 HOLDEN BLVD, FAIRFIELD, OH 45014-2909"
553,FACC,7,27,MID ST,MID ST - CARD,fairfield,-82.6208245,39.7357485,41,Knights,Private,Central,Lancaster,LANCASTER FAIRFIELD CHRISTIAN ACAD.,FAIRFIELD CHRISTIAN ACADEMY,Lancaster Fairfield Christian Academy,RED,BLUE,WHITE,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/FairfieldChristian-2013_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/FairfieldChristian-2013_R.png",Fairfield Christian Acad.,team723,central,NA,NA,NA,NA,US House 15,OH House 77,OH Senate 20,"fairfield-christian-academy-knights-(lancaster,oh)",7,27,MID ST,MID ST - CARD,fairfield_christian_academy_lancaster,fairfield-christian,7df95edd-15de-48e6-ba64-ace651dfb34a,"1965 N COLUMBUS ST, LANCASTER, OH 43130-1541"
554,LFU,4,15,MID ST,MID ST - BUCK,fairfield,-82.4656571,39.7577227,256,Falcons,Public,Southeast,Lancaster,LANCASTER FAIRFIELD UNION,FAIRFIELD UNION,Lancaster Fairfield Union,RED,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/FairfieldUnion-2017_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/FairfieldUnion-2017_R.png",Fairfield Union,team344,southeastern,2037,Grass,"3,176",Fairfield Union Football Field,US House 15,OH House 77,OH Senate 20,"fairfield-union-falcons-(lancaster,oh)",4,15,MID ST,MID ST - BUCK,fairfield_union_lancaster,fairfield-union,ea02645b-84f1-497e-8fca-ec0f30eac3bd,"6675 CINCINNATI-ZANESVILLE RD NE, LANCASTER, OH 43130-9323"
556,PFA,5,19,OVAC,OVAC,lawrence,-82.3568864,38.4481263,205,Dragons,Public,Southeast,Proctorville,PROCTORVILLE FAIRLAND,FAIRLAND,Proctorville Fairland,GREEN,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Fairland-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Fairland-2017_R.png",Fairland,team434,southeastern,2117,Grass,"1,211",Fairland Dragons Stadium,US House 6,OH House 93,OH Senate 17,"fairland-dragons-(proctorville,oh)",4,15,OVAC,OVAC,fairland_proctorville,fairland,f89298e8-1d32-4e67-8894-d14518ffa709,"812 County Road 411, PROCTORVILLE, OH 45669-9699"
560,NAVF,5,17,PAC 7,PAC 7,stark,-81.584482,40.7038755,188,Falcons,Public,NE Inland,Navarre,NAVARRE FAIRLESS,FAIRLESS,Navarre Fairless,BLUE,SILVER,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fairless-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fairless-2013_R.png",Fairless,team313,northeastern,1509,Grass,"3,000",Fred Brideweser Stadium,US House 7,OH House 38,OH Senate 27,"fairless-falcons-(navarre,oh)",5,17,PAC 7,PAC 7,fairless_navarre,fairless,3fd4133a-35e7-4942-a7a2-e8e646c5dc56,"11885 NAVARRE RD SW, NAVARRE, OH 44662-9428"
566,FHH,7,25,CHGN VAL,CHGN VAL - VAL,lake,-81.2726964,41.7547211,83,Skippers,Public,NE Lakes,Fairport Harbor,FAIRPORT HARBOR FAIRPORT HARDING,FAIRPORT HARDING,Fairport Harbor Fairport Harding,MAROON,WHITE,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/FairportHarding-2014-L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/FairportHarding-2014-R.png",Fairport,team603,northeastern,1796,Grass,990,R. A. Greig Field,US House 14,OH House 60,OH Senate 25,"harding-skippers-(fairport-harbor,oh)",7,25,CHGN VAL,CHGN VAL - VAL,fairport_harding_fairport_harbor,fairport-harding,64438367-e0a1-404c-b821-076309222f2b,"329 VINE ST, FAIRPORT HARBOR, OH 44077-5741"
570,FPF,4,14,PATRIOT,PATRIOT - STRPS,cuyahoga,-81.8556896,41.4423345,222,Warriors,Public,NE Lakes,Fairview Park,FAIRVIEW PARK FAIRVIEW,FAIRVIEW,Fairview Park Fairview,SCARLET,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Fairview-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Fairview-2017_R.png",Fairview Park Fairview,team248,northeastern,1528,Artificial Turf,"5,000",Fairview Stadium,US House 16,OH House 16,OH Senate 24,"fairview-warriors-(fairview-park,oh)",4,14,PATRIOT,PATRIOT - STRPS,fairview_fairview_park,fairview,f66459c8-e540-48d7-a5af-c9bccf7352b0,"4507 213TH ST, FAIRVIEW PARK, OH 44126-2105"
572,SHFA,6,22,GRN MEAD,GRN MEAD,defiance,-84.5538573,41.3465584,142,Apaches,Public,Northwest,Sherwood,SHERWOOD FAIRVIEW,FAIRVIEW,Sherwood Fairview,BLACK,GOLD,WHITE,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Fairview_2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fairview_2013_R.png",Sherwood Fairview,team530,northwestern,2011,Grass,"2,132",Apache Stadium,US House 5,OH House 82,OH Senate 1,"fairview-apaches-(sherwood,oh)",6,22,GRN MEAD,GRN MEAD,fairview_sherwood,fairview,d4799e6d-ba1a-4045-b1ff-eebfa41fadd9,"06289 US HWY 127, SHERWOOD, OH 43556-9801"
576,FAP,6,24,SBAAC,SBAAC - NAT,brown,-83.931336,39.1836777,127,Rockets,Public,Southwest,Fayetteville,FAYETTEVILLE-PERRY,FAYETTEVILLE-PERRY,Fayetteville,GREEN,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Fayetteville-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Fayetteville-2017_R.png",Fayetteville,team726,southwestern,1802,Grass,330,Fayetteville Field,US House 2,OH House 66,OH Senate 14,"fayetteville-perry-rockets-(fayetteville,oh)",6,24,SBAAC,SBAAC - NAT,fayetteville-perry_fayetteville,fayetteville,6f2d9d39-ce42-41e5-82f1-c0b3fe7e463d,"501 S APPLE ST, FAYETTEVILLE, OH 45118"
578,SFH,6,23,TRI VAL,TRI VAL - HOCK,athens,-81.879507,39.3119524,119,Lancers,Public,Southeast,Stewart,STEWART FEDERAL HOCKING,FEDERAL HOCKING,Stewart Federal Hocking,MAROON,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/FederalHocking-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/FederalHocking-2016_R.png",Federal Hocking,team559,southeastern,1913,Grass,"1,508",Federal Hocking Lancers,US House 15,OH House 94,OH Senate 30,"federal-hocking-lancers-(stewart,oh)",6,23,TRI VAL,TRI VAL - HOCK,federal_hocking_stewart,federal-hocking,079dad2a-c37e-422a-a9f2-e71c48688c9b,"8461 STATE ROUTE 144, STEWART, OH 45778"
582,MBF,4,16,GCL,GCL - NORTH,warren,-84.2944764,39.4919824,209,Falcons,Private,Southwest,Middletown,MIDDLETOWN BISHOP FENWICK,BISHOP FENWICK,Franklin Bishop Fenwick,CRIMSON,GOLD,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/BishopFenwick-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/BishopFenwick-2017_R.png",Bishop Fenwick,team460,southwestern,NA,NA,NA,NA,US House 1,OH House 62,OH Senate 7,"bishop-fenwick-falcons-(franklin,oh)",3,12,GCL,GCL - NORTH,bishop_fenwick_franklin,bishop-fenwick,9b3d0312-2bba-4789-ac77-aaad52254488,"4855 STATE ROUTE 122, FRANKLIN, OH 45005-9648"
584,MFI,4,13,PORT TRL,PORT TRL - METRO,portage,-81.345074,41.0681459,219,Falcons,Public,NE Inland,Mogadore,MOGADORE FIELD,FIELD,Mogadore Field,RED,WHITE,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x138/ohiohshelmets.webs.com/Field-2017_L.png","http://mediaprocessor.websimages.com/width/181/crop/0,0,181x138/ohiohshelmets.webs.com/Field-2017_R.png",Field,team254,northeastern,2199,Grass,"2,880",Falcons Field,US House 16,OH House 75,OH Senate 18,"field-falcons-(mogadore,oh)",4,13,PORT TRL,PORT TRL - METRO,field_mogadore,field,232e2655-48d7-4fd9-86e8-0f0a19b1eb03,"2900 State Route 43, MOGADORE, OH 44260-9715"
586,FIN,1,2,TRAC,TRAC,hancock,-83.6659271,41.0566539,612,Trojans,Public,Northwest,Findlay,FINDLAY,FINDLAY,Findlay,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Findlay-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Findlay-2016_R.png",Findlay,team037,northwestern,2020,Artificial Turf,"6,653",J.C Donnell Memorial Stadium,US House 5,OH House 83,OH Senate 1,"findlay-trojans-(findlay,oh)",1,2,TRAC,TRAC,findlay_findlay,findlay,2bae9a0e-60c2-472c-9463-55b0fff1541f,"1200 BROAD AVENUE, FINDLAY, OH 45840-2653"
588,CIF,5,20,CHL,CHL,hamilton,-84.51559,39.229156,178,Wildcats,Public,Southwest,Cincinnati,CIN. FINNEYTOWN,FINNEYTOWN,Cincinnati Finneytown,Red,Carolina Blue,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x136/ohiohshelmets.webs.com/Finneytown-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/Finneytown-2017_R.png",Cin. Finneytown,team451,southwestern,1982,Grass,"1,953",McNulty Stadium,US House 2,OH House 33,OH Senate 9,"finneytown-wildcats-(cincinnati,oh)",5,20,CHL,CHL,finneytown_cincinnati,finneytown,c7252143-3c5b-44d9-b5bc-f7bda765a8da,"8916 FONTAINEBLEAU TERR, CINCINNATI, OH 45231-4806"
590,OFI,4,14,PATRIOT,PATRIOT - STARS,lorain,-82.2988039,41.3368059,237,Falcons,Public,NE Lakes,Oberlin,OBERLIN FIRELANDS,FIRELANDS,Oberlin Firelands,RED,WHITE,BLACK,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Firelands-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Firelands-2015_R.png",Firelands,team280,northeastern,2134,Grass,"1,652",Firelands Field,US House 4,OH House 56,OH Senate 13,"firelands-falcons-(oberlin,oh)",4,14,PATRIOT,PATRIOT - STARS,firelands_oberlin,firelands,a7930875-ecc1-4f10-9d94-c780564cd402,"10643 VERMILION RD, OBERLIN, OH 44074-9628"
592,AFI,2,5,AKR CITY,AKR CITY,summit,-81.5649701,41.1183296,471,Falcons,Public,NE Inland,Akron,AKRON FIRESTONE,FIRESTONE,Akron Firestone,GREEN,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Firestone-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Firestone-2017_R.png",Akron Firestone,team121,northeastern,NA,NA,NA,NA,US House 13,OH House 34,OH Senate 28,"firestone-falcons-(akron,oh)",2,5,AKR CITY,AKR CITY,firestone_akron,firestone,3a1cdc86-d84d-4f9e-aab3-b9a3fa047962,"470 Castle Blvd., AKRON, OH 44313-6432"
594,LFC,7,27,MID ST,MID ST - CARD,fairfield,-82.589202,39.744855,59,Irish,Private,Central,Lancaster,LANCASTER FISHER CATH.,FISHER CATHOLIC,Lancaster Fisher Catholic,GREEN,WHITE,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x139/ohiohshelmets.webs.com/Fisher Catholic-2017__L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Fisher Catholic-2017__R.png",Fisher Catholic,team667,central,NA,NA,NA,NA,US House 15,OH House 77,OH Senate 20,"fisher-catholic-irish-(lancaster,oh)",7,27,MID ST,MID ST - CARD,fisher_catholic_lancaster,fisher-catholic,133be6e4-5c42-4de1-80a5-afbf931cc31b,"1803 GRANVILLE PIKE, LANCASTER, OH 43130-1042"
598,BFF,6,23,PIO VAL,PIO VAL,washington,-81.6316783,39.5475769,137,Cadets,Public,East,Beverly,BEVERLY FORT FRYE,FORT FRYE,Beverly Fort Frye,RED,BLUE,WHITE,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/FortFrye-2016_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/FortFrye-2016_R.png",Fort Frye,team538,eastern,2257,Grass,"2,097",Fort Frye Cadet Stadium,US House 6,OH House 95,OH Senate 30,"fort-frye-cadets-(beverly,oh)",6,23,PIO VAL,PIO VAL,fort_frye_beverly,fort-frye,b3126ff8-3282-4a4c-a6b4-7368c8b8b44a,"420 5TH ST, BEVERLY, OH 45715-1089"
602,FLO,7,28,XC,XC,shelby,-84.3659401,40.3477126,96,Redskins,Public,Southwest,Fort Loramie,FORT LORAMIE,FORT LORAMIE,Fort Loramie,RED,BLACK,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/FortLoramie-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/FortLoramie-2013_R.png",Fort Loramie,team695,southwestern,2235,Grass,"2,394",Fort Loramie Stadium,US House 4,OH House 84,OH Senate 12,"fort-loramie-redskins-(fort-loramie,oh)",7,28,XC,XC,fort_loramie_fort_loramie,fort-loramie,fed7109b-de97-4696-9201-e9fb53774cfb,"600 E PARK ST, FORT LORAMIE, OH 45845-0290"
604,FRE,6,24,MAC,MAC,mercer,-84.7743928,40.4121345,122,Indians,Public,Northwest,Fort Recovery,FORT RECOVERY,FORT RECOVERY,Fort Recovery,PURPLE,WHITE,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/FtRecovery-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/FtRecovery-2013_R.png",Fort Recovery,team696,northwestern,1889,Grass,"2,347",Fort Recovery Stadium,US House 8,OH House 84,OH Senate 12,"fort-recovery-indians-(fort-recovery,oh)",6,24,MAC,MAC,fort_recovery_fort_recovery,fort-recovery,35bc93f6-bb8c-40c6-8aa6-baae21440fa6,"400 East Butler Street, FORT RECOVERY, OH 45846-0604"
606,FOS,5,18,N BUCK,N BUCK,wood,-83.4324676,41.169419,197,Redmen,Public,Northwest,Fostoria,FOSTORIA,FOSTORIA,Fostoria,RED,BLACK,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Fostoria-2016_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Fostoria-2016_R.png",Fostoria,team389,northwestern,2231,Grass,"5,136",Fostoria Memorial Stadium,US House 5,OH House 3,OH Senate 2,"fostoria-redmen-(fostoria,oh)",5,18,N BUCK,N BUCK,fostoria_fostoria,fostoria,9f4f9653-f7b0-4acb-b9fc-cc91b894af38,"1001 PARK AVE, FOSTORIA, OH 44830-1455"
608,FRA,3,12,SWBL,SWBL - SW,warren,-84.2872926,39.5537677,352,Wildcats,Public,Southwest,Franklin,FRANKLIN,FRANKLIN,Franklin,BLACK,RED,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Franklin-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Franklin-2017_R.png",Franklin,team339,southwestern,2253,Artificial Turf,"2,816",Franklin Wildcat Stadium,US House 1,OH House 62,OH Senate 7,"franklin-wildcats-(franklin,oh)",3,12,SWBL,SWBL - SW,franklin_franklin,franklin,3c79a18e-3a6d-40bb-9987-796ab0cdf4c1,"750 E 4TH STREET, FRANKLIN, OH 45005-2308"
610,COFH,2,7,OCC,OCC - CAP,franklin,-83.0918838,39.9326276,531,Falcons,Public,Central,Columbus,COLS. FRANKLIN HTS.,FRANKLIN HEIGHTS,Columbus Franklin Heights,GOLD,BLACK,NA,"http://mediaprocessor.websimages.com/width/182/crop/0,0,182x137/ohiohshelmets.webs.com/FranklinHeights-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/FranklinHeights-2017_R.png",Franklin Heights,team183,central,2056,Grass,"3,250",Franklin Heights Stadium,US House 3,OH House 17,OH Senate 3,"franklin-heights-falcons-(columbus,oh)",2,8,OCC,OCC - CAP,franklin_heights_columbus,franklin-heights,8b46acbd-b011-405c-bdbe-2498664e79c3,"1001 DEMOREST RD, COLUMBUS, OH 43204-1043"
614,FRED,5,18,KNX MRRW,KNX MRRW,knox,-82.553731,40.475551,153,Freddies,Public,Central,Fredericktown,FREDERICKTOWN,FREDERICKTOWN,Fredericktown,RED,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fredericktown-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Fredericktown-2014_R.png",Fredericktown,team548,central,NA,NA,NA,NA,US House 7,OH House 68,OH Senate 19,"fredericktown-freddies-(fredericktown,oh)",5,19,KNX MRRW,KNX MRRW,fredericktown_fredericktown,fredericktown,33f4d6a4-374e-4429-9e63-ffabc8af963f,"111 Stadium Drive, FREDERICKTOWN, OH 43019-1267"
616,FRO,2,6,TRAC,TRAC,sandusky,-83.120392,41.361336,461,Little Giants,Public,Northwest,Fremont,FREMONT ROSS,FREMONT ROSS,Fremont Ross,PURPLE,WHITE,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/FremontRoss-2016__L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/FremontRoss-2016__R.png",Fremont Ross,team038,northwestern,1504,Artificial Turf,"3,400",Harmon Field at Don Paul Stadium,US House 4,OH House 88,OH Senate 26,"ross-little-giants-(fremont,oh)",2,6,TRAC,TRAC,fremont_ross_fremont,fremont-ross,61a2ced1-c10c-4df7-a79c-5203a9c3d067,"1100 NORTH STREET, FREMONT, OH 43420-1132"
618,NMF,7,27,PIO VAL,PIO VAL,washington,-81.0770126,39.5119634,80,Cougars,Public,East,New Matamoras,NEW MATAMORAS FRONTIER,FRONTIER,New Matamoras Frontier,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/Frontier-2016_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/Frontier-2016_R.png",Frontier,team672,eastern,2258,Grass,"1,117",Frontier Cougar Stadium,US House 6,OH House 95,OH Senate 30,"frontier-cougars-(new-matamoras,oh)",7,27,PIO VAL,PIO VAL,frontier_new_matamoras,frontier,7f583819-b402-4074-828b-666f59811d02,"44870 S.R. 7, NEW MATAMORAS, OH 45767-6149"
620,GAL,4,14,MOAC,MOAC,crawford,-82.8051993,40.7400409,211,Tigers,Public,Northwest,Galion,GALION,GALION,Galion,ORANGE,NAVY BLUE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Galion-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Galion-2017_R.png",Galion,team390,northwestern,1837,Grass,"2,375",Galion High School Football Field,US House 4,OH House 87,OH Senate 26,"galion-tigers-(galion,oh)",4,14,MOAC,MOAC,galion_galion,galion,23f07702-651f-4ca1-84f6-addfa4ff85cf,"472 Portland Way N., GALION, OH 44833-1738"
622,GGA,4,15,OVAC,OVAC,gallia,-82.2622589,38.8045656,234,Blue Devils,Public,Southeast,Gallipolis,GALLIPOLIS GALLIA ACAD.,GALLIA ACADEMY,Gallipolis Gallia Academy,BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/GalliaAcademy-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/GalliaAcademy-2015_R.png",Gallia Acad.,team424,southeastern,2069,Grass,150,Gallia Academy Field,US House 6,OH House 93,OH Senate 17,"gallia-academy-blue-devils-(gallipolis,oh)",4,15,OVAC,OVAC,gallia_academy_gallipolis,gallia-academy,767619b8-4726-4754-a60a-0ba403bb2eaa,"2855 Centenary Road, GALLIPOLIS, OH 45631-1109"
624,SGA,6,23,IVC,IVC - SOUTH,tuscarawas,-81.6403248,40.5075375,149,Pirates,Public,East,Sugarcreek,SUGARCREEK GARAWAY,GARAWAY,Sugarcreek Garaway,RED,BLUE,WHITE,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Garaway-2014_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Garaway-2014_R.png",Sugarcreek Garaway,team500,eastern,1562,Grass,"1,800",Garaway Stadium,US House 7,OH House 98,OH Senate 31,"garaway-pirates-(sugarcreek,oh)",6,21,IVC,IVC - SOUTH,garaway_sugarcreek,garaway,dbb84631-24f6-4eac-8b2d-7b491e01f3ce,"146 DOVER RD, SUGARCREEK, OH 44681-9309"
626,AGA,NA,NA,UNKWN,UNKWN,summit,-81.5117185,41.0463255,322,Rams,Public,NE Inland,Akron,AKRON GARFIELD,GARFIELD,Akron Garfield,MAROON,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Garfield-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Garfield-2013_R.png",Akron Garfield,NA,northeastern,NA,NA,NA,NA,US House 13,OH House 35,OH Senate 28,NA,NA,NA,UNKWN,UNKWN,garfield_akron,NA,aa1fa22f-e7d4-4e68-9e0e-4c3e51c79efc,"435 N FIRESTONE BLVD, AKRON, OH 44301-2204"
630,GARG,5,17,PORT TRL,PORT TRL - CNTY,portage,-81.1006591,41.2707481,175,G-Men,Public,NE Inland,Garrettsville,GARRETTSVILLE GARFIELD,GARFIELD,Garrettsville Garfield,BLACK,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Garfield-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Garfield-2015_R.png",Garrettsville Garfield,team365,northeastern,2200,Grass,"1,322",JAG Field,US House 14,OH House 76,OH Senate 18,"garfield-g-men-(garrettsville,oh)",5,17,PORT TRL,PORT TRL - CNTY,garfield_garrettsville,garfield,f92ced1e-f1fa-4c51-a637-84c1c00a4b64,"10233 STATE ROUTE 88, GARRETTSVILLE, OH 44231-9205"
632,GHTS,2,5,IND,IND,cuyahoga,-81.6149562,41.4273257,538,Bulldogs,Public,NE Lakes,Garfield Hts,GARFIELD HTS.,GARFIELD HEIGHTS,Garfield Heights,NAVY BLUE,VEGAS GOLD,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/GarfieldHeights-2018_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/GarfieldHeights-2018_R.png",Garfield Heights,team012,northeastern,NA,NA,NA,NA,US House 11,OH House 11,OH Senate 21,"garfield-heights-bulldogs-(garfield-heights,oh)",2,5,IND,IND,garfield_heights_garfield_hts,garfield-heights,2e0d4050-bf62-4c42-966f-98271dcbc1f3,"4900 TURNEY ROAD, GARFIELD HTS, OH 44125-4346"
634,GEN,3,9,CHGN VAL,CHGN VAL - CHGN,ashtabula,-80.9288278,41.800233,314,Eagles,Public,NE Lakes,Geneva,GENEVA,GENEVA,Geneva,SCARLET,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Geneva-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Geneva-2015_R.png",Geneva,team135,northeastern,2286,Artificial Turf,"7,000",Spire Stadium at the Spire Institute,US House 14,OH House 99,OH Senate 32,"geneva-eagles-(geneva,oh)",3,9,CHGN VAL,CHGN VAL - CHGN,geneva_geneva,geneva,3cde69bf-e7e5-4e8b-951c-27b31fa7453d,"1301 S RIDGE RD E, GENEVA, OH 44041-8269"
636,GAR,5,18,N BUCK,N BUCK,ottawa,-83.361937,41.558371,182,Comets,Public,Northwest,Genoa,GENOA AREA,GENOA AREA,Genoa Area,MAROON,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Genoa-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Genoa-2016_R.png",Genoa Area,team391,northwestern,1868,Grass,"2,102",Genoa Area Field,US House 5,OH House 89,OH Senate 2,"genoa-area-comets-(genoa,oh)",5,18,N BUCK,N BUCK,genoa_area_genoa,genoa-area,cf475dc8-e5d9-433d-8060-6054e5620def,"2980 N GENOA CLAY CTR, GENOA, OH 43430-9733"
