OHSAA.ID,HyTek,Div.2017,Reg.2017,Conf.2017,ConfSub.2017,County,lon,lat,Enrollment,Mascot,Public,OHSAA.Dist,City,OHSAA.Tourn,OHSAA.Full,AJ.Name,Color1,Color2,Color3,Helm.Left,Helm.Right,Best.Name,Fan50_ID,GenArea,StadID,Surface,Capacity,Stadium,usHOUSE,ohHOUSE,ohSENATE,MaxPreps,Div.2018,Reg.2018,Conf.2018,ConfSub.2018,Yappi,oh_helm,maxpreps_ugly,OHSAA.Address
996,SMC,7,25,MHNG VAL,MHNG VAL,mahoning,-81.0155067,40.9261508,60,Trojans,Public,NE Inland,Sebring,SEBRING MCKINLEY,SEBRING MC KINLEY,Sebring McKinley,PURPLE,VEGAS GOLD,NA,"http://mediaprocessor.websimages.com/width/173/crop/0,0,173x132/ohiohshelmets.webs.com/Sebring-2017_L.png","http://mediaprocessor.websimages.com/width/173/crop/0,0,173x132/ohiohshelmets.webs.com/Sebring-2017_R.png",Sebring McKinley,team617,northeastern,2151,Grass,"1,554",Schaefer - Davies Stadium,US House 6,OH House 59,OH Senate 33,"mckinley-trojans-(sebring,oh)",7,25,MHNG VAL,MHNG VAL,mc_kinley_sebring,sebring-mckinley,a28d2bd0-4225-47ee-bd96-0cab41c25cf8,"225 E INDIANA AVENUE, SEBRING, OH 44672-1432"
998,CAMN,3,12,GCL,GCL - CENT,hamilton,-84.3771673,39.0860074,235,Rockets,Private,Southwest,Cincinnati,CIN. ARCHBISHOP MCNICHOLAS,ARCHBISHOP McNICHOLAS,Cincinnati Archbishop McNicholas,GREEN,GOLD,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/McNicholas-2016_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/McNicholas-2016_R.png",Cin. Archbishop McNicholas,team327,southwestern,NA,NA,NA,NA,US House 2,OH House 27,OH Senate 7,"archbishop-mcnicholas-rockets-(cincinnati,oh)",3,12,GCL,GCL - CENT,archbishop_mcnicholas_cincinnati,mcnicholas,36fbde50-97f3-4ee6-9632-e0797cf131ad,"6536 BEECHMONT AVE, CINCINNATI, OH 45230-2004"
1000,BME,4,15,E CEN OH,E CEN OH - GRAY,guernsey,-81.5574486,39.9505923,210,Colts,Public,East,Byesville,BYESVILLE MEADOWBROOK,MEADOWBROOK,Byesville Meadowbrook,BROWN,ORANGE,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Meadowbrook-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Meadowbrook-2016_R.png",Meadowbrook,team418,eastern,1850,Artificial Turf,"2,500",Eugene Capers Field,US House 6,OH House 97,OH Senate 20,"meadowbrook-colts-(byesville,oh)",5,19,E CEN OH,E CEN OH - GRAY,meadowbrook_byesville,meadowbrook,58539aaa-e712-4081-a59e-0a80cbade0d0,"58615 MARIETTA RD, BYESVILLE, OH 43723-9801"
1002,DME,4,16,SOPL,SOPL - AMER,montgomery,-84.2514215,39.8135866,210,Lions,Public,Southwest,Dayton,DAY. MEADOWDALE,MEADOWDALE,Dayton Meadowdale,BLACK,GOLD,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/Meadowdale-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Meadowdale-2017_R.png",Meadowdale,team222,southwestern,1951,Artificial Turf,"11,000",Kettering Health Network Field at Welcome Stadium,US House 10,OH House 43,OH Senate 5,"meadowdale-lions-(dayton,oh)",4,16,DAY CITY,DAY CITY,meadowdale_dayton,meadowdale,c05da458-c38b-4565-985c-4315510d57b4,"3873 Whitestone Ct, DAYTON, OH 45416-2128"
1004,MEC,6,24,OH HRTGE,OH HRTGE,champaign,-83.5589433,40.0784326,110,Indians,Public,Southwest,Mechanicsburg,MECHANICSBURG,MECHANICSBURG,Mechanicsburg,PURPLE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Mechanicsburg-2014__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Mechanicsburg-2014_R.png",Mechanicsburg,team703,southwestern,1950,Grass,"1,739",Mechanicsburg Indian Stadium,US House 4,OH House 85,OH Senate 12,"mechanicsburg-indians-(mechanicsburg,oh)",6,24,OH HRTGE,OH HRTGE,mechanicsburg_mechanicsburg,mechanicsburg,80715b73-f43a-4de9-b8f7-a6a0113ba46d,"60 HIGH STREET, MECHANICSBURG, OH 43044-1003"
1006,MED,1,2,GRTR CLE,GRTR CLE,medina,-81.851278,41.144693,897,Battling Bees,Public,NE Inland,Medina,MEDINA,MEDINA,Medina,GREEN,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Medina-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Medina-2014_R.png",Medina,team049,northeastern,1543,Artificial Turf,"5,467",Ken Dukes Stadium,US House 16,OH House 69,OH Senate 22,"medina-battling-bees-(medina,oh)",1,1,GRTR CLE,GRTR CLE,medina_medina,medina,21ffe664-f5e7-4439-ab16-6836e104d3bf,"777 E UNION ST, MEDINA, OH 44256-1970"
1008,PME,4,15,TRI VAL,TRI VAL - OHIO,meigs,-82.0095687,39.0550833,204,Marauders,Public,Southeast,Pomeroy,POMEROY MEIGS,MEIGS,Pomeroy Meigs,MAROON,GOLD,NA,"http://mediaprocessor.websimages.com/width/178/crop/0,0,178x135/ohiohshelmets.webs.com/Meigs-2017_L.png","http://mediaprocessor.websimages.com/width/177/crop/0,0,177x135/ohiohshelmets.webs.com/Meigs-2017_R.png",Meigs,team432,southeastern,1862,Grass,"2,162",Meigs Field,US House 6,OH House 94,OH Senate 30,"meigs-marauders-(pomeroy,oh)",4,15,TRI VAL,TRI VAL - OHIO,meigs_pomeroy,meigs,5dfa1915-1957-47bc-bdc9-3c38c36684f2,"42091 POMEROY PIKE, POMEROY, OH 45769-9411"
1010,CME,6,21,ALL AMER,ALL AMER - BLUE,mahoning,-80.5995589,41.0814425,150,Red Devils,Public,NE Inland,Campbell,CAMPBELL MEMORIAL,MEMORIAL,Campbell Memorial,RED,BLACK,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/Memorial-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Memorial-2016_R.png",Campbell Memorial,team359,northeastern,1759,Grass,"7,200",John Knapick Field at Campbell Memorial Stadium,US House 13,OH House 58,OH Senate 33,"memorial-red-devils-(campbell,oh)",6,21,ALL AMER,ALL AMER - BLUE,memorial_campbell,campbell-memorial,1095309d-9c7e-493f-9800-c24dfe783f53,"280 6TH ST, CAMPBELL, OH 44405-1325"
1012,SMM,4,14,WESTER,WESTER,auglaize,-84.3742639,40.5583398,252,Roughriders,Public,Northwest,St Marys,ST. MARYS MEMORIAL,ST MARYS MEMORIAL,St Marys Memorial,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/StMarysMemorial-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/StMarysMemorial-2014_R.png",St Marys Memorial,team287,northwestern,2499,Grass,"3,500","""The Skip"", Skip Baughman Stadium",US House 4,OH House 82,OH Senate 1,"memorial-roughriders-(st-marys,oh)",4,14,WESTER,WESTER,st_marys_memorial_st_marys,st-marys-memorial,ce999acf-2dcb-445b-bb6b-805ad4b98d7c,"2250 State Route 66 North, ST MARYS, OH 45885-2523"
1016,MEN,1,1,GRTR CLE,GRTR CLE,lake,-81.3374519,41.6960519,963,Cardinals,Public,NE Lakes,Mentor,MENTOR,MENTOR,Mentor,SCARLET,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Mentor-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Mentor-2014_R.png",Mentor,team016,northeastern,1539,Artificial Turf,"7,333",Jerome T. Osborne Sr. Stadium,US House 14,OH House 61,OH Senate 18,"mentor-cardinals-(mentor,oh)",1,1,GRTR CLE,GRTR CLE,mentor_mentor,mentor,1814bd70-ce13-4bc0-86ff-a53ea21c670b,"6477 CENTER ST, MENTOR, OH 44060-4109"
1018,CSME,5,20,XC,XC,miami,-84.1147979,40.085445,175,Vikings,Public,Southwest,Casstown,CASSTOWN MIAMI EAST,MIAMI EAST,Casstown Miami East,BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiamiEast-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiamiEast-2014_R.png",Miami East,team567,southwestern,2164,Grass,"2,013",Miami East Stadium,US House 8,OH House 80,OH Senate 5,"miami-east-vikings-(casstown,oh)",5,18,XC,XC,miami_east_casstown,miami-east,c919542f-f748-4261-bd9d-bb1b6e4f310e,"3925 N STATE ROUTE 589, CASSTOWN, OH 45312-9707"
1020,MIA,1,3,GWOC,GWOC - NAT W,montgomery,-84.2576057,39.6279586,627,Vikings,Public,Southwest,Miamisburg,MIAMISBURG,MIAMISBURG,Miamisburg,ROYAL BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Miamisburg-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Miamisburg-2016_R.png",Miamisburg,team111,southwestern,2170,Artificial Turf,"5,800",Harmon Field at Miamisburg Stadium,US House 10,OH House 42,OH Senate 6,"miamisburg-vikings-(miamisburg,oh)",1,3,GWOC,GWOC - NAT W,miamisburg_miamisburg,miamisburg,24db4bf4-25ac-4d5a-9a08-ec07c5906dc1,"1860 Belvo, Miamisburg, OH 45342"
1022,WCHM,3,11,FRONTIER,FRONTIER,fayette,-83.5128917,39.5952105,268,Panthers,Public,Southeast,Washington Ch,WASHINGTON C.H. MIAMI TRACE,MIAMI TRACE,Washington Court House Miami Trace,BLACK,WHITE,GOLD,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/MiamiTrace-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/MiamiTrace-2017_R.png",Miami Trace,team351,southeastern,1847,Grass,"3,648",Miami Trace Stadium,US House 10,OH House 92,OH Senate 17,"miami-trace-panthers-(washington-courthouse,oh)",3,11,FRONTIER,FRONTIER,miami_trace_washington_ch,miami-trace,9683a4dd-ba65-4048-86a1-0ead456359a6,"3722 STATE ROUTE 41 NW, WASHINGTON CH, OH 43160-9408"
1023,CMVC,7,28,MIA VAL,MIA VAL - SCAR,hamilton,-84.360942,39.128773,42,Lions,Private,Southwest,Cincinnati,CIN. MIAMI VALLEY CHRISTIAN ACAD.,MIAMI VALLEY CHRISTIAN ACADEMY,Cincinnati Miami Valley Christian Academy,PURPLE,SILVER,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/MVCA-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/MVCA-2017_R.png",Cin. MVCA,team733,southwestern,NA,NA,NA,NA,US House 2,OH House 27,OH Senate 7,"miami-valley-christian-academy-lions-(cincinnati,oh)",7,28,MIA VAL,MIA VAL - SCAR,miami_valley_christian_academy_cincinnati,mvca,784a1d00-2028-4f3f-b811-eb1680ecf1a5,"6830 SCHOOL ST, CINCINNATI, OH 45244"
1026,MID,1,4,GRTR MIA,GRTR MIA,butler,-84.3501005,39.5220611,626,Middies,Public,Southwest,Middletown,MIDDLETOWN,MIDDLETOWN,Middletown,PURPLE,WHITE,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/Middletown-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Middletown-2017_R.png",Middletown,team112,southwestern,1478,Artificial Turf,"9,026",Cris Carter Field at Barnitz Stadium,US House 8,OH House 53,OH Senate 4,"middletown-middies-(middletown,oh)",1,4,GRTR MIA,GRTR MIA,middletown_middletown,middletown,6e127fc1-aea3-4b45-8455-64e203001ba7,"601 N BREIEL BLVD, MIDDLETOWN, OH 45042-3801"
1027,MDCH,NA,NA,IND,IND,warren,-84.3180626,39.48754,50,Eagles,Private,Southwest,Franklin,MIDDLETOWN CHRISTIAN,MIDDLETOWN CHRISTIAN,Franklin Middletown Christian,ROYAL BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/MiddletownChristian-2017_R.png",Middletown Christian,NA,southwestern,NA,NA,NA,NA,US House 1,OH House 62,OH Senate 7,"middletown-christian-eagles-(franklin,oh)",NA,NA,IND,IND,middletown_christian_club_franklin,middletown-christian,0fcaaf32-3b72-4b27-807f-3f2bb10f7d60,"3011 N UNION ROAD, FRANKLIN, OH 45005"
1028,MIDP,NA,NA,UNKWN,UNKWN,cuyahoga,-81.8048339,41.3778995,NA,Meteors,Public,NE Lakes,Middleburg Heights,0,Midpark (Consolidate w/ Berea High School 2013-14),Middleburg Heights Midpark,ORANGE,BROWN,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Midpark-2012_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Midpark-2012_R.png",Midpark,NA,northeastern,NA,NA,NA,NA,US House 16,OH House 14,OH Senate 23,NA,NA,NA,UNKWN,UNKWN,midpark_middleburg_heights,NA,96469667-3a69-4028-9c2b-a1f37e60ab25,"7000 PAULA DR, MIDDLEBURG HGTS, OH 44130-3561"
1030,GMI,2,6,SW,SW,lorain,-82.0635244,41.3024908,436,Middies,Public,NE Lakes,Grafton,GRAFTON MIDVIEW,MIDVIEW,Grafton Midview,BLUE,SILVER,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Midivew-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Midivew-2013_R.png",Midview,team151,northeastern,1820,Artificial Turf,"4,000",Ross Field at Edward T. Adelsberg Stadium,US House 7,OH House 57,OH Senate 13,"midview-middies-(grafton,oh)",2,6,SW,SW,midview_grafton,midview,07a0d6af-29e2-43e5-a66d-fef8e7d223ca,"38199 CAPEL ROAD, GRAFTON, OH 44044-1137"
1032,COM,2,7,COL CITY,COL CITY - NORTH,franklin,-82.9237679,40.039168,492,Punchers,Public,Central,Columbus,COLS. MIFFLIN,MIFFLIN,Columbus Mifflin,BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Mifflin-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Mifflin-2017_R.png",Cols. Mifflin,team335,central,NA,NA,NA,NA,US House 3,OH House 25,OH Senate 15,"mifflin-punchers-(columbus,oh)",2,7,COL CITY,COL CITY - NORTH,mifflin_columbus,mifflin,2a20927d-613b-4297-92f1-b2b3105bd535,"3245 OAK SPRING ST, COLUMBUS, OH 43219-3067"
1034,MIL,1,4,ECC,ECC,clermont,-84.2413541,39.1802297,810,Eagles,Public,Southwest,Milford,MILFORD,MILFORD,Milford,RED,WHITE,BLACK,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Milford-2017__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Milford-2017__R.png",Milford,team113,southwestern,1978,Artificial Turf,"3,195",Eagle Stadium,US House 2,OH House 65,OH Senate 14,"milford-eagles-(milford,oh)",1,4,ECC,ECC,milford_milford,milford,fdaf1ff0-95da-4c00-84c6-1f1fec8db791,"ONE EAGLES WAY, MILFORD, OH 45150-2346"
1036,CMIL,7,27,TRI VAL,TRI VAL - HOCK,perry,-82.2174019,39.6203229,82,Falcons,Public,Southeast,Corning,CORNING MILLER,MILLER,Corning Miller,PURPLE,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Miller-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Miller-2017_R.png",Miller,team662,southeastern,2193,Grass,874,Miller High School Field,US House 15,OH House 72,OH Senate 31,"miller-falcons-(corning,oh)",7,27,TRI VAL,TRI VAL - HOCK,miller_corning,miller,d8ab09e8-213e-44d1-a346-b23946966f9b,"10397 STATE ROUTE 155 SE, CORNING, OH 43730-9710"
1040,MILL,7,27,MID ST,MID ST - CARD,fairfield,-82.5326322,39.8944865,74,Lakers,Public,Central,Millersport,MILLERSPORT,MILLERSPORT,Millersport,PURPLE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Millersport-2017__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Millersport-2017__R.png",Millersport,team670,central,2042,Grass,"1,172",Millersport Football Field,US House 15,OH House 77,OH Senate 20,"millersport-lakers-(millersport,oh)",7,27,MID ST,MID ST - CARD,millersport_millersport,millersport,82d485a7-b231-4891-807b-52d464656a47,"11850 LANCASTER ST, MILLERSPORT, OH 43046-0278"
1042,WMMU,5,20,SWBL,SWBL - BUCK,miami,-84.3448098,39.9629649,193,Bulldogs,Public,Southwest,West Milton,WEST MILTON MILTON-UNION,MILTON-UNION,West Milton Milton-Union,RED,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/MiltonUnion-2017_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/MiltonUnion-2017_R.png",Milton-Union,team472,southwestern,1996,Grass,"2,500",Memorial Stadium,US House 8,OH House 80,OH Senate 5,"milton-union-bulldogs-(west-milton,oh)",5,18,SWBL,SWBL - BUCK,milton-union_west_milton,milton-union,88569bf7-f273-4826-a8dd-31a50be66d2d,"7640 Milton-Potsdam Road, WEST MILTON, OH 45383-1505"
1044,MRI,6,21,MHNG VAL,MHNG VAL,trumbull,-80.7718405,41.1447378,116,Rams,Public,NE Inland,Mineral Ridge,MINERAL RIDGE,MINERAL RIDGE,Mineral Ridge,ORANGE,BLACK,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/MineralRidge-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/MineralRidge-2017_R.png",Mineral Ridge,team491,northeastern,2242,Grass,"2,961",Mineral Ridge Stadium,US House 13,OH House 63,OH Senate 32,"mineral-ridge-rams-(mineral-ridge,oh)",6,21,MHNG VAL,MHNG VAL,mineral_ridge_mineral_ridge,mineral-ridge,29476712-7009-43d8-9362-052c4b72ed7c,"1334 SEABORN ST, MINERAL RIDGE, OH 44440-9541"
1046,MIN,4,13,NBC,NBC,stark,-81.0970116,40.7355819,234,Lions,Public,East,Minerva,MINERVA,MINERVA,Minerva,CRIMSON,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Minerva-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Minerva-2014_R.png",Minerva,team311,eastern,1511,Artificial Turf,"5,000",Hines Stadium,US House 7,OH House 50,OH Senate 29,"minerva-lions-(minerva,oh)",4,13,EBC,EBC,minerva_minerva,minerva,ecf4ccd7-4f99-46f5-a8d6-8a1cd20ff9ae,"501 ALMEDA AVE, MINERVA, OH 44657-2020"
1048,MINF,5,19,S OH,S OH - II,scioto,-82.8525,38.8604,152,Falcons,Public,Southeast,Minford,MINFORD,MINFORD,Minford,RED,GRAY,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Minford-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Minford-2014_R.png",Minford,team555,southeastern,NA,NA,NA,NA,US House 6,OH House 90,OH Senate 14,"minford-falcons-(minford,oh)",5,20,S OH,S OH - II,minford_minford,minford,907f180b-b7e2-4fa3-b1ed-80e508d41b9b,"491 Bond Rd, MINFORD, OH 45653-0204"
1052,MNST,7,28,MAC,MAC,auglaize,-84.3796742,40.4019717,97,Wildcats,Public,Northwest,Minster,MINSTER,MINSTER,Minster,ORANGE,BLACK,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Minster-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Minster-2014_R.png",Minster,team704,northwestern,1904,Grass,"3,000",Memorial Field,US House 4,OH House 84,OH Senate 12,"minster-wildcats-(minster,oh)",7,28,MAC,MAC,minster_minster,minster,620e2a8f-a17c-4de9-8a67-d6b12bfa32aa,"100 EAST 7TH STREET, MINSTER, OH 45865-9801"
1054,UCMV,7,28,XC,XC,darke,-84.7468401,40.2218051,83,Blackhawks,Public,Southwest,Union City,UNION CITY MISSISSINAWA VALLEY,MISSISSINAWA VALLEY,Union City Mississinawa Valley,BLACK,white,red,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MississinawaValley-2016__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MississinawaValley-2016_R.png",Mississinawa Valley,team712,southwestern,1841,Grass,867,Mississinawa Valley Blackhawk Field,US House 8,OH House 84,OH Senate 12,"mississinawa-valley-blackhawks-(union-city,oh)",7,28,XC,XC,mississinawa_valley_union_city,mississinawa-valley,adb9193f-d755-4289-8cbf-3e06389e4f3d,"10480 STAUDT ROAD, UNION CITY, OH 45390-8648"
1056,CAMO,1,4,GCL,GCL - SOUTH,hamilton,-84.358654,39.220108,664,Fighting Crusaders,Private,Southwest,Cincinnati,CIN. ARCHBISHOP MOELLER,ARCHBISHOP MOELLER,Cincinnati Archbishop Moeller,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Moeller-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Moeller-2017_R.png",Cin. Moeller,team090,southwestern,2496,Artificial Turf,350,Moeller Stadium,US House 2,OH House 28,OH Senate 8,"archbishop-moeller-fighting-crusaders-(cincinnati,oh)",1,4,GCL,GCL - SOUTH,archbishop_moeller_cincinnati,moeller,02a38114-cfef-4831-a5a1-be6db0b5f59e,"9001 MONTGOMERY ROAD, CINCINNATI, OH 45242-7711"
1058,MOG,6,21,PORT TRL,PORT TRL - CNTY,summit,-81.394776,41.0478227,118,Wildcats,Public,NE Inland,Mogadore,MOGADORE,MOGADORE,Mogadore,GREEN,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Mogadore-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Mogadore-2017_R.png",Mogadore,team609,northeastern,1941,Grass,"2,187",Wildcat Stadium,US House 16,OH House 36,OH Senate 28,"mogadore-wildcats-(mogadore,oh)",6,21,PORT TRL,PORT TRL - CNTY,mogadore_mogadore,mogadore,68821d43-058c-4484-9a45-49949f749538,"130 S CLEVELAND AVE, MOGADORE, OH 44260-1443"
1060,SMO,7,26,NORTH 10,NORTH 10,wyandot,-83.1679839,40.9850389,106,Warriors,Public,Northwest,Sycamore,SYCAMORE MOHAWK,MOHAWK,Sycamore Mohawk,RED,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x136/ohiohshelmets.webs.com/Mohawk-2016_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/Mohawk-2016_R.png",Mohawk,team532,northwestern,1883,Grass,"2,386",Mohawk Warriors Stadium,US House 5,OH House 87,OH Senate 26,"mohawk-warriors-(sycamore,oh)",7,26,NORTH 10,NORTH 10,mohawk_sycamore,mohawk,b60acdfc-74d4-422d-8608-42f931159d18,"605 State Highway 231, Sycamore, OH 44882-9434"
1062,MLM,3,12,SWBL,SWBL - SW,butler,-84.3887543,39.4489539,291,Fighting Hornets,Public,Southwest,Monroe,MONROE,MONROE,Monroe,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Monroe-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Monroe-2016_R.png",Monroe,team346,southwestern,1931,Artificial Turf,"5,086",Monroe Hornets Stadium,US House 8,OH House 53,OH Senate 4,"monroe-hornets-(monroe,oh)",3,12,SWBL,SWBL - SW,monroe_monroe,monroe,67306b6a-4add-4115-9e2b-e92d95a28320,"220 YANKEE ROAD, MONROE, OH 45050"
1063,WMC,7,27,PIO VAL,PIO VAL,monroe,-81.129893,39.7625863,93,Seminoles,Public,East,Woodsfield,WOODSFIELD MONROE CENTRAL,MONROE CENTRAL,Woodsfield Monroe Central,RED,GOLD,BLACK,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MonroeCentral-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MonroeCentral-2013_R.png",Monroe Central,team563,eastern,NA,NA,NA,NA,US House 6,OH House 96,OH Senate 30,"monroe-central-seminoles-(woodsfield,oh)",7,27,PIO VAL,PIO VAL,monroe_central_woodsfield,monroe-central,f69dcb4e-fb61-43a7-81cd-fcd013c68009,"469 Lewisville Road, WOODSFIELD, OH 43793-9438"
1064,MON,7,26,FIRELNDS,FIRELNDS,huron,-82.7026757,41.2479821,79,Eagles,Public,Northwest,Monroeville,MONROEVILLE,MONROEVILLE,Monroeville,BLACK,GOLD,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Monroeville-2013_L-1.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Monroeville-2013_R-1.png",Monroeville,team610,northwestern,2287,Grass,"1,652",Marsh Field,US House 4,OH House 57,OH Senate 13,"monroeville-eagles-(monroeville,oh)",7,26,FIRELNDS,FIRELNDS,monroeville_monroeville,monroeville,fa64c6b2-4bcc-431d-98ff-4fa74b338790,"101 WEST STREET, MONROEVILLE, OH 44847-9797"
