"","Season","Week",""
"832",2015,9,0
"1030",2015,9,1
"1118",2015,9,0
"1146",2015,9,0
"1152",2015,9,0
"1154",2015,9,0
"1204",2015,9,0
"1232",2015,9,0
"1248",2015,9,0.98
"1350",2015,9,0
"1360",2015,9,0.04
"1476",2015,9,0.01
"1486",2015,9,0
"1510",2015,9,0
"1512",2015,9,0
"1588",2015,9,0
"1606",2015,9,0
"1608",2015,9,0.03
"1684",2015,9,0
"138",2015,9,0.38
"214",2015,9,0
"238",2015,9,1
"252",2015,9,0
"302",2015,9,0
"475",2015,9,0
"483",2015,9,0
"610",2015,9,0
"730",2015,9,0
"822",2015,9,0
"868",2015,9,0.9
"888",2015,9,0.03
"1032",2015,9,0
"1078",2015,9,0
"1086",2015,9,0
"1140",2015,9,0.05
"1342",2015,9,0.11
"1612",2015,9,0.61
"1624",2015,9,0.14
"1632",2015,9,0.17
"1656",2015,9,0
"1672",2015,9,0
"1674",2015,9,0
"1698",2015,9,0.09
"1700",2015,9,0
"1736",2015,9,0.79
"1741",2015,9,0.01
"118",2015,9,0
"192",2015,9,1
"320",2015,9,0.02
"364",2015,9,0.02
"516",2015,9,0.21
"548",2015,9,0
"690",2015,9,0
"696",2015,9,0.08
"810",2015,9,0.02
"842",2015,9,0
"872",2015,9,0.19
"884",2015,9,0
"904",2015,9,0
"1422",2015,9,0
"1484",2015,9,0
"1520",2015,9,0
"1526",2015,9,0.83
"1528",2015,9,0.01
"1552",2015,9,0.07
"1554",2015,9,0.98
"1664",2015,9,0
"1719",2015,9,0
"1720",2015,9,0
"1746",2015,9,0
"112",2015,9,0
"146",2015,9,0.94
"274",2015,9,1
"276",2015,9,0.97
"304",2015,9,0.29
"360",2015,9,0
"390",2015,9,0
"428",2015,9,0
"478",2015,9,0
"634",2015,9,0
"698",2015,9,0
"736",2015,9,0.09
"802",2015,9,0
"902",2015,9,0.88
"964",2015,9,0
"994",2015,9,0
"1120",2015,9,0
"1158",2015,9,0
"1180",2015,9,0
"1281",2015,9,0
"1288",2015,9,0
"1384",2015,9,0.76
"1472",2015,9,0
"1522",2015,9,0
"1658",2015,9,0
"1724",2015,9,1
"168",2015,9,0.36
"242",2015,9,0
"342",2015,9,0.87
"384",2015,9,0
"392",2015,9,0.02
"398",2015,9,0
"464",2015,9,0
"506",2015,9,0
"652",2015,9,0.93
"728",2015,9,0.17
"784",2015,9,0
"856",2015,9,0
"880",2015,9,0
"926",2015,9,0
"940",2015,9,0.53
"944",2015,9,0
"976",2015,9,0
"1160",2015,9,0
"1224",2015,9,0
"1240",2015,9,0.49
"1320",2015,9,0.73
"1324",2015,9,0
"1394",2015,9,0.18
"1398",2015,9,0
"1410",2015,9,0
"1571",2015,9,1
"1734",2015,9,0
"144",2015,9,0.24
"186",2015,9,0.86
"188",2015,9,0
"218",2015,9,0.89
"224",2015,9,0.11
"286",2015,9,0
"332",2015,9,0
"472",2015,9,0.17
"502",2015,9,0.8
"666",2015,9,0
"686",2015,9,0.01
"718",2015,9,0
"748",2015,9,0
"751",2015,9,1
"762",2015,9,1
"956",2015,9,0
"962",2015,9,0.59
"982",2015,9,0.22
"1022",2015,9,0
"1106",2015,9,0.96
"1348",2015,9,1
"1420",2015,9,0.17
"1436",2015,9,0
"1544",2015,9,0.93
"1618",2015,9,0
"1680",2015,9,0
"1750",2015,9,0.21
"132",2015,9,0.02
"158",2015,9,0.81
"184",2015,9,0
"292",2015,9,0.79
"330",2015,9,0.01
"352",2015,9,0
"402",2015,9,0
"476",2015,9,0
"526",2015,9,0
"608",2015,9,0.07
"658",2015,9,0
"678",2015,9,0
"998",2015,9,0.29
"1062",2015,9,0.07
"1074",2015,9,0.81
"1108",2015,9,0.98
"1164",2015,9,0.06
"1235",2015,9,0
"1258",2015,9,0.16
"1330",2015,9,0
"1412",2015,9,0
"1534",2015,9,0.56
"1550",2015,9,0.05
"1616",2015,9,1
"1660",2015,9,0
"1714",2015,9,0.08
"1732",2015,9,0
"176",2015,9,0
"294",2015,9,0
"310",2015,9,0
"322",2015,9,0
"416",2015,9,1
"448",2015,9,0
"500",2015,9,0
"514",2015,9,0
"584",2015,9,0
"644",2015,9,0
"702",2015,9,0.04
"738",2015,9,0
"774",2015,9,0
"828",2015,9,0.61
"1046",2015,9,0
"1162",2015,9,0
"1246",2015,9,0.45
"1264",2015,9,0.8
"1392",2015,9,0.12
"1432",2015,9,0
"1448",2015,9,0
"1488",2015,9,0
"1496",2015,9,0
"1500",2015,9,0.39
"1580",2015,9,0
"1678",2015,9,0.55
"166",2015,9,0
"190",2015,9,0.94
"198",2015,9,0.35
"262",2015,9,0.05
"272",2015,9,0
"346",2015,9,0
"378",2015,9,0
"380",2015,9,0
"570",2015,9,0.09
"590",2015,9,0.03
"620",2015,9,0
"712",2015,9,0.75
"804",2015,9,0
"808",2015,9,0.01
"914",2015,9,0.02
"1012",2015,9,0.01
"1080",2015,9,0.03
"1206",2015,9,0
"1208",2015,9,0
"1266",2015,9,0.34
"1314",2015,9,0.06
"1416",2015,9,0.24
"1574",2015,9,0
"1596",2015,9,0
"1598",2015,9,0
"1620",2015,9,0
"1634",2015,9,0.91
"114",2015,9,0
"212",2015,9,0.43
"232",2015,9,0
"300",2015,9,0
"370",2015,9,0
"376",2015,9,0
"482",2015,9,0
"554",2015,9,0
"622",2015,9,0.03
"758",2015,9,0.99
"788",2015,9,0
"830",2015,9,0
"870",2015,9,0.27
"882",2015,9,0
"890",2015,9,0.16
"1000",2015,9,0
"1008",2015,9,0.37
"1068",2015,9,0
"1100",2015,9,0
"1252",2015,9,0
"1316",2015,9,0
"1344",2015,9,1
"1568",2015,9,0
"1584",2015,9,0.02
"1604",2015,9,0
"1676",2015,9,0
"1752",2015,9,1
"106",2015,9,0
"164",2015,9,0
"388",2015,9,0.94
"510",2015,9,0
"582",2015,9,1
"660",2015,9,0
"742",2015,9,0
"752",2015,9,0.93
"796",2015,9,0.94
"806",2015,9,0.44
"892",2015,9,0
"988",2015,9,0
"1002",2015,9,0
"1148",2015,9,0
"1168",2015,9,0
"1176",2015,9,0.02
"1190",2015,9,0
"1322",2015,9,0
"1414",2015,9,0
"1421",2015,9,0
"1518",2015,9,1
"1524",2015,9,0
"1578",2015,9,0
"1590",2015,9,0
"1626",2015,9,0
"1636",2015,9,0
"1744",2015,9,0.14
"170",2015,9,0
"202",2015,9,0
"226",2015,9,0
"282",2015,9,0
"340",2015,9,0
"354",2015,9,0
"366",2015,9,0
"436",2015,9,0.58
"440",2015,9,0
"519",2015,9,0
"560",2015,9,0
"630",2015,9,0
"642",2015,9,0
"662",2015,9,1
"818",2015,9,0
"936",2015,9,0.01
"1112",2015,9,0
"1170",2015,9,0.01
"1210",2015,9,0
"1364",2015,9,0.09
"1396",2015,9,0
"1460",2015,9,0.59
"1548",2015,9,0
"1558",2015,9,0
"1560",2015,9,0
"1706",2015,9,0
"134",2015,9,0
"290",2015,9,0
"426",2015,9,1
"508",2015,9,0
"518",2015,9,0.15
"534",2015,9,0
"606",2015,9,0
"614",2015,9,0.01
"636",2015,9,0.13
"746",2015,9,0
"754",2015,9,0.65
"820",2015,9,0.96
"864",2015,9,0.05
"1072",2015,9,0
"1156",2015,9,0
"1172",2015,9,0
"1184",2015,9,0
"1212",2015,9,0
"1214",2015,9,0
"1236",2015,9,0
"1260",2015,9,0
"1300",2015,9,1
"1332",2015,9,0.09
"1506",2015,9,0.04
"1592",2015,9,0
"1710",2015,9,0
"108",2015,9,0.87
"182",2015,9,0
"220",2015,9,0.11
"362",2015,9,0.12
"410",2015,9,0
"556",2015,9,0
"706",2015,9,0
"760",2015,9,0.88
"794",2015,9,1
"816",2015,9,0
"866",2015,9,0
"968",2015,9,0
"1048",2015,9,0
"1150",2015,9,0
"1166",2015,9,0
"1186",2015,9,1
"1256",2015,9,0
"1268",2015,9,0
"1270",2015,9,0
"1318",2015,9,0
"1458",2015,9,0
"1566",2015,9,0
"1652",2015,9,0
"1690",2015,9,0
"1696",2015,9,0.85
"1740",2015,9,0
"120",2015,9,0
"208",2015,9,0.22
"228",2015,9,0.04
"264",2015,9,0.98
"318",2015,9,0
"369",2015,9,0.69
"382",2015,9,0
"490",2015,9,0
"588",2015,9,0
"672",2015,9,0.02
"676",2015,9,0
"920",2015,9,0
"924",2015,9,0.99
"928",2015,9,0
"954",2015,9,0
"1018",2015,9,0.02
"1042",2015,9,0.01
"1134",2015,9,0
"1272",2015,9,0
"1276",2015,9,0.14
"1284",2015,9,0.21
"1504",2015,9,0
"1600",2015,9,0
"1644",2015,9,0
"1682",2015,9,0
"1956",2015,9,0
"256",2015,9,1
"260",2015,9,0
"308",2015,9,0
"404",2015,9,0.93
"408",2015,9,1
"504",2015,9,0.89
"750",2015,9,0
"812",2015,9,0.87
"860",2015,9,0
"912",2015,9,1
"992",2015,9,0.09
"1010",2015,9,0
"1044",2015,9,0.09
"1058",2015,9,1
"1174",2015,9,0.99
"1192",2015,9,0
"1280",2015,9,0
"1328",2015,9,0
"1426",2015,9,0
"1456",2015,9,0
"1478",2015,9,0
"1542",2015,9,0
"1570",2015,9,0
"1630",2015,9,0
"1640",2015,9,0
"1650",2015,9,0
"1668",2015,9,1
"100",2015,9,0
"312",2015,9,0
"316",2015,9,0
"400",2015,9,1
"412",2015,9,0
"434",2015,9,0
"466",2015,9,0.06
"530",2015,9,0
"542",2015,9,0
"572",2015,9,0
"640",2015,9,0.96
"708",2015,9,0.1
"720",2015,9,0
"834",2015,9,0
"862",2015,9,0
"900",2015,9,0
"946",2015,9,0
"950",2015,9,0
"1066",2015,9,0
"1102",2015,9,0
"1216",2015,9,0
"1234",2015,9,0
"1308",2015,9,0
"1400",2015,9,0
"1532",2015,9,0.87
"1670",2015,9,0
"1722",2015,9,0
"1742",2015,9,0
"102",2015,9,0
"105",2015,9,0
"162",2015,9,0
"194",2015,9,0
"250",2015,9,0
"284",2015,9,0
"326",2015,9,0
"334",2015,9,0
"442",2015,9,0
"458",2015,9,0
"492",2015,9,0
"498",2015,9,0
"524",2015,9,0
"544",2015,9,0
"578",2015,9,0
"598",2015,9,1
"624",2015,9,0
"664",2015,9,0.57
"744",2015,9,0
"1084",2015,9,0
"1090",2015,9,0.02
"1096",2015,9,0
"1144",2015,9,0
"1226",2015,9,0
"1406",2015,9,0.95
"1418",2015,9,0
"1450",2015,9,0
"1586",2015,9,0.15
"110",2015,9,0
"130",2015,9,0
"206",2015,9,0
"236",2015,9,0
"368",2015,9,0.31
"394",2015,9,1
"430",2015,9,0.93
"460",2015,9,1
"462",2015,9,0
"470",2015,9,0
"576",2015,9,1
"604",2015,9,0
"772",2015,9,0.38
"874",2015,9,0
"958",2015,9,0
"1004",2015,9,0.99
"1082",2015,9,0
"1136",2015,9,0
"1230",2015,9,0
"1340",2015,9,0
"1352",2015,9,0
"1468",2015,9,0.62
"1553",2015,9,0
"1562",2015,9,0
"1564",2015,9,0.05
"1688",2015,9,0.01
"1712",2015,9,0.82
"348",2015,9,0
"418",2015,9,0
"446",2015,9,0.09
"450",2015,9,0
"456",2015,9,0.1
"488",2015,9,0
"566",2015,9,0
"768",2015,9,0
"786",2015,9,0.72
"850",2015,9,0
"906",2015,9,0
"934",2015,9,0
"974",2015,9,0
"996",2015,9,0
"1094",2015,9,0
"1294",2015,9,0
"1304",2015,9,0
"1359",2015,9,0
"1378",2015,9,0.27
"1494",2015,9,0
"1536",2015,9,0
"1556",2015,9,0
"1654",2015,9,0.1
"1716",2015,9,0
"1751",2015,9,0
"7974",2015,9,0
"128",2015,9,0
"136",2015,9,0
"154",2015,9,0.23
"278",2015,9,0
"298",2015,9,0
"343",2015,9,0
"424",2015,9,0
"432",2015,9,0
"452",2015,9,0
"512",2015,9,0
"520",2015,9,0
"722",2015,9,0.04
"726",2015,9,0
"732",2015,9,0
"854",2015,9,0
"990",2015,9,1
"1060",2015,9,0
"1064",2015,9,0.04
"1130",2015,9,0
"1228",2015,9,0
"1370",2015,9,0.01
"1372",2015,9,0.99
"1374",2015,9,0.96
"1446",2015,9,0
"1594",2015,9,0
"1646",2015,9,0
"204",2015,9,0
"222",2015,9,0
"296",2015,9,0
"314",2015,9,0.24
"454",2015,9,0.79
"484",2015,9,0
"494",2015,9,0
"553",2015,9,0
"594",2015,9,0.16
"618",2015,9,0
"668",2015,9,0
"681",2015,9,0
"908",2015,9,0.21
"938",2015,9,0
"1036",2015,9,0
"1040",2015,9,0
"1063",2015,9,0
"1178",2015,9,0
"1262",2015,9,0
"1306",2015,9,1
"1453",2015,9,0
"1454",2015,9,0
"1514",2015,9,0
"1540",2015,9,1
"1628",2015,9,0
"1737",2015,9,0.84
"122",2015,9,0
"246",2015,9,0
"324",2015,9,0
"328",2015,9,0
"438",2015,9,0
"602",2015,9,0.01
"694",2015,9,0
"715",2015,9,0
"776",2015,9,0
"852",2015,9,0
"886",2015,9,0
"1023",2015,9,0
"1052",2015,9,0
"1054",2015,9,0
"1092",2015,9,0
"1104",2015,9,0
"1242",2015,9,0
"1298",2015,9,0
"1310",2015,9,0.99
"1358",2015,9,0
"1452",2015,9,0
"1538",2015,9,0
"1576",2015,9,0
"1642",2015,9,0
"9272",2015,9,0
"9461",2015,9,0
"116",2015,9,0
"626",2015,9,0
"646",2015,9,0
"800",2015,9,0
"1296",2015,9,0
"1362",2015,9,0
"148",2015,10,0
"200",2015,10,0
"306",2015,10,0
"385",2015,10,0.32
"540",2015,10,0.87
"650",2015,10,0.4
"764",2015,10,0
"792",2015,10,0
"1016",2015,10,0.82
"1244",2015,10,0.6
"1292",2015,10,0
"1346",2015,10,0.87
"1354",2015,10,0.13
"1408",2015,10,0
"1428",2015,10,0.73
"1492",2015,10,1
"1498",2015,10,0
"268",2015,10,0
"474",2015,10,0
"486",2015,10,0.42
"532",2015,10,0
"586",2015,10,0
"704",2015,10,0
"876",2015,10,0.39
"894",2015,10,0.68
"970",2015,10,0
"1006",2015,10,0
"1088",2015,10,0
"1202",2015,10,1
"1203",2015,10,0
"1211",2015,10,0
"1482",2015,10,1
"1572",2015,10,0
"1671",2015,10,0.92
"1704",2015,10,0.19
"1738",2015,10,0
"178",2015,10,0
"336",2015,10,0.04
"345",2015,10,0
"680",2015,10,0
"682",2015,10,0
"713",2015,10,0
"716",2015,10,1
"717",2015,10,0.34
"807",2015,10,0
"838",2015,10,0
"1020",2015,10,1
"1142",2015,10,0
"1254",2015,10,0.61
"1255",2015,10,0
"1290",2015,10,0
"1480",2015,10,0
"1638",2015,10,0.96
"1686",2015,10,0
"396",2015,10,1
"522",2015,10,0.15
"550",2015,10,0
"685",2015,10,0
"836",2015,10,0
"837",2015,10,0
"846",2015,10,0
"972",2015,10,0
"1026",2015,10,0
"1034",2015,10,0
"1056",2015,10,0
"1188",2015,10,0
"1274",2015,10,0
"1388",2015,10,0.85
"1470",2015,10,0
"1508",2015,10,0
"1610",2015,10,0
"1666",2015,10,0
"140",2015,10,0
"160",2015,10,0
"180",2015,10,0
"196",2015,10,0.39
"248",2015,10,0
"270",2015,10,0
"350",2015,10,0
"422",2015,10,0.81
"444",2015,10,0
"528",2015,10,0
"592",2015,10,0
"632",2015,10,0
"670",2015,10,0
"692",2015,10,0
"724",2015,10,0.61
"740",2015,10,0
"782",2015,10,0
"790",2015,10,0.02
"824",2015,10,0
"922",2015,10,1
"980",2015,10,0
"1116",2015,10,0
"1122",2015,10,0
"1312",2015,10,0
"1326",2015,10,0
"1440",2015,10,0
"1614",2015,10,0
"124",2015,10,0
"150",2015,10,0
"152",2015,10,0
"244",2015,10,0
"372",2015,10,0
"406",2015,10,0
"616",2015,10,0
"710",2015,10,0.77
"832",2015,10,0
"1030",2015,10,1
"1118",2015,10,0
"1146",2015,10,0
"1152",2015,10,0
"1154",2015,10,0
"1204",2015,10,0
"1232",2015,10,0
"1248",2015,10,1
"1350",2015,10,0
"1360",2015,10,0
"1476",2015,10,0
"1486",2015,10,0
"1510",2015,10,0
"1512",2015,10,0
"1588",2015,10,0
"1606",2015,10,0
"1608",2015,10,0
"1684",2015,10,0
"138",2015,10,0.77
"214",2015,10,0
"238",2015,10,1
"252",2015,10,0
"302",2015,10,0
"475",2015,10,0
"483",2015,10,0
"610",2015,10,0
"730",2015,10,0
"822",2015,10,0
"868",2015,10,0.78
"888",2015,10,0
"1032",2015,10,0
"1078",2015,10,0
"1086",2015,10,0
"1140",2015,10,0.06
"1342",2015,10,0
"1612",2015,10,0.8
"1624",2015,10,0
"1632",2015,10,0
"1656",2015,10,0
"1672",2015,10,0
"1674",2015,10,0
"1698",2015,10,0
"1700",2015,10,0
"1736",2015,10,0.83
"1741",2015,10,0
"118",2015,10,0
"192",2015,10,1
"320",2015,10,0.01
"364",2015,10,0
"516",2015,10,0
"548",2015,10,0
"690",2015,10,0
"696",2015,10,0
"810",2015,10,0.02
"842",2015,10,0
"872",2015,10,0.26
"884",2015,10,0
"904",2015,10,0
"1422",2015,10,0
"1484",2015,10,0
"1520",2015,10,0
"1526",2015,10,1
"1528",2015,10,0
"1552",2015,10,0
"1554",2015,10,0.98
"1664",2015,10,0
"1719",2015,10,0
"1720",2015,10,0
"1746",2015,10,0
"112",2015,10,0
"146",2015,10,0.96
"274",2015,10,1
"276",2015,10,1
"304",2015,10,0.22
"360",2015,10,0
"390",2015,10,0
"428",2015,10,0
"478",2015,10,0
"634",2015,10,0
"698",2015,10,0
"736",2015,10,0
"802",2015,10,0
"902",2015,10,1
"964",2015,10,0
"994",2015,10,0
"1120",2015,10,0
"1158",2015,10,0
"1180",2015,10,0
"1281",2015,10,0
"1288",2015,10,0
"1384",2015,10,0.92
"1472",2015,10,0
"1522",2015,10,0
"1658",2015,10,0
"1724",2015,10,1
"168",2015,10,0.31
"242",2015,10,0
"342",2015,10,0.93
"384",2015,10,0
"392",2015,10,0
"398",2015,10,0
"464",2015,10,0
"506",2015,10,0
"652",2015,10,0.98
"728",2015,10,0.33
"784",2015,10,0
"856",2015,10,0
"880",2015,10,0
"926",2015,10,0
"940",2015,10,0.78
"944",2015,10,0
"976",2015,10,0
"1160",2015,10,0
"1224",2015,10,0
"1240",2015,10,0.76
"1320",2015,10,0.98
"1324",2015,10,0
"1394",2015,10,0
"1398",2015,10,0
"1410",2015,10,0
"1571",2015,10,1
"1734",2015,10,0
"144",2015,10,0
"186",2015,10,0.94
"188",2015,10,0
"218",2015,10,0.93
"224",2015,10,0
"286",2015,10,0
"332",2015,10,0
"472",2015,10,0.17
"502",2015,10,0.8
"666",2015,10,0
"686",2015,10,0
"718",2015,10,0
"748",2015,10,0
"751",2015,10,1
"762",2015,10,1
"956",2015,10,0
"962",2015,10,0.98
"982",2015,10,0
"1022",2015,10,0
"1106",2015,10,1
"1348",2015,10,1
"1420",2015,10,0
"1436",2015,10,0
"1544",2015,10,1
"1618",2015,10,0
"1680",2015,10,0
"1750",2015,10,0.17
"132",2015,10,0.01
"158",2015,10,0.81
"184",2015,10,0
"292",2015,10,1
"330",2015,10,0
"352",2015,10,0
"402",2015,10,0
"476",2015,10,0
"526",2015,10,0
"608",2015,10,0
"658",2015,10,0
"678",2015,10,0
"998",2015,10,0.39
"1062",2015,10,0
"1074",2015,10,1
"1108",2015,10,1
"1164",2015,10,0
"1235",2015,10,0
"1258",2015,10,0
"1330",2015,10,0
"1412",2015,10,0
"1534",2015,10,0.63
"1550",2015,10,0
"1616",2015,10,1
"1660",2015,10,0
"1714",2015,10,0
"1732",2015,10,0
"176",2015,10,0
"294",2015,10,0
"310",2015,10,0
"322",2015,10,0
"416",2015,10,1
"448",2015,10,0
"500",2015,10,0
"514",2015,10,0
"584",2015,10,0
"644",2015,10,0
"702",2015,10,0.04
"738",2015,10,0
"774",2015,10,0
"828",2015,10,0.57
"1046",2015,10,0
"1162",2015,10,0
"1246",2015,10,0
"1264",2015,10,0.78
"1392",2015,10,0
"1432",2015,10,0
"1448",2015,10,0
"1488",2015,10,0
"1496",2015,10,0
"1500",2015,10,0.43
"1580",2015,10,0
"1678",2015,10,1
"166",2015,10,0
"190",2015,10,1
"198",2015,10,0.34
"262",2015,10,0.06
"272",2015,10,0
"346",2015,10,0
"378",2015,10,0
"380",2015,10,0
"570",2015,10,0
"590",2015,10,0.06
"620",2015,10,0
"712",2015,10,0.47
"804",2015,10,0
"808",2015,10,0
"914",2015,10,0
"1012",2015,10,0
"1080",2015,10,0
"1206",2015,10,0
"1208",2015,10,0
"1266",2015,10,0
"1314",2015,10,0
"1416",2015,10,0
"1574",2015,10,0
"1596",2015,10,0
"1598",2015,10,0
"1620",2015,10,0
"1634",2015,10,0.9
"114",2015,10,0
"212",2015,10,0.32
"232",2015,10,0
"300",2015,10,0
"370",2015,10,0
"376",2015,10,0
"482",2015,10,0
"554",2015,10,0
"622",2015,10,0
"758",2015,10,1
"788",2015,10,0
"830",2015,10,0
"870",2015,10,0.22
"882",2015,10,0
"890",2015,10,0
"1000",2015,10,0
"1008",2015,10,0.34
"1068",2015,10,0
"1100",2015,10,0
"1252",2015,10,0
"1316",2015,10,0
"1344",2015,10,1
"1568",2015,10,0
"1584",2015,10,0
"1604",2015,10,0
"1676",2015,10,0
"1752",2015,10,1
"106",2015,10,0
"164",2015,10,0
"388",2015,10,1
"510",2015,10,0
"582",2015,10,1
"660",2015,10,0
"742",2015,10,0
"752",2015,10,0.75
"796",2015,10,1
"806",2015,10,0.37
"892",2015,10,0
"988",2015,10,0
"1002",2015,10,0
"1148",2015,10,0
"1168",2015,10,0
"1176",2015,10,0
"1190",2015,10,0
"1322",2015,10,0
"1414",2015,10,0
"1421",2015,10,0
"1518",2015,10,1
"1524",2015,10,0
"1578",2015,10,0
"1590",2015,10,0
"1626",2015,10,0
"1636",2015,10,0
"1744",2015,10,0
"170",2015,10,0
"202",2015,10,0
"226",2015,10,0
"282",2015,10,0
"340",2015,10,0
"354",2015,10,0
"366",2015,10,0
"436",2015,10,0.6
"440",2015,10,0
"519",2015,10,0
"560",2015,10,0
"630",2015,10,0
"642",2015,10,0
"662",2015,10,1
"818",2015,10,0
"936",2015,10,0
"1112",2015,10,0
"1170",2015,10,0
"1210",2015,10,0
"1364",2015,10,0
"1396",2015,10,0
"1460",2015,10,0.6
"1548",2015,10,0
"1558",2015,10,0
"1560",2015,10,0
"1706",2015,10,0
"134",2015,10,0
"290",2015,10,0
"426",2015,10,1
"508",2015,10,0
"518",2015,10,0.24
"534",2015,10,0
"606",2015,10,0
"614",2015,10,0.06
"636",2015,10,0
"746",2015,10,0
"754",2015,10,0.66
"820",2015,10,1
"864",2015,10,0
"1072",2015,10,0
"1156",2015,10,0
"1172",2015,10,0
"1184",2015,10,0
"1212",2015,10,0
"1214",2015,10,0
"1236",2015,10,0
"1260",2015,10,0
"1300",2015,10,1
"1332",2015,10,0
"1506",2015,10,0.1
"1592",2015,10,0
"1710",2015,10,0
"108",2015,10,0.66
"182",2015,10,0
"220",2015,10,0.07
"362",2015,10,0
"410",2015,10,0
"556",2015,10,0
"706",2015,10,0
"760",2015,10,1
"794",2015,10,1
"816",2015,10,0
"866",2015,10,0
"968",2015,10,0
"1048",2015,10,0
"1150",2015,10,0
"1166",2015,10,0
"1186",2015,10,1
"1256",2015,10,0
"1268",2015,10,0
"1270",2015,10,0.02
"1318",2015,10,0
"1458",2015,10,0
"1566",2015,10,0
"1652",2015,10,0
"1690",2015,10,0
"1696",2015,10,1
"1740",2015,10,0
"120",2015,10,0
"208",2015,10,0
"228",2015,10,0
"264",2015,10,1
"318",2015,10,0
"369",2015,10,1
"382",2015,10,0
"490",2015,10,0
"588",2015,10,0
"672",2015,10,0
"676",2015,10,0
"920",2015,10,0
"924",2015,10,1
"928",2015,10,0
"954",2015,10,0
"1018",2015,10,0.02
"1042",2015,10,0
"1134",2015,10,0
"1272",2015,10,0
"1276",2015,10,0.2
"1284",2015,10,0.25
"1504",2015,10,0
"1600",2015,10,0
"1644",2015,10,0
"1682",2015,10,0
"1956",2015,10,0
"256",2015,10,1
"260",2015,10,0
"308",2015,10,0
"404",2015,10,1
"408",2015,10,1
"504",2015,10,1
"750",2015,10,0
"812",2015,10,0.96
"860",2015,10,0
"912",2015,10,1
"992",2015,10,0
"1010",2015,10,0
"1044",2015,10,0
"1058",2015,10,1
"1174",2015,10,1
"1192",2015,10,0
"1280",2015,10,0
"1328",2015,10,0
"1426",2015,10,0
"1456",2015,10,0
"1478",2015,10,0
"1542",2015,10,0
"1570",2015,10,0
"1630",2015,10,0
"1640",2015,10,0
"1650",2015,10,0
"1668",2015,10,1
"100",2015,10,0
"312",2015,10,0
"316",2015,10,0
"400",2015,10,1
"412",2015,10,0
"434",2015,10,0
"466",2015,10,0.04
"530",2015,10,0
"542",2015,10,0
"572",2015,10,0
"640",2015,10,1
"708",2015,10,0.15
"720",2015,10,0
"834",2015,10,0.02
"862",2015,10,0
"900",2015,10,0
"946",2015,10,0
"950",2015,10,0
"1066",2015,10,0
"1102",2015,10,0
"1216",2015,10,0
"1234",2015,10,0
"1308",2015,10,0
"1400",2015,10,0
"1532",2015,10,1
"1670",2015,10,0
"1722",2015,10,0
"1742",2015,10,0
"102",2015,10,0
"105",2015,10,0
"162",2015,10,0
"194",2015,10,0
"250",2015,10,0
"284",2015,10,0
"326",2015,10,0
"334",2015,10,0
"442",2015,10,0
"458",2015,10,0
"492",2015,10,0
"498",2015,10,0
"524",2015,10,0
"544",2015,10,0
"578",2015,10,0
"598",2015,10,1
"624",2015,10,0
"664",2015,10,0.68
"744",2015,10,0
"1084",2015,10,0
"1090",2015,10,0
"1096",2015,10,0
"1144",2015,10,0
"1226",2015,10,0
"1406",2015,10,1
"1418",2015,10,0
"1450",2015,10,0
"1586",2015,10,0.02
"110",2015,10,0
"130",2015,10,0
"206",2015,10,0
"236",2015,10,0
"368",2015,10,0
"394",2015,10,1
"430",2015,10,0.98
"460",2015,10,1
"462",2015,10,0
"470",2015,10,0
"576",2015,10,1
"604",2015,10,0
"772",2015,10,0.49
"874",2015,10,0
"958",2015,10,0
"1004",2015,10,1
"1082",2015,10,0
"1136",2015,10,0
"1230",2015,10,0
"1340",2015,10,0
"1352",2015,10,0
"1468",2015,10,0.51
"1553",2015,10,0
"1562",2015,10,0
"1564",2015,10,0
"1688",2015,10,0
"1712",2015,10,1
"348",2015,10,0
"418",2015,10,0
"446",2015,10,0
"450",2015,10,0
"456",2015,10,0
"488",2015,10,0
"566",2015,10,0
"768",2015,10,0
"786",2015,10,0.6
"850",2015,10,0
"906",2015,10,0
"934",2015,10,0
"974",2015,10,0
"996",2015,10,0
"1094",2015,10,0
"1294",2015,10,0
"1304",2015,10,0
"1359",2015,10,0
"1378",2015,10,0.4
"1494",2015,10,0
"1536",2015,10,0
"1556",2015,10,0
"1654",2015,10,0
"1716",2015,10,0
"1751",2015,10,0
"7974",2015,10,0
"128",2015,10,0
"136",2015,10,0
"154",2015,10,0.15
"278",2015,10,0
"298",2015,10,0
"343",2015,10,0
"424",2015,10,0
"432",2015,10,0
"452",2015,10,0
"512",2015,10,0
"520",2015,10,0
"722",2015,10,0
"726",2015,10,0
"732",2015,10,0
"854",2015,10,0
"990",2015,10,1
"1060",2015,10,0
"1064",2015,10,0
"1130",2015,10,0
"1228",2015,10,0
"1370",2015,10,0.02
"1372",2015,10,1
"1374",2015,10,1
"1446",2015,10,0
"1594",2015,10,0
"1646",2015,10,0
"204",2015,10,0
"222",2015,10,0
"296",2015,10,0
"314",2015,10,0.47
"454",2015,10,1
"484",2015,10,0
"494",2015,10,0
"553",2015,10,0
"594",2015,10,0
"618",2015,10,0
"668",2015,10,0
"681",2015,10,0
"908",2015,10,0
"938",2015,10,0
"1036",2015,10,0
"1040",2015,10,0
"1063",2015,10,0
"1178",2015,10,0
"1262",2015,10,0
"1306",2015,10,1
"1453",2015,10,0
"1454",2015,10,0
