"","Season","Week",""
"490",2013,5,0
"588",2013,5,0
"672",2013,5,0.01
"676",2013,5,0
"920",2013,5,0.04
"924",2013,5,0.08
"928",2013,5,0
"954",2013,5,0.03
"1018",2013,5,0.13
"1042",2013,5,0.06
"1134",2013,5,0.02
"1272",2013,5,0
"1276",2013,5,0.13
"1284",2013,5,0.07
"1504",2013,5,0.35
"1600",2013,5,0
"1644",2013,5,0.07
"1682",2013,5,0.65
"1956",2013,5,0.03
"256",2013,5,0.1
"260",2013,5,0.01
"308",2013,5,0.02
"404",2013,5,0.55
"408",2013,5,0
"504",2013,5,0
"750",2013,5,0.23
"812",2013,5,0.99
"860",2013,5,0.45
"912",2013,5,0.01
"992",2013,5,0.15
"1010",2013,5,0.07
"1044",2013,5,1
"1058",2013,5,0.57
"1174",2013,5,0.59
"1192",2013,5,0
"1280",2013,5,0.24
"1328",2013,5,0
"1426",2013,5,0
"1456",2013,5,0
"1478",2013,5,0.1
"1542",2013,5,0.02
"1570",2013,5,0.06
"1630",2013,5,0
"1640",2013,5,0.05
"1650",2013,5,0.06
"1668",2013,5,0.66
"100",2013,5,0.18
"312",2013,5,0
"316",2013,5,0.2
"400",2013,5,0.01
"412",2013,5,0
"434",2013,5,0.01
"466",2013,5,0
"530",2013,5,0
"542",2013,5,0
"572",2013,5,0
"640",2013,5,0.24
"708",2013,5,0.11
"720",2013,5,0.2
"834",2013,5,0
"862",2013,5,0.74
"900",2013,5,0.8
"946",2013,5,0.15
"950",2013,5,0
"1066",2013,5,0
"1102",2013,5,0.32
"1216",2013,5,0
"1234",2013,5,0.19
"1308",2013,5,0
"1400",2013,5,0.08
"1532",2013,5,0.41
"1670",2013,5,0.19
"1722",2013,5,0.01
"1742",2013,5,0.16
"102",2013,5,0
"105",2013,5,0
"162",2013,5,0.01
"194",2013,5,0.01
"250",2013,5,0
"284",2013,5,0.03
"326",2013,5,0.97
"334",2013,5,0.41
"442",2013,5,0
"458",2013,5,0.45
"498",2013,5,0
"524",2013,5,0
"544",2013,5,0
"578",2013,5,0.01
"598",2013,5,0.37
"624",2013,5,0.21
"664",2013,5,0
"744",2013,5,0
"1084",2013,5,0.06
"1090",2013,5,0.53
"1096",2013,5,0
"1144",2013,5,0
"1226",2013,5,0.57
"1406",2013,5,0.85
"1418",2013,5,0.01
"1450",2013,5,0
"1586",2013,5,0.15
"110",2013,5,0
"130",2013,5,0
"206",2013,5,0.01
"236",2013,5,0
"368",2013,5,0.17
"394",2013,5,0.71
"430",2013,5,0.86
"460",2013,5,0
"462",2013,5,0
"470",2013,5,0
"576",2013,5,1
"604",2013,5,0
"772",2013,5,0.21
"874",2013,5,0.55
"958",2013,5,0.29
"1004",2013,5,0.07
"1082",2013,5,0
"1136",2013,5,0
"1230",2013,5,0
"1340",2013,5,0.01
"1352",2013,5,0
"1468",2013,5,0.01
"1562",2013,5,0.05
"1564",2013,5,0.01
"1688",2013,5,0.41
"1712",2013,5,0.28
"9057",2013,5,0.35
"348",2013,5,0.35
"418",2013,5,0
"446",2013,5,0.64
"450",2013,5,0.01
"456",2013,5,0
"488",2013,5,0
"566",2013,5,0
"768",2013,5,0
"786",2013,5,0.17
"850",2013,5,0.01
"906",2013,5,0.03
"934",2013,5,0.68
"974",2013,5,0.21
"996",2013,5,0
"1094",2013,5,0
"1294",2013,5,0
"1304",2013,5,0
"1378",2013,5,0.16
"1494",2013,5,0.01
"1536",2013,5,0
"1556",2013,5,0.03
"1654",2013,5,0.17
"1716",2013,5,0.07
"1751",2013,5,0.67
"126",2013,5,0
"128",2013,5,0
"136",2013,5,0.29
"154",2013,5,0.01
"278",2013,5,0
"298",2013,5,0.06
"343",2013,5,0.04
"424",2013,5,0
"432",2013,5,0
"452",2013,5,0.01
"512",2013,5,0
"520",2013,5,0.06
"722",2013,5,0
"726",2013,5,0
"732",2013,5,0.39
"854",2013,5,0.02
"990",2013,5,0.03
"1060",2013,5,0.01
"1064",2013,5,0
"1130",2013,5,0
"1228",2013,5,0
"1370",2013,5,0.32
"1372",2013,5,0
"1374",2013,5,0.39
"1446",2013,5,0
"1594",2013,5,0
"1646",2013,5,0.53
"172",2013,5,0.07
"204",2013,5,0.1
"222",2013,5,0
"296",2013,5,0.04
"314",2013,5,0
"454",2013,5,0.21
"484",2013,5,0
"494",2013,5,0.02
"553",2013,5,0.05
"594",2013,5,0.06
"618",2013,5,0.01
"668",2013,5,0
"681",2013,5,0.27
"908",2013,5,0.01
"938",2013,5,0.01
"1036",2013,5,0
"1040",2013,5,0
"1063",2013,5,0.58
"1178",2013,5,0.37
"1262",2013,5,0.01
"1306",2013,5,0
"1453",2013,5,0
"1454",2013,5,0.14
"1514",2013,5,0.04
"1540",2013,5,0.9
"1628",2013,5,0
"1737",2013,5,0.54
"122",2013,5,0
"246",2013,5,0
"324",2013,5,0
"328",2013,5,0.09
"438",2013,5,0.1
"602",2013,5,0.68
"776",2013,5,0.27
"852",2013,5,0.33
"886",2013,5,0
"1052",2013,5,0
"1054",2013,5,0
"1092",2013,5,0
"1104",2013,5,0
"1242",2013,5,0
"1298",2013,5,0
"1310",2013,5,0.01
"1358",2013,5,0
"1452",2013,5,0.01
"1538",2013,5,0.51
"1576",2013,5,0.03
"1642",2013,5,0.01
"9272",2013,5,0.23
"9461",2013,5,0
"116",2013,5,0.03
"258",2013,5,0.46
"626",2013,5,0.1
"646",2013,5,0.01
"667",2013,5,0
"800",2013,5,0
"848",2013,5,0.11
"1207",2013,5,0.01
"1296",2013,5,0
"1362",2013,5,0
"1530",2013,5,0
"9015",2013,5,0.02
"148",2013,6,0.46
"200",2013,6,0.02
"306",2013,6,0.73
"385",2013,6,0.87
"540",2013,6,0
"650",2013,6,0.16
"764",2013,6,0.2
"792",2013,6,0
"1016",2013,6,0.64
"1244",2013,6,0
"1292",2013,6,0
"1346",2013,6,0.64
"1354",2013,6,0.34
"1408",2013,6,0.08
"1428",2013,6,0.11
"1492",2013,6,0.53
"1498",2013,6,0.01
"268",2013,6,0.01
"474",2013,6,0.01
"486",2013,6,0
"532",2013,6,0.37
"586",2013,6,0
"704",2013,6,0.02
"876",2013,6,0
"894",2013,6,0.01
"970",2013,6,0.02
"1006",2013,6,0.08
"1088",2013,6,0
"1202",2013,6,0.24
"1203",2013,6,0.1
"1211",2013,6,0
"1482",2013,6,0.16
"1572",2013,6,0.01
"1671",2013,6,0.32
"1704",2013,6,0.02
"1738",2013,6,0
"178",2013,6,0
"336",2013,6,0.56
"345",2013,6,0
"680",2013,6,0.02
"682",2013,6,0
"713",2013,6,0.29
"716",2013,6,0.88
"717",2013,6,0.43
"807",2013,6,0.01
"838",2013,6,0
"1020",2013,6,0.33
"1142",2013,6,0.27
"1254",2013,6,0.33
"1255",2013,6,0.69
"1290",2013,6,0.06
"1480",2013,6,0
"1638",2013,6,0.26
"1686",2013,6,0
"396",2013,6,0.89
"522",2013,6,0.21
"550",2013,6,0.15
"685",2013,6,0
"836",2013,6,0
"837",2013,6,0.28
"846",2013,6,0.15
"972",2013,6,0.01
"1026",2013,6,0
"1034",2013,6,0.01
"1056",2013,6,0.87
"1188",2013,6,0.01
"1274",2013,6,0
"1388",2013,6,0.12
"1470",2013,6,0.66
"1508",2013,6,0.01
"1610",2013,6,0
"1666",2013,6,0.08
"140",2013,6,0
"160",2013,6,0
"180",2013,6,0.03
"196",2013,6,0.02
"248",2013,6,0.8
"270",2013,6,0.7
"350",2013,6,0
"422",2013,6,0
"444",2013,6,0.05
"528",2013,6,0.62
"592",2013,6,0
"632",2013,6,0.17
"670",2013,6,0
"692",2013,6,0.09
"724",2013,6,0.13
"740",2013,6,0.25
"782",2013,6,0
"790",2013,6,0.04
"824",2013,6,0.29
"922",2013,6,0.33
"980",2013,6,0.03
"1116",2013,6,0.57
"1122",2013,6,0
"1312",2013,6,0.03
"1326",2013,6,0.74
"1440",2013,6,0.64
"1614",2013,6,0.39
"124",2013,6,0.02
"150",2013,6,0.92
"152",2013,6,0.19
"244",2013,6,0.69
"372",2013,6,0
"406",2013,6,0.92
"616",2013,6,0
"710",2013,6,0.37
"832",2013,6,0
"1030",2013,6,0.03
"1118",2013,6,0
"1146",2013,6,0
"1152",2013,6,0.06
"1154",2013,6,0
"1204",2013,6,0.02
"1232",2013,6,0.04
"1248",2013,6,0.6
"1350",2013,6,0.03
"1360",2013,6,0
"1476",2013,6,0
"1486",2013,6,0
"1510",2013,6,0
"1512",2013,6,0.48
"1588",2013,6,0.16
"1606",2013,6,0.05
"1608",2013,6,0.06
"1684",2013,6,0.04
"138",2013,6,0.57
"214",2013,6,0
"238",2013,6,0.01
"252",2013,6,0
"302",2013,6,0
"475",2013,6,0.1
"483",2013,6,0
"610",2013,6,0
"730",2013,6,0
"822",2013,6,0
"868",2013,6,0.37
"888",2013,6,0.09
"1032",2013,6,0.19
"1078",2013,6,0.02
"1086",2013,6,0.67
"1140",2013,6,0.12
"1342",2013,6,0.3
"1612",2013,6,0.01
"1624",2013,6,0.25
"1632",2013,6,0.04
"1656",2013,6,0
"1672",2013,6,0
"1674",2013,6,0.06
"1698",2013,6,0
"1700",2013,6,0.05
"1736",2013,6,0.01
"1741",2013,6,0.19
"118",2013,6,0.08
"192",2013,6,0
"320",2013,6,0.02
"364",2013,6,0.3
"516",2013,6,0
"548",2013,6,0
"690",2013,6,0
"696",2013,6,0.09
"810",2013,6,0.02
"842",2013,6,0.02
"872",2013,6,0
"884",2013,6,0
"904",2013,6,0.93
"1422",2013,6,0
"1484",2013,6,0
"1520",2013,6,0
"1526",2013,6,0
"1528",2013,6,0.1
"1552",2013,6,0.09
"1554",2013,6,0
"1664",2013,6,0.76
"1719",2013,6,0
"1720",2013,6,0.93
"1746",2013,6,0.04
"112",2013,6,0.04
"146",2013,6,0.88
"274",2013,6,0.4
"276",2013,6,0.28
"304",2013,6,0.02
"360",2013,6,0.02
"390",2013,6,0
"428",2013,6,0
"478",2013,6,0
"634",2013,6,0
"698",2013,6,0
"736",2013,6,0
"802",2013,6,0.07
"902",2013,6,0.31
"964",2013,6,0.55
"994",2013,6,0.03
"1120",2013,6,0
"1158",2013,6,0.2
"1180",2013,6,0.26
"1281",2013,6,0.01
"1288",2013,6,0
"1384",2013,6,0.53
"1472",2013,6,0
"1522",2013,6,0.09
"1658",2013,6,0
"1724",2013,6,0.76
"168",2013,6,0.01
"242",2013,6,0
"342",2013,6,0.95
"384",2013,6,0.64
"392",2013,6,0.4
"398",2013,6,0
"464",2013,6,0.1
"506",2013,6,0
"652",2013,6,0.96
"728",2013,6,0.08
"784",2013,6,0
"856",2013,6,0
"880",2013,6,0
"926",2013,6,0
"940",2013,6,0.43
"944",2013,6,0
"976",2013,6,0
"1160",2013,6,0.13
"1224",2013,6,0.06
"1240",2013,6,0.61
"1320",2013,6,0
"1324",2013,6,0.18
"1394",2013,6,0
"1398",2013,6,0.05
"1410",2013,6,0
"1571",2013,6,0
"1734",2013,6,0
"144",2013,6,0.91
"186",2013,6,0.46
"188",2013,6,0.04
"218",2013,6,0.76
"224",2013,6,0.28
"286",2013,6,0
"332",2013,6,0
"472",2013,6,0.34
"502",2013,6,0.02
"666",2013,6,0.59
"686",2013,6,0.28
"718",2013,6,0
"748",2013,6,0
"751",2013,6,0.75
"762",2013,6,0.19
"956",2013,6,0
"962",2013,6,0.99
"982",2013,6,0.47
"1022",2013,6,0.1
"1106",2013,6,0.25
"1348",2013,6,0.64
"1420",2013,6,0.13
"1436",2013,6,0
"1544",2013,6,0.42
"1618",2013,6,0
"1680",2013,6,0.05
"1750",2013,6,0.65
"132",2013,6,0.35
"158",2013,6,0.51
"184",2013,6,0.01
"292",2013,6,0.11
"330",2013,6,0.21
"352",2013,6,0.58
"402",2013,6,0.99
"476",2013,6,0.01
"526",2013,6,0.01
"608",2013,6,0.27
"658",2013,6,0.06
"678",2013,6,0.01
"998",2013,6,0.42
"1062",2013,6,0
"1074",2013,6,0.5
"1108",2013,6,0.16
"1164",2013,6,0.48
"1235",2013,6,0
"1258",2013,6,0.03
"1330",2013,6,0.04
"1412",2013,6,0
"1534",2013,6,0.52
"1550",2013,6,0.84
"1616",2013,6,0.09
"1660",2013,6,0
"1714",2013,6,0.01
"1732",2013,6,0
"176",2013,6,0.5
"294",2013,6,0.02
"310",2013,6,0
"322",2013,6,0.02
"416",2013,6,0.01
"448",2013,6,0.18
"500",2013,6,0
"514",2013,6,0.1
"584",2013,6,0.03
"644",2013,6,0.08
"702",2013,6,0
"738",2013,6,0.41
"774",2013,6,0
"828",2013,6,0.57
"1046",2013,6,0.11
"1162",2013,6,0
"1246",2013,6,0.02
"1264",2013,6,0.63
"1392",2013,6,0
"1432",2013,6,0.02
"1448",2013,6,0
"1488",2013,6,0
"1496",2013,6,0.32
"1500",2013,6,0.02
"1580",2013,6,0.04
"1678",2013,6,0.06
"166",2013,6,0
"190",2013,6,0.18
"198",2013,6,0.01
"262",2013,6,0.02
"272",2013,6,0.72
"346",2013,6,0.07
"378",2013,6,0
"380",2013,6,0.07
"570",2013,6,0.34
"590",2013,6,0.01
"620",2013,6,0.76
"712",2013,6,0.41
"804",2013,6,0.7
"808",2013,6,0.42
"914",2013,6,0.03
"1012",2013,6,0
"1080",2013,6,0.08
"1206",2013,6,0.03
"1208",2013,6,0
"1266",2013,6,0
"1314",2013,6,0.4
"1416",2013,6,0
"1574",2013,6,0.21
"1596",2013,6,0
"1598",2013,6,0
"1620",2013,6,0
"1634",2013,6,0.18
"114",2013,6,0
"212",2013,6,0.24
"232",2013,6,0.04
"300",2013,6,0
"370",2013,6,0.11
"376",2013,6,0.88
"482",2013,6,0
"554",2013,6,0
"622",2013,6,0.57
"758",2013,6,0.37
"788",2013,6,0
"830",2013,6,0
"870",2013,6,0.22
"882",2013,6,0
"890",2013,6,0.14
"1000",2013,6,0.12
"1008",2013,6,0.08
"1068",2013,6,0
"1100",2013,6,0
"1252",2013,6,0.1
"1316",2013,6,0.05
"1344",2013,6,0.98
"1568",2013,6,0
"1584",2013,6,0
"1604",2013,6,0
"1676",2013,6,0.27
"1752",2013,6,0.03
"106",2013,6,0
"164",2013,6,0.52
"388",2013,6,0.76
"510",2013,6,0.07
"582",2013,6,0.25
"660",2013,6,0.05
"742",2013,6,0.02
"752",2013,6,0.01
"796",2013,6,0.1
"806",2013,6,0.06
"892",2013,6,0
"988",2013,6,0
"1002",2013,6,0
"1148",2013,6,0
"1168",2013,6,0.09
"1176",2013,6,0.2
"1190",2013,6,0
"1322",2013,6,0.07
"1414",2013,6,0.42
"1421",2013,6,0.05
"1518",2013,6,0.02
"1524",2013,6,0
"1578",2013,6,0.85
"1590",2013,6,0.5
"1626",2013,6,0
"1636",2013,6,0.01
"1744",2013,6,0.96
"170",2013,6,0.16
"202",2013,6,0
"226",2013,6,0.4
"282",2013,6,0
"340",2013,6,0.5
"354",2013,6,0.03
"366",2013,6,0.01
"436",2013,6,0
"440",2013,6,0.08
"519",2013,6,0.25
"560",2013,6,0.04
"630",2013,6,0
"642",2013,6,0.47
"662",2013,6,0.15
"818",2013,6,0
"936",2013,6,0.19
"1112",2013,6,0
"1170",2013,6,0.42
"1210",2013,6,0.02
"1364",2013,6,0.26
"1396",2013,6,0.23
"1460",2013,6,0.59
"1548",2013,6,0.24
"1558",2013,6,0
"1560",2013,6,0
"1706",2013,6,0
"134",2013,6,0.02
"290",2013,6,0
"426",2013,6,0.05
"508",2013,6,0.08
"518",2013,6,0
"534",2013,6,0.06
"606",2013,6,0
"614",2013,6,0.31
"636",2013,6,0.87
"746",2013,6,0.06
"754",2013,6,0.1
"820",2013,6,0.21
"864",2013,6,0
"1072",2013,6,0
"1156",2013,6,0.62
"1172",2013,6,0.92
"1184",2013,6,0.01
"1212",2013,6,0.02
"1214",2013,6,0
"1236",2013,6,0
"1260",2013,6,0.04
"1300",2013,6,0.06
"1332",2013,6,0
"1506",2013,6,0
"1592",2013,6,0
"1710",2013,6,0
"108",2013,6,0
"182",2013,6,0.05
"220",2013,6,0.24
"362",2013,6,0.06
"410",2013,6,0.23
"556",2013,6,0.48
"706",2013,6,0.06
"760",2013,6,0
"794",2013,6,0.37
"816",2013,6,0
"866",2013,6,0.57
"968",2013,6,0.07
"1048",2013,6,0.18
"1150",2013,6,0.02
"1166",2013,6,0
"1186",2013,6,0.67
"1256",2013,6,0.1
"1268",2013,6,0.23
"1270",2013,6,0.01
"1318",2013,6,0.01
"1458",2013,6,0.19
"1566",2013,6,0
"1652",2013,6,0.01
"1690",2013,6,0
"1696",2013,6,0.7
"120",2013,6,0
"208",2013,6,0.01
"228",2013,6,0.13
"264",2013,6,0.25
"318",2013,6,0.95
"369",2013,6,0.93
"382",2013,6,0
"490",2013,6,0
"588",2013,6,0
"672",2013,6,0
"676",2013,6,0
"920",2013,6,0.03
"924",2013,6,0.08
"928",2013,6,0
"954",2013,6,0.04
"1018",2013,6,0.15
"1042",2013,6,0
"1134",2013,6,0.08
"1272",2013,6,0
"1276",2013,6,0.08
"1284",2013,6,0.02
"1504",2013,6,0.05
"1600",2013,6,0
"1644",2013,6,0.06
"1682",2013,6,0.62
"1956",2013,6,0.01
"256",2013,6,0.63
"260",2013,6,0
"308",2013,6,0
"404",2013,6,0.64
"408",2013,6,0
"504",2013,6,0
"750",2013,6,0.25
"812",2013,6,1
"860",2013,6,0.41
"912",2013,6,0
"992",2013,6,0.04
"1010",2013,6,0.01
"1044",2013,6,1
"1058",2013,6,0.08
"1174",2013,6,0.44
"1192",2013,6,0
"1280",2013,6,0.26
"1328",2013,6,0
"1426",2013,6,0
"1456",2013,6,0
"1478",2013,6,0.15
"1542",2013,6,0.1
"1570",2013,6,0
"1630",2013,6,0
"1640",2013,6,0.02
"1650",2013,6,0.03
"1668",2013,6,0.81
"100",2013,6,0.26
"312",2013,6,0
"316",2013,6,0.44
"400",2013,6,0.01
"412",2013,6,0
"434",2013,6,0
"466",2013,6,0
"530",2013,6,0
"542",2013,6,0
"572",2013,6,0
"640",2013,6,0.01
"708",2013,6,0.01
"720",2013,6,0.13
"834",2013,6,0
"862",2013,6,0.78
"900",2013,6,0.76
"946",2013,6,0.35
"950",2013,6,0
"1066",2013,6,0
"1102",2013,6,0.1
"1216",2013,6,0.01
"1234",2013,6,0.2
"1308",2013,6,0
"1400",2013,6,0.17
"1532",2013,6,0.52
"1670",2013,6,0.02
"1722",2013,6,0
"1742",2013,6,0.06
"102",2013,6,0.01
"105",2013,6,0
"162",2013,6,0.02
"194",2013,6,0
"250",2013,6,0
"284",2013,6,0.01
"326",2013,6,0.95
"334",2013,6,0.52
"442",2013,6,0
"458",2013,6,0.36
"498",2013,6,0.02
"524",2013,6,0
"544",2013,6,0
"578",2013,6,0.01
"598",2013,6,0.01
"624",2013,6,0.05
"664",2013,6,0
"744",2013,6,0
"1084",2013,6,0.04
"1090",2013,6,0.67
"1096",2013,6,0.02
"1144",2013,6,0
"1226",2013,6,0.74
"1406",2013,6,0.85
"1418",2013,6,0
"1450",2013,6,0.01
"1586",2013,6,0.26
"110",2013,6,0
"130",2013,6,0
"206",2013,6,0
"236",2013,6,0
"368",2013,6,0.17
"394",2013,6,0.71
"430",2013,6,0.78
"460",2013,6,0
"462",2013,6,0
"470",2013,6,0.01
"576",2013,6,1
"604",2013,6,0
"772",2013,6,0.64
"874",2013,6,0.02
"958",2013,6,0.33
"1004",2013,6,0.13
"1082",2013,6,0
"1136",2013,6,0
"1230",2013,6,0
"1340",2013,6,0
"1352",2013,6,0
"1468",2013,6,0.04
"1562",2013,6,0.11
"1564",2013,6,0
"1688",2013,6,0.35
"1712",2013,6,0.56
"9057",2013,6,0.36
"348",2013,6,0.31
"418",2013,6,0
"446",2013,6,0.59
"450",2013,6,0
"456",2013,6,0
"488",2013,6,0
"566",2013,6,0
"768",2013,6,0
"786",2013,6,0.02
"850",2013,6,0
"906",2013,6,0.09
"934",2013,6,0.62
"974",2013,6,0.14
"996",2013,6,0
"1094",2013,6,0
"1294",2013,6,0
"1304",2013,6,0
"1378",2013,6,0.39
"1494",2013,6,0.02
"1536",2013,6,0
"1556",2013,6,0
"1654",2013,6,0.12
"1716",2013,6,0.19
"1751",2013,6,0.03
"126",2013,6,0
"128",2013,6,0
"136",2013,6,0.26
"154",2013,6,0.04
"278",2013,6,0
"298",2013,6,0.05
"343",2013,6,0.07
"424",2013,6,0
"432",2013,6,0
"452",2013,6,0
"512",2013,6,0
"520",2013,6,0.01
"722",2013,6,0
"726",2013,6,0
"732",2013,6,0.33
"854",2013,6,0.04
"990",2013,6,0.02
"1060",2013,6,0.01
"1064",2013,6,0
"1130",2013,6,0
"1228",2013,6,0
"1370",2013,6,0.04
"1372",2013,6,0
"1374",2013,6,0.6
"1446",2013,6,0
"1594",2013,6,0
"1646",2013,6,0.51
"172",2013,6,0.03
"204",2013,6,0.05
"222",2013,6,0
"296",2013,6,0
"314",2013,6,0
"454",2013,6,0.24
"484",2013,6,0
"494",2013,6,0
"553",2013,6,0.05
"594",2013,6,0.1
"618",2013,6,0.01
"668",2013,6,0
"681",2013,6,0.24
"908",2013,6,0.02
"938",2013,6,0.01
"1036",2013,6,0
"1040",2013,6,0
"1063",2013,6,0.97
"1178",2013,6,0.28
"1262",2013,6,0.01
"1306",2013,6,0
"1453",2013,6,0
"1454",2013,6,0.13
"1514",2013,6,0.05
"1540",2013,6,0.88
"1628",2013,6,0
"1737",2013,6,0.66
"122",2013,6,0
"246",2013,6,0
"324",2013,6,0
"328",2013,6,0
"438",2013,6,0.04
"602",2013,6,0.68
"776",2013,6,0.41
"852",2013,6,0.33
"886",2013,6,0
"1052",2013,6,0
"1054",2013,6,0
"1092",2013,6,0
"1104",2013,6,0
"1242",2013,6,0.01
"1298",2013,6,0
"1310",2013,6,0
"1358",2013,6,0.02
"1452",2013,6,0
"1538",2013,6,0.56
"1576",2013,6,0
"1642",2013,6,0
"9272",2013,6,0.3
"9461",2013,6,0
"116",2013,6,0.02
"258",2013,6,0.45
"626",2013,6,0.02
"646",2013,6,0
"667",2013,6,0
"800",2013,6,0
"848",2013,6,0.1
"1207",2013,6,0
"1296",2013,6,0
"1362",2013,6,0
"1530",2013,6,0
"9015",2013,6,0
"148",2013,7,0.56
"200",2013,7,0.01
"306",2013,7,0.91
"385",2013,7,0.85
"540",2013,7,0
"650",2013,7,0.13
"764",2013,7,0.07
"792",2013,7,0
"1016",2013,7,0.59
"1244",2013,7,0
"1292",2013,7,0
"1346",2013,7,0.57
"1354",2013,7,0.43
"1408",2013,7,0.11
"1428",2013,7,0.11
"1492",2013,7,0.5
"1498",2013,7,0.05
"268",2013,7,0.01
"474",2013,7,0.01
"486",2013,7,0
"532",2013,7,0.35
"586",2013,7,0
"704",2013,7,0
"876",2013,7,0.03
"894",2013,7,0
"970",2013,7,0.06
"1006",2013,7,0.05
"1088",2013,7,0
"1202",2013,7,0.24
"1203",2013,7,0.04
"1211",2013,7,0
"1482",2013,7,0.2
"1572",2013,7,0.06
"1671",2013,7,0.65
"1704",2013,7,0
"1738",2013,7,0
"178",2013,7,0
"336",2013,7,0.48
"345",2013,7,0
"680",2013,7,0.02
"682",2013,7,0
"713",2013,7,0.05
"716",2013,7,0.85
"717",2013,7,0.34
"807",2013,7,0
"838",2013,7,0
"1020",2013,7,0.21
"1142",2013,7,0.37
"1254",2013,7,0
"1255",2013,7,0.95
"1290",2013,7,0
"1480",2013,7,0
"1638",2013,7,0.33
"1686",2013,7,0
"396",2013,7,0.91
"522",2013,7,0.34
"550",2013,7,0.08
"685",2013,7,0
"836",2013,7,0
"837",2013,7,0.52
"846",2013,7,0.24
"972",2013,7,0
"1026",2013,7,0
"1034",2013,7,0
"1056",2013,7,0.68
"1188",2013,7,0.01
"1274",2013,7,0
"1388",2013,7,0
"1470",2013,7,0.69
"1508",2013,7,0
"1610",2013,7,0
"1666",2013,7,0.04
"140",2013,7,0
"160",2013,7,0
"180",2013,7,0
"196",2013,7,0.13
"248",2013,7,0.66
"270",2013,7,0.9
"350",2013,7,0
"422",2013,7,0
"444",2013,7,0.02
"528",2013,7,0.63
"592",2013,7,0
"632",2013,7,0.02
"670",2013,7,0.03
"692",2013,7,0.15
"724",2013,7,0.37
"740",2013,7,0.36
"782",2013,7,0
"790",2013,7,0.02
"824",2013,7,0.06
"922",2013,7,0.7
"980",2013,7,0.07
"1116",2013,7,0.52
"1122",2013,7,0
"1312",2013,7,0.09
"1326",2013,7,0.78
"1440",2013,7,0.39
"1614",2013,7,0.36
"124",2013,7,0.06
"150",2013,7,0.98
"152",2013,7,0.35
"244",2013,7,0.74
"372",2013,7,0
"406",2013,7,0.98
"616",2013,7,0
"710",2013,7,0.55
"832",2013,7,0
"1030",2013,7,0.03
"1118",2013,7,0
"1146",2013,7,0
"1152",2013,7,0.03
"1154",2013,7,0
"1204",2013,7,0
"1232",2013,7,0.08
"1248",2013,7,0.96
"1350",2013,7,0
"1360",2013,7,0.01
"1476",2013,7,0
"1486",2013,7,0
"1510",2013,7,0
"1512",2013,7,0.08
"1588",2013,7,0.02
"1606",2013,7,0.11
"1608",2013,7,0.08
"1684",2013,7,0
"138",2013,7,0.06
"214",2013,7,0
"238",2013,7,0
"252",2013,7,0
"302",2013,7,0
"475",2013,7,0.12
"483",2013,7,0
"610",2013,7,0
"730",2013,7,0.01
"822",2013,7,0
"868",2013,7,0.34
"888",2013,7,0.31
"1032",2013,7,0.41
"1078",2013,7,0.01
"1086",2013,7,0.7
"1140",2013,7,0.09
"1342",2013,7,0.86
"1612",2013,7,0.01
"1624",2013,7,0.21
"1632",2013,7,0.01
"1656",2013,7,0
"1672",2013,7,0
"1674",2013,7,0.03
"1698",2013,7,0
"1700",2013,7,0
"1736",2013,7,0
"1741",2013,7,0.17
"118",2013,7,0
"192",2013,7,0
"320",2013,7,0
"364",2013,7,0.42
"516",2013,7,0
"548",2013,7,0
"690",2013,7,0
"696",2013,7,0.16
"810",2013,7,0
"842",2013,7,0.02
"872",2013,7,0
"884",2013,7,0
"904",2013,7,1
"1422",2013,7,0.06
"1484",2013,7,0
"1520",2013,7,0
"1526",2013,7,0
"1528",2013,7,0.08
"1552",2013,7,0.03
"1554",2013,7,0
"1664",2013,7,0.92
"1719",2013,7,0
"1720",2013,7,0.95
"1746",2013,7,0.02
"112",2013,7,0.12
"146",2013,7,0.38
"274",2013,7,0.39
"276",2013,7,0.23
"304",2013,7,0.02
"360",2013,7,0.27
"390",2013,7,0
"428",2013,7,0
"478",2013,7,0
"634",2013,7,0
"698",2013,7,0
"736",2013,7,0.02
"802",2013,7,0.11
"902",2013,7,0.27
"964",2013,7,0.65
"994",2013,7,0
"1120",2013,7,0
"1158",2013,7,0.17
"1180",2013,7,0.16
"1281",2013,7,0
"1288",2013,7,0
"1384",2013,7,0.62
"1472",2013,7,0
"1522",2013,7,0.01
"1658",2013,7,0
"1724",2013,7,0.98
"168",2013,7,0
"242",2013,7,0
"342",2013,7,0.99
"384",2013,7,0.57
"392",2013,7,0
"398",2013,7,0
"464",2013,7,0
"506",2013,7,0
"652",2013,7,0.98
"728",2013,7,0.09
"784",2013,7,0
"856",2013,7,0
"880",2013,7,0
"926",2013,7,0
"940",2013,7,0.96
"944",2013,7,0
"976",2013,7,0
"1160",2013,7,0.04
"1224",2013,7,0.07
"1240",2013,7,1
"1320",2013,7,0
"1324",2013,7,0.06
"1394",2013,7,0
"1398",2013,7,0
"1410",2013,7,0
"1571",2013,7,0
"1734",2013,7,0
"144",2013,7,0.9
"186",2013,7,0.09
"188",2013,7,0
"218",2013,7,0.79
"224",2013,7,0.32
"286",2013,7,0
"332",2013,7,0
"472",2013,7,0.08
"502",2013,7,0.01
"666",2013,7,0.63
"686",2013,7,0.08
"718",2013,7,0
"748",2013,7,0
"751",2013,7,0.63
"762",2013,7,0.33
