"","Season","Week","0","1","2","3","4","5","6"
"1606",2017,9,0,0.06,0.21,0.29,0.26,0.1,0.08
"1608",2017,9,1,0,0,0,0,0,0
"1684",2017,9,1,0,0,0,0,0,0
"138",2017,9,0,0.26,0.34,0.17,0.19,0.03,0.01
"214",2017,9,0.96,0.04,0,0,0,0,0
"238",2017,9,0.22,0.34,0.22,0.14,0.07,0.01,0
"252",2017,9,1,0,0,0,0,0,0
"302",2017,9,0.83,0.14,0.02,0,0.01,0,0
"475",2017,9,0.71,0.21,0.06,0.01,0.01,0,0
"483",2017,9,1,0,0,0,0,0,0
"610",2017,9,0.98,0.02,0,0,0,0,0
"730",2017,9,0.42,0.17,0.16,0.1,0.12,0.03,0
"822",2017,9,1,0,0,0,0,0,0
"868",2017,9,0.32,0.43,0.2,0.03,0.01,0.01,0
"888",2017,9,1,0,0,0,0,0,0
"1032",2017,9,0,0.82,0.15,0.02,0.01,0,0
"1078",2017,9,1,0,0,0,0,0,0
"1086",2017,9,0.28,0.55,0.14,0.02,0.01,0,0
"1140",2017,9,0.94,0.06,0,0,0,0,0
"1342",2017,9,1,0,0,0,0,0,0
"1612",2017,9,0,0.44,0.37,0.16,0.02,0.01,0
"1624",2017,9,0,0.14,0.18,0.3,0.25,0.09,0.04
"1632",2017,9,1,0,0,0,0,0,0
"1656",2017,9,1,0,0,0,0,0,0
"1672",2017,9,1,0,0,0,0,0,0
"1674",2017,9,0.73,0.12,0.09,0.03,0.02,0.01,0
"1698",2017,9,1,0,0,0,0,0,0
"1700",2017,9,0.66,0.25,0.06,0.01,0.02,0,0
"1736",2017,9,0.96,0.01,0,0.01,0.02,0,0
"1741",2017,9,0.99,0,0.01,0,0,0,0
"118",2017,9,0,0.24,0.44,0.29,0.01,0.02,0
"192",2017,9,0,0.55,0.32,0.11,0.02,0,0
"320",2017,9,1,0,0,0,0,0,0
"364",2017,9,0.45,0.46,0.08,0.01,0,0,0
"516",2017,9,0.43,0.51,0.04,0.01,0.01,0,0
"548",2017,9,1,0,0,0,0,0,0
"690",2017,9,1,0,0,0,0,0,0
"696",2017,9,0.21,0.69,0.06,0.04,0,0,0
"810",2017,9,1,0,0,0,0,0,0
"842",2017,9,0,0.05,0.24,0.12,0.14,0.17,0.28
"872",2017,9,1,0,0,0,0,0,0
"884",2017,9,1,0,0,0,0,0,0
"904",2017,9,1,0,0,0,0,0,0
"1422",2017,9,0,0.79,0.17,0.02,0.02,0,0
"1484",2017,9,1,0,0,0,0,0,0
"1520",2017,9,1,0,0,0,0,0,0
"1526",2017,9,0.8,0.19,0,0.01,0,0,0
"1528",2017,9,1,0,0,0,0,0,0
"1552",2017,9,0.11,0.43,0.28,0.13,0.01,0.02,0.02
"1554",2017,9,1,0,0,0,0,0,0
"1664",2017,9,1,0,0,0,0,0,0
"1719",2017,9,0,0.09,0.37,0.26,0.09,0.11,0.08
"1720",2017,9,1,0,0,0,0,0,0
"1746",2017,9,1,0,0,0,0,0,0
"112",2017,9,0.14,0.54,0.21,0.06,0.02,0.03,0
"146",2017,9,0.33,0.4,0.19,0.04,0.02,0.02,0
"274",2017,9,0.94,0.04,0.01,0,0,0,0.01
"276",2017,9,0,0.55,0.27,0.13,0.04,0.01,0
"304",2017,9,0,0.34,0.33,0.16,0.11,0.05,0.01
"360",2017,9,0.77,0.19,0.03,0,0.01,0,0
"390",2017,9,1,0,0,0,0,0,0
"428",2017,9,1,0,0,0,0,0,0
"478",2017,9,0.12,0.25,0.2,0.18,0.16,0.03,0.06
"634",2017,9,1,0,0,0,0,0,0
"698",2017,9,1,0,0,0,0,0,0
"736",2017,9,0.98,0,0.01,0.01,0,0,0
"802",2017,9,0.58,0.35,0.06,0,0,0.01,0
"902",2017,9,1,0,0,0,0,0,0
"964",2017,9,0.9,0.05,0.05,0,0,0,0
"994",2017,9,1,0,0,0,0,0,0
"1120",2017,9,1,0,0,0,0,0,0
"1158",2017,9,1,0,0,0,0,0,0
"1180",2017,9,0.26,0.15,0.16,0.11,0.13,0.09,0.1
"1281",2017,9,1,0,0,0,0,0,0
"1288",2017,9,1,0,0,0,0,0,0
"1384",2017,9,0.81,0.04,0.08,0.05,0.01,0,0.01
"1472",2017,9,1,0,0,0,0,0,0
"1522",2017,9,0.13,0.59,0.21,0.06,0,0.01,0
"1658",2017,9,1,0,0,0,0,0,0
"1724",2017,9,0.04,0.51,0.19,0.2,0.03,0.01,0.02
"168",2017,9,0,0.48,0.38,0.11,0.01,0.01,0.01
"242",2017,9,1,0,0,0,0,0,0
"342",2017,9,0,0.03,0.11,0.24,0.24,0.15,0.23
"384",2017,9,1,0,0,0,0,0,0
"392",2017,9,0,0.55,0.33,0.09,0.02,0,0.01
"398",2017,9,1,0,0,0,0,0,0
"464",2017,9,1,0,0,0,0,0,0
"506",2017,9,1,0,0,0,0,0,0
"652",2017,9,0.01,0.85,0.1,0.03,0.01,0,0
"728",2017,9,1,0,0,0,0,0,0
"784",2017,9,1,0,0,0,0,0,0
"856",2017,9,1,0,0,0,0,0,0
"880",2017,9,1,0,0,0,0,0,0
"926",2017,9,1,0,0,0,0,0,0
"940",2017,9,0.05,0.77,0.12,0.04,0.01,0.01,0
"944",2017,9,1,0,0,0,0,0,0
"976",2017,9,0.97,0.03,0,0,0,0,0
"1160",2017,9,1,0,0,0,0,0,0
"1224",2017,9,0,0.16,0.25,0.37,0.11,0.05,0.06
"1240",2017,9,1,0,0,0,0,0,0
"1320",2017,9,0.92,0.08,0,0,0,0,0
"1324",2017,9,1,0,0,0,0,0,0
"1394",2017,9,0,0.32,0.59,0.04,0.04,0.01,0
"1398",2017,9,1,0,0,0,0,0,0
"1410",2017,9,1,0,0,0,0,0,0
"1571",2017,9,0.05,0.73,0.12,0.08,0.01,0.01,0
"1734",2017,9,1,0,0,0,0,0,0
"144",2017,9,0.89,0.09,0.02,0,0,0,0
"186",2017,9,1,0,0,0,0,0,0
"188",2017,9,0,0.34,0.34,0.21,0.07,0.04,0
"218",2017,9,0,0.21,0.22,0.13,0.3,0.07,0.07
"224",2017,9,1,0,0,0,0,0,0
"286",2017,9,1,0,0,0,0,0,0
"332",2017,9,1,0,0,0,0,0,0
"472",2017,9,0.63,0.24,0.07,0.03,0.02,0,0.01
"502",2017,9,0.99,0.01,0,0,0,0,0
"666",2017,9,0.14,0.62,0.18,0.06,0,0,0
"686",2017,9,1,0,0,0,0,0,0
"718",2017,9,1,0,0,0,0,0,0
"748",2017,9,0.01,0.72,0.2,0.06,0.01,0,0
"751",2017,9,1,0,0,0,0,0,0
"762",2017,9,0.24,0.57,0.1,0.03,0.06,0,0
"956",2017,9,1,0,0,0,0,0,0
"962",2017,9,0,0.42,0.3,0.19,0.07,0.02,0
"982",2017,9,1,0,0,0,0,0,0
"1022",2017,9,1,0,0,0,0,0,0
"1106",2017,9,0.34,0.36,0.17,0.09,0.04,0,0
"1348",2017,9,0.76,0.04,0.05,0.03,0.07,0.04,0.01
"1420",2017,9,1,0,0,0,0,0,0
"1436",2017,9,1,0,0,0,0,0,0
"1544",2017,9,0,0.38,0.35,0.17,0.07,0.01,0.02
"1618",2017,9,1,0,0,0,0,0,0
"1680",2017,9,1,0,0,0,0,0,0
"1750",2017,9,1,0,0,0,0,0,0
"132",2017,9,0.01,0.32,0.33,0.28,0.03,0.02,0.01
"158",2017,9,1,0,0,0,0,0,0
"184",2017,9,0.99,0.01,0,0,0,0,0
"292",2017,9,1,0,0,0,0,0,0
"330",2017,9,0.75,0.22,0.02,0.01,0,0,0
"352",2017,9,0.21,0.59,0.15,0.05,0,0,0
"402",2017,9,0.98,0.02,0,0,0,0,0
"476",2017,9,0.16,0.67,0.16,0.01,0,0,0
"526",2017,9,0.65,0.29,0.04,0.01,0,0.01,0
"608",2017,9,0,0.37,0.44,0.14,0.03,0.01,0.01
"658",2017,9,0,0.49,0.35,0.12,0.02,0.02,0
"678",2017,9,1,0,0,0,0,0,0
"998",2017,9,0.73,0.21,0.06,0,0,0,0
"1062",2017,9,1,0,0,0,0,0,0
"1074",2017,9,0.93,0.05,0.01,0.01,0,0,0
"1108",2017,9,0.22,0.33,0.26,0.16,0.01,0.02,0
"1164",2017,9,1,0,0,0,0,0,0
"1235",2017,9,1,0,0,0,0,0,0
"1258",2017,9,0.86,0.11,0.01,0.02,0,0,0
"1330",2017,9,1,0,0,0,0,0,0
"1412",2017,9,1,0,0,0,0,0,0
"1534",2017,9,0.88,0.1,0,0.02,0,0,0
"1550",2017,9,0,0.03,0.06,0.11,0.21,0.24,0.35
"1616",2017,9,0.69,0.16,0.09,0.05,0.01,0,0
"1660",2017,9,1,0,0,0,0,0,0
"1714",2017,9,0.94,0.03,0.02,0.01,0,0,0
"1732",2017,9,1,0,0,0,0,0,0
"176",2017,9,0.78,0.21,0.01,0,0,0,0
"294",2017,9,1,0,0,0,0,0,0
"310",2017,9,0.26,0.43,0.1,0.13,0.02,0.04,0.02
"322",2017,9,1,0,0,0,0,0,0
"416",2017,9,1,0,0,0,0,0,0
"448",2017,9,0.82,0.17,0,0.01,0,0,0
"500",2017,9,1,0,0,0,0,0,0
"514",2017,9,1,0,0,0,0,0,0
"584",2017,9,1,0,0,0,0,0,0
"644",2017,9,0,0.47,0.35,0.09,0.04,0.02,0.03
"702",2017,9,1,0,0,0,0,0,0
"738",2017,9,0.99,0.01,0,0,0,0,0
"774",2017,9,1,0,0,0,0,0,0
"828",2017,9,0,0.58,0.33,0.05,0.02,0,0.02
"1046",2017,9,1,0,0,0,0,0,0
"1162",2017,9,1,0,0,0,0,0,0
"1246",2017,9,0,0.11,0.33,0.33,0.07,0.09,0.07
"1264",2017,9,0,0.37,0.45,0.14,0.01,0.02,0.01
"1392",2017,9,0.91,0.09,0,0,0,0,0
"1432",2017,9,0.15,0.73,0.09,0.03,0,0,0
"1448",2017,9,1,0,0,0,0,0,0
"1488",2017,9,0,0.02,0.28,0.18,0.12,0.17,0.23
"1496",2017,9,1,0,0,0,0,0,0
"1500",2017,9,0.09,0.81,0.06,0.04,0,0,0
"1580",2017,9,1,0,0,0,0,0,0
"1678",2017,9,1,0,0,0,0,0,0
"166",2017,9,1,0,0,0,0,0,0
"190",2017,9,0.52,0.24,0.14,0.06,0.01,0.01,0.02
"198",2017,9,0.97,0.03,0,0,0,0,0
"262",2017,9,1,0,0,0,0,0,0
"272",2017,9,0.98,0.02,0,0,0,0,0
"346",2017,9,1,0,0,0,0,0,0
"378",2017,9,0,0.08,0.36,0.41,0.13,0.02,0
"380",2017,9,0.19,0.8,0.01,0,0,0,0
"570",2017,9,1,0,0,0,0,0,0
"590",2017,9,0.28,0.47,0.17,0.07,0.01,0,0
"620",2017,9,1,0,0,0,0,0,0
"712",2017,9,0.01,0.53,0.32,0.1,0.02,0.01,0.01
"804",2017,9,0.96,0.04,0,0,0,0,0
"808",2017,9,1,0,0,0,0,0,0
"914",2017,9,1,0,0,0,0,0,0
"1012",2017,9,0,0.21,0.59,0.11,0.06,0.03,0
"1080",2017,9,1,0,0,0,0,0,0
"1206",2017,9,1,0,0,0,0,0,0
"1208",2017,9,0.01,0.75,0.14,0.07,0.01,0.02,0
"1266",2017,9,0.99,0,0,0,0.01,0,0
"1314",2017,9,1,0,0,0,0,0,0
"1416",2017,9,0,0.01,0.19,0.17,0.25,0.14,0.24
"1574",2017,9,1,0,0,0,0,0,0
"1596",2017,9,1,0,0,0,0,0,0
"1598",2017,9,1,0,0,0,0,0,0
"1620",2017,9,0.99,0,0,0.01,0,0,0
"1634",2017,9,0.1,0.82,0.08,0,0,0,0
"114",2017,9,0.3,0.54,0.1,0.02,0.04,0,0
"212",2017,9,1,0,0,0,0,0,0
"232",2017,9,0,0.53,0.3,0.12,0.04,0.01,0
"300",2017,9,1,0,0,0,0,0,0
"370",2017,9,1,0,0,0,0,0,0
"376",2017,9,0.61,0.09,0.12,0.09,0.07,0.02,0
"482",2017,9,1,0,0,0,0,0,0
"554",2017,9,0.75,0.15,0.05,0.03,0.02,0,0
"622",2017,9,1,0,0,0,0,0,0
"758",2017,9,0,0.29,0.32,0.16,0.17,0.02,0.04
"788",2017,9,0.01,0.49,0.23,0.15,0.1,0.02,0
"830",2017,9,1,0,0,0,0,0,0
"870",2017,9,0,0.36,0.27,0.17,0.16,0.02,0.02
"882",2017,9,1,0,0,0,0,0,0
"890",2017,9,1,0,0,0,0,0,0
"1000",2017,9,0.13,0.6,0.13,0.05,0.06,0.03,0
"1008",2017,9,1,0,0,0,0,0,0
"1068",2017,9,1,0,0,0,0,0,0
"1100",2017,9,1,0,0,0,0,0,0
"1252",2017,9,0.6,0.31,0.04,0.04,0.01,0,0
"1316",2017,9,1,0,0,0,0,0,0
"1344",2017,9,0,0.28,0.41,0.17,0.12,0.01,0.01
"1568",2017,9,0.6,0.36,0.03,0,0.01,0,0
"1584",2017,9,1,0,0,0,0,0,0
"1604",2017,9,1,0,0,0,0,0,0
"1676",2017,9,1,0,0,0,0,0,0
"1752",2017,9,1,0,0,0,0,0,0
"106",2017,9,1,0,0,0,0,0,0
"164",2017,9,1,0,0,0,0,0,0
"388",2017,9,0.05,0.22,0.36,0.22,0.05,0.07,0.03
"510",2017,9,1,0,0,0,0,0,0
"582",2017,9,0.96,0.03,0,0.01,0,0,0
"660",2017,9,1,0,0,0,0,0,0
"742",2017,9,1,0,0,0,0,0,0
"752",2017,9,0,0.59,0.3,0.07,0.02,0,0.02
"796",2017,9,0,0.82,0.17,0.01,0,0,0
"806",2017,9,1,0,0,0,0,0,0
"892",2017,9,0.02,0.7,0.21,0.07,0,0,0
"988",2017,9,1,0,0,0,0,0,0
"1002",2017,9,1,0,0,0,0,0,0
"1148",2017,9,1,0,0,0,0,0,0
"1168",2017,9,1,0,0,0,0,0,0
"1176",2017,9,1,0,0,0,0,0,0
"1190",2017,9,1,0,0,0,0,0,0
"1322",2017,9,1,0,0,0,0,0,0
"1414",2017,9,0.83,0.16,0,0,0,0.01,0
"1421",2017,9,1,0,0,0,0,0,0
"1518",2017,9,0,0.47,0.39,0.09,0.03,0.01,0.01
"1524",2017,9,1,0,0,0,0,0,0
"1578",2017,9,1,0,0,0,0,0,0
"1590",2017,9,0,0.03,0.24,0.28,0.18,0.11,0.16
"1626",2017,9,1,0,0,0,0,0,0
"1636",2017,9,0.14,0.83,0.03,0,0,0,0
"1744",2017,9,0,0.15,0.3,0.25,0.14,0.1,0.06
"170",2017,9,1,0,0,0,0,0,0
"202",2017,9,1,0,0,0,0,0,0
"226",2017,9,0,0.41,0.29,0.11,0.15,0.04,0
"282",2017,9,1,0,0,0,0,0,0
"340",2017,9,1,0,0,0,0,0,0
"354",2017,9,1,0,0,0,0,0,0
"366",2017,9,1,0,0,0,0,0,0
"436",2017,9,0.9,0.08,0.01,0,0.01,0,0
"440",2017,9,1,0,0,0,0,0,0
"519",2017,9,1,0,0,0,0,0,0
"560",2017,9,0,0.58,0.27,0.08,0.05,0.02,0
"630",2017,9,0.61,0.35,0.03,0,0.01,0,0
"642",2017,9,0.01,0.71,0.18,0.09,0.01,0,0
"662",2017,9,0,0.34,0.46,0.08,0.09,0.03,0
"818",2017,9,0.97,0.03,0,0,0,0,0
"936",2017,9,0,0.17,0.27,0.32,0.21,0.02,0.01
"1112",2017,9,1,0,0,0,0,0,0
"1170",2017,9,0.9,0.06,0.02,0.01,0.01,0,0
"1210",2017,9,0.78,0.2,0.02,0,0,0,0
"1364",2017,9,0.95,0.05,0,0,0,0,0
"1396",2017,9,1,0,0,0,0,0,0
"1460",2017,9,0,0.13,0.28,0.28,0.25,0.04,0.02
"1548",2017,9,0.85,0.1,0.03,0.01,0.01,0,0
"1558",2017,9,1,0,0,0,0,0,0
"1560",2017,9,1,0,0,0,0,0,0
"1706",2017,9,0.03,0.79,0.14,0.02,0.01,0.01,0
"134",2017,9,0,0.33,0.41,0.21,0.04,0,0.01
"290",2017,9,1,0,0,0,0,0,0
"426",2017,9,1,0,0,0,0,0,0
"508",2017,9,0,0.04,0.11,0.12,0.14,0.2,0.39
"518",2017,9,0.07,0.34,0.44,0.12,0.01,0.01,0.01
"534",2017,9,1,0,0,0,0,0,0
"606",2017,9,1,0,0,0,0,0,0
"614",2017,9,1,0,0,0,0,0,0
"636",2017,9,0.12,0.72,0.14,0.02,0,0,0
"746",2017,9,0.57,0.23,0.14,0.04,0,0.01,0.01
"754",2017,9,0.46,0.43,0.1,0,0.01,0,0
"820",2017,9,0.95,0.04,0,0,0,0.01,0
"864",2017,9,0.05,0.55,0.22,0.11,0.02,0.03,0.02
"1072",2017,9,1,0,0,0,0,0,0
"1156",2017,9,0.9,0.09,0.01,0,0,0,0
"1172",2017,9,1,0,0,0,0,0,0
"1184",2017,9,1,0,0,0,0,0,0
"1212",2017,9,0,0.8,0.18,0.02,0,0,0
"1214",2017,9,1,0,0,0,0,0,0
"1236",2017,9,1,0,0,0,0,0,0
"1260",2017,9,0,0.31,0.25,0.36,0,0.05,0.03
"1300",2017,9,0.98,0.02,0,0,0,0,0
"1332",2017,9,1,0,0,0,0,0,0
"1506",2017,9,0.9,0.1,0,0,0,0,0
"1592",2017,9,1,0,0,0,0,0,0
"1710",2017,9,1,0,0,0,0,0,0
"108",2017,9,1,0,0,0,0,0,0
"182",2017,9,1,0,0,0,0,0,0
"220",2017,9,0.01,0.42,0.38,0.17,0.01,0.01,0
"362",2017,9,0.98,0.02,0,0,0,0,0
"410",2017,9,0.1,0.55,0.26,0.08,0,0,0.01
"556",2017,9,0.45,0.34,0.15,0.02,0.04,0,0
"706",2017,9,1,0,0,0,0,0,0
"760",2017,9,0.84,0.16,0,0,0,0,0
"794",2017,9,0.01,0.38,0.33,0.27,0.01,0,0
"816",2017,9,1,0,0,0,0,0,0
"866",2017,9,0.96,0.04,0,0,0,0,0
"968",2017,9,0.6,0.34,0.04,0.01,0.01,0,0
"1048",2017,9,1,0,0,0,0,0,0
"1150",2017,9,1,0,0,0,0,0,0
"1166",2017,9,1,0,0,0,0,0,0
"1186",2017,9,0.03,0.83,0.14,0,0,0,0
"1256",2017,9,1,0,0,0,0,0,0
"1268",2017,9,1,0,0,0,0,0,0
"1270",2017,9,0,0.18,0.41,0.35,0.03,0.01,0.02
"1318",2017,9,1,0,0,0,0,0,0
"1458",2017,9,1,0,0,0,0,0,0
"1566",2017,9,0.02,0.71,0.27,0,0,0,0
"1652",2017,9,1,0,0,0,0,0,0
"1690",2017,9,1,0,0,0,0,0,0
"1696",2017,9,0,0.03,0.02,0.1,0.17,0.28,0.4
"1740",2017,9,1,0,0,0,0,0,0
"120",2017,9,0.01,0.29,0.22,0.19,0.21,0.06,0.02
"208",2017,9,0,0.81,0.16,0.03,0,0,0
"228",2017,9,1,0,0,0,0,0,0
"264",2017,9,0.88,0.03,0.03,0.03,0.03,0,0
"318",2017,9,0.97,0.03,0,0,0,0,0
"369",2017,9,0,0.27,0.22,0.17,0.23,0.09,0.02
"382",2017,9,1,0,0,0,0,0,0
"490",2017,9,1,0,0,0,0,0,0
"588",2017,9,1,0,0,0,0,0,0
"672",2017,9,0,0.58,0.29,0.09,0.04,0,0
"676",2017,9,1,0,0,0,0,0,0
"920",2017,9,1,0,0,0,0,0,0
"924",2017,9,0,0.37,0.33,0.17,0.09,0.03,0.01
"928",2017,9,1,0,0,0,0,0,0
"954",2017,9,0.99,0,0,0,0.01,0,0
"1018",2017,9,0,0.49,0.36,0.09,0.02,0.04,0
"1042",2017,9,1,0,0,0,0,0,0
"1134",2017,9,1,0,0,0,0,0,0
"1272",2017,9,1,0,0,0,0,0,0
"1276",2017,9,1,0,0,0,0,0,0
"1284",2017,9,0.1,0.7,0.2,0,0,0,0
"1504",2017,9,0.99,0.01,0,0,0,0,0
"1600",2017,9,1,0,0,0,0,0,0
"1644",2017,9,1,0,0,0,0,0,0
"1682",2017,9,0.06,0.42,0.19,0.23,0.07,0.01,0.02
"1956",2017,9,1,0,0,0,0,0,0
"256",2017,9,1,0,0,0,0,0,0
"260",2017,9,1,0,0,0,0,0,0
"308",2017,9,1,0,0,0,0,0,0
"404",2017,9,0.26,0.64,0.08,0.02,0,0,0
"408",2017,9,0.23,0.63,0.1,0.04,0,0,0
"504",2017,9,0.62,0.29,0.07,0.02,0,0,0
"750",2017,9,0.69,0.18,0.08,0.01,0.02,0.02,0
"812",2017,9,0,0.1,0.19,0.17,0.15,0.17,0.22
"860",2017,9,0.91,0.06,0.01,0.02,0,0,0
"912",2017,9,0.71,0.28,0.01,0,0,0,0
"992",2017,9,0.27,0.53,0.11,0.07,0,0.01,0.01
"1010",2017,9,1,0,0,0,0,0,0
"1044",2017,9,1,0,0,0,0,0,0
"1058",2017,9,0,0.22,0.46,0.17,0.08,0.03,0.04
"1174",2017,9,0,0.22,0.37,0.25,0.08,0.04,0.04
"1192",2017,9,1,0,0,0,0,0,0
"1280",2017,9,1,0,0,0,0,0,0
"1328",2017,9,0,0.27,0.44,0.21,0.03,0.05,0
"1426",2017,9,0.99,0,0.01,0,0,0,0
"1456",2017,9,1,0,0,0,0,0,0
"1478",2017,9,0.83,0.15,0.02,0,0,0,0
"1542",2017,9,1,0,0,0,0,0,0
"1570",2017,9,1,0,0,0,0,0,0
"1630",2017,9,1,0,0,0,0,0,0
"1640",2017,9,1,0,0,0,0,0,0
"1650",2017,9,1,0,0,0,0,0,0
"1668",2017,9,0.49,0.43,0.05,0.02,0.01,0,0
"100",2017,9,0.51,0.41,0.05,0.03,0,0,0
"312",2017,9,1,0,0,0,0,0,0
"316",2017,9,0.1,0.44,0.3,0.1,0.04,0.01,0.01
"400",2017,9,1,0,0,0,0,0,0
"412",2017,9,1,0,0,0,0,0,0
"434",2017,9,0.29,0.6,0.04,0.05,0.01,0.01,0
"466",2017,9,1,0,0,0,0,0,0
"530",2017,9,1,0,0,0,0,0,0
"542",2017,9,0.97,0.03,0,0,0,0,0
"572",2017,9,0.99,0.01,0,0,0,0,0
"640",2017,9,0.05,0.84,0.09,0.02,0,0,0
"708",2017,9,0.02,0.35,0.44,0.1,0.06,0.03,0
"720",2017,9,0.31,0.35,0.21,0.1,0.03,0,0
"834",2017,9,1,0,0,0,0,0,0
"862",2017,9,0,0.08,0.18,0.16,0.42,0.11,0.05
"900",2017,9,1,0,0,0,0,0,0
"946",2017,9,1,0,0,0,0,0,0
"950",2017,9,0.92,0.07,0,0.01,0,0,0
"1066",2017,9,1,0,0,0,0,0,0
"1102",2017,9,1,0,0,0,0,0,0
"1216",2017,9,0.96,0.04,0,0,0,0,0
"1234",2017,9,1,0,0,0,0,0,0
"1308",2017,9,1,0,0,0,0,0,0
"1400",2017,9,0.01,0.51,0.37,0.07,0.03,0.01,0
"1532",2017,9,0.91,0.09,0,0,0,0,0
"1670",2017,9,0.96,0.03,0.01,0,0,0,0
"1722",2017,9,1,0,0,0,0,0,0
"1742",2017,9,0,0.15,0.31,0.36,0.12,0.06,0
"102",2017,9,1,0,0,0,0,0,0
"105",2017,9,1,0,0,0,0,0,0
"162",2017,9,1,0,0,0,0,0,0
"194",2017,9,1,0,0,0,0,0,0
"250",2017,9,1,0,0,0,0,0,0
"284",2017,9,1,0,0,0,0,0,0
"326",2017,9,0.06,0.59,0.19,0.05,0.1,0.01,0
"334",2017,9,1,0,0,0,0,0,0
"442",2017,9,1,0,0,0,0,0,0
"458",2017,9,0,0.37,0.27,0.23,0.1,0.03,0
"492",2017,9,1,0,0,0,0,0,0
"498",2017,9,0.86,0.1,0.02,0.01,0.01,0,0
"524",2017,9,1,0,0,0,0,0,0
"544",2017,9,1,0,0,0,0,0,0
"578",2017,9,1,0,0,0,0,0,0
"598",2017,9,0.06,0.62,0.2,0.07,0.04,0.01,0
"624",2017,9,1,0,0,0,0,0,0
"664",2017,9,1,0,0,0,0,0,0
"744",2017,9,1,0,0,0,0,0,0
"1084",2017,9,0,0.14,0.31,0.18,0.21,0.13,0.03
"1090",2017,9,1,0,0,0,0,0,0
"1096",2017,9,1,0,0,0,0,0,0
"1144",2017,9,0,0.68,0.23,0.07,0.02,0,0
"1226",2017,9,1,0,0,0,0,0,0
"1406",2017,9,0.02,0.39,0.22,0.22,0.07,0.05,0.03
"1418",2017,9,0,0.6,0.23,0.08,0.09,0,0
"1450",2017,9,0,0.51,0.33,0.09,0.05,0.01,0.01
"1586",2017,9,1,0,0,0,0,0,0
"110",2017,9,1,0,0,0,0,0,0
"130",2017,9,1,0,0,0,0,0,0
"206",2017,9,0,0.84,0.15,0.01,0,0,0
"236",2017,9,1,0,0,0,0,0,0
"368",2017,9,1,0,0,0,0,0,0
"394",2017,9,0.03,0.13,0.37,0.28,0.05,0.04,0.1
"430",2017,9,1,0,0,0,0,0,0
"460",2017,9,0.11,0.88,0.01,0,0,0,0
"462",2017,9,1,0,0,0,0,0,0
"470",2017,9,1,0,0,0,0,0,0
"576",2017,9,1,0,0,0,0,0,0
"604",2017,9,0.93,0.05,0.02,0,0,0,0
"772",2017,9,0.89,0.05,0.04,0.02,0,0,0
"874",2017,9,0,0.24,0.45,0.23,0.02,0.02,0.04
"958",2017,9,0,0.06,0.35,0.17,0.09,0.07,0.26
"1004",2017,9,0.05,0.79,0.15,0,0.01,0,0
"1082",2017,9,1,0,0,0,0,0,0
"1136",2017,9,1,0,0,0,0,0,0
"1230",2017,9,1,0,0,0,0,0,0
"1340",2017,9,1,0,0,0,0,0,0
"1352",2017,9,0.16,0.23,0.15,0.19,0.05,0.08,0.14
"1468",2017,9,0.04,0.57,0.27,0.09,0.01,0,0.02
"1553",2017,9,1,0,0,0,0,0,0
"1562",2017,9,1,0,0,0,0,0,0
"1564",2017,9,1,0,0,0,0,0,0
"1688",2017,9,0.79,0.16,0.04,0.01,0,0,0
"1712",2017,9,1,0,0,0,0,0,0
"9057",2017,9,1,0,0,0,0,0,0
"348",2017,9,1,0,0,0,0,0,0
"418",2017,9,1,0,0,0,0,0,0
"446",2017,9,0,0.08,0.18,0.34,0.14,0.07,0.19
"450",2017,9,0,0.02,0.21,0.28,0.22,0.11,0.16
"456",2017,9,0,0.48,0.45,0.07,0,0,0
"488",2017,9,0,0.11,0.61,0.2,0.03,0.02,0.03
"566",2017,9,1,0,0,0,0,0,0
"768",2017,9,1,0,0,0,0,0,0
"786",2017,9,0.25,0.72,0,0.01,0.02,0,0
"850",2017,9,1,0,0,0,0,0,0
"906",2017,9,1,0,0,0,0,0,0
"934",2017,9,0.81,0.18,0.01,0,0,0,0
"974",2017,9,0.9,0.1,0,0,0,0,0
"996",2017,9,1,0,0,0,0,0,0
"1094",2017,9,0.71,0.29,0,0,0,0,0
"1294",2017,9,1,0,0,0,0,0,0
"1304",2017,9,1,0,0,0,0,0,0
"1359",2017,9,1,0,0,0,0,0,0
"1378",2017,9,0.99,0.01,0,0,0,0,0
"1494",2017,9,0.99,0.01,0,0,0,0,0
"1536",2017,9,0.35,0.61,0.04,0,0,0,0
"1556",2017,9,1,0,0,0,0,0,0
"1654",2017,9,1,0,0,0,0,0,0
"1716",2017,9,0,0.55,0.35,0.09,0.01,0,0
"1751",2017,9,0,0.84,0.15,0.01,0,0,0
"7974",2017,9,1,0,0,0,0,0,0
"126",2017,9,1,0,0,0,0,0,0
"128",2017,9,1,0,0,0,0,0,0
"136",2017,9,1,0,0,0,0,0,0
"154",2017,9,0.85,0.12,0.02,0.01,0,0,0
"278",2017,9,1,0,0,0,0,0,0
"298",2017,9,0.07,0.76,0.14,0.02,0.01,0,0
"343",2017,9,1,0,0,0,0,0,0
"424",2017,9,1,0,0,0,0,0,0
"432",2017,9,1,0,0,0,0,0,0
"452",2017,9,1,0,0,0,0,0,0
"512",2017,9,0,0.42,0.39,0.11,0.05,0.02,0.01
"520",2017,9,1,0,0,0,0,0,0
"722",2017,9,0.69,0.29,0.02,0,0,0,0
"726",2017,9,1,0,0,0,0,0,0
