X,nonOH_div,ST,School,Best.Name,Helm
2010_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2010_13614,1,TN,Gallatin,Gallatin,#N/A
2010_11105,6,MI,Plymouth Christian,Plymouth Christian,
2010_15006,4,NY,Bishop Timon Tigers,Bishop Timon,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopTimon-2016.png"
2010_13273,1,IN,Penn,Penn,
2010_12568,5,PA,Iroquois,Iroquois,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Iroquois-2017_L.png"
2010_10126,5,WV,Wayne,Wayne,
2010_10695,5,KY,North Hardin (Radcliff),Radcliff North Hardin ,
2010_10575,1,KY,DuPont Manual,DuPont Manual,
2010_13125,2,IN,Gary West Side,Gary West Side,
2010_10666,1,KY,Male (Louisville),Louisville Male,
2010_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2010_11471,6,MI,Mendon,Mendon,
2010_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2010_10119,4,WV,Tyler Consolidated,Tyler Consolidated,
2010_11581,6,MI,Reading,Reading,
2010_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2010_21503,1,IL,Carmel Corsairs,Carmel Corsairs,
2010_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2010_10601,4,KY,Gallatin County,Gallatin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_GallatinCounty-2016_L.png"
2010_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2010_11082,5,MI,Bronson,Bronson,
2010_14909,4,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2010_13360,1,IN,Warren Central,Warren Central,
2010_28167,1,FL,Dwyer,Dwyer,#N/A
2010_1027,0,OH,Middletown Christian Eagles,Middletown Christian Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png"
2010_13232,2,IN,Muncie Southside,Muncie Southside,
2010_13174,2,IN,Jay County,Jay County,
2010_10064,6,WV,Matewan,Matewan,
2010_25130,1,ON,Bishop Tonnos,Bishop Tonnos,
2010_13146,5,IN,Harding,Harding,
2010_25146,1,ON,Donald A Wilson,Donald A Wilson,
2010_12492,3,PA,Carrick,Carrick,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Carrick-2017_L.png"
2010_10731,4,KY,Russell,Russell,
2010_12548,6,PA,Sharon,Sharon,
2010_12559,5,PA,Wilmington Greyhounds,Wilmington,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WilmingtonArea-2017_L.png"
2010_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2010_13170,2,IN,Indianapolis Northwest,Indianapolis Northwest,
2010_10530,6,KY,Bracken County,Bracken County,
2010_10083,2,WV,Parkersburg Big Reds,Parkersburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Parkersburg-2016.png"
2010_25164,1,ON,St Joan of Arc,St Joan of Arc,
2010_25114,2,ON,Medway Cowboys,Medway,
2011_9905,0,OH,Cleveland Knights (Club),Cleveland Knights,
2011_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2011_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2011_10125,5,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2011_10756,1,KY,St Xavier (Louisville),Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2011_13167,1,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2011_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2011_10060,5,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2011_13027,3,IN,Brebeuf Jesuit Preparatory,Brebeuf Jesuit Preparatory,
2011_9005,6,OH,Gamble Montessori,Gamble Montessori,
2011_1023,0,OH,Miami Valley Christian Academy Lions,Miami Valley Christian Academy,
2011_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2011_11767,0,MI,Troy Defenders (Club),Troy Defenders,
2011_1027,0,OH,Middletown Christian Eagles,Middletown Christian Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png"
2011_9003,6,OH,Cincinnati College Prep Lions,Cincinnati College Prep,
2011_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2011_12363,1,PA,Penn Hills,Penn Hills,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PennHills-2017_L.png"
2011_28285,1,FL,Jefferson,Jefferson,#N/A
2011_17504,1,NJ,Don Bosco Prep,Don Bosco Prep,#N/A
2011_10734,1,KY,Ryle (Union),Union Ryle ,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ryle-2017.png"
2011_11537,2,MI,Orchard Lake St Mary,Orchard Lake St Mary,
2011_11065,1,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2011_11176,1,MI,Detroit Cody,Detroit Cody,
2011_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2011_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2011_11582,1,MI,Detroit Catholic Central,Detroit Catholic Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DetroitCC-2016_L.png"
2011_11342,4,MI,Highland Park,Highland Park,
2011_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2011_10018,6,WV,Clay-Battelle,Clay-Battelle,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ClayBettele-2015__L.png"
2011_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2011_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2011_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2011_11711,6,MI,Waterford Our Lady,Waterford Our Lady,
2011_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2011_14918,2,DC,St John's College,St John's College,#N/A
2011_11756,0,MI,Washtenaw Saints (Club),Washtenaw Saints,
2011_10585,0,KY,Evangel Christian (Club),Evangel Christian,
2011_12859,6,PA,Imani Christian Academy Saints,Imani Christian Academy,
2011_10129,6,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2011_11225,5,MI,Ecorse,Ecorse,
2011_10093,2,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2011_25103,2,ON,St Mary's,St Mary's,
2011_10071,1,WV,Morgantown,Morgantown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Morgantown-2015_L.png"
2011_25106,2,ON,Bishop Ryan,Bishop Ryan,
2011_14804,1,MD,Mount St Joseph,Mount St Joseph,#N/A
2011_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2011_15000,6,NY,Cardinal O'Hara Hawks,Cardinal O'Hara,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CardinalOHara-2016.png"
2011_14912,3,DC,Friendship-Edison Knights,Friendship-Edison,#N/A
2011_13197,4,IN,Lawrenceburg,Lawrenceburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lawrenceburg-2016.png"
2011_10737,2,KY,Scott (Covington),Covington Scott,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Scott-2016.png"
2011_10045,6,WV,Hundred,Hundred,"https://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Hundred-2017_L.png"
2011_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2011_17701,5,DE,Red Lion Christian Academy Lions,Red Lion Christian Academy,#N/A
2011_17517,1,NJ,St Peter's Prep,St Peter's Prep,#N/A
2011_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2011_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2011_10089,3,WV,Philip Barbour,Philip Barbour,
2011_14909,2,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2011_25118,2,ON,Sir Frederick Banting Broncos,Sir Frederick Banting,
2011_25138,2,ON,A. B. Lucas,A. B. Lucas,
2011_25089,2,ON,Brantford Collegiate Institute,Brantford Collegiate Institute,
2011_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2011_10052,2,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2011_10079,3,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2011_9907,6,OH,Grand River Academy (Ashtabula SJP Heralds co-op) Eagles,Grand River Academy/Ashtabula SJP,
2011_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2011_25136,4,ON,Villanova College,Villanova College,
2011_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2011_12644,1,PA,Mifflin County Huskies,Mifflin County,
2011_25132,2,ON,Oakridge,Oakridge,
2011_11182,4,MI,Detroit Crockett Rockets,Detroit Crockett,
2011_11676,1,MI,Temperance Bedford,Temperance Bedford,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bedford(MI)-2016.png"
2011_10126,3,WV,Wayne,Wayne,
2011_10709,3,KY,Pendleton County (Falmouth),Falmouth Pendleton County,
2011_10652,4,KY,Lexington Christian,Lexington Christian,
2011_28114,2,FL,Cocoa,Cocoa,#N/A
2011_13125,2,IN,Gary West Side,Gary West Side,
2011_12567,5,PA,Youngsville,Youngsville,
2011_10724,5,KY,Raceland,Raceland,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Raceland-2016-1.png"
2011_11471,6,MI,Mendon,Mendon,
2011_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2011_28369,1,FL,Miami Central,Miami Central,#N/A
2011_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2011_10623,2,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2011_11188,1,MI,Detroit Henry Ford,Detroit Henry Ford,
2011_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2011_10530,5,KY,Bracken County,Bracken County,
2011_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2011_11082,5,MI,Bronson,Bronson,
2011_30050,1,GA,Camden County,Camden County,#N/A
2011_13232,2,IN,Muncie Southside,Muncie Southside,
2011_10588,6,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2011_14916,1,DC,Gonzaga Eagles,Gonzaga,#N/A
2011_12492,3,PA,Carrick,Carrick,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Carrick-2017_L.png"
2011_10731,4,KY,Russell,Russell,
2011_10506,2,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2011_10745,1,KY,Simon Kenton,Simon Kenton,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_SimonKenton-2016.png"
2011_12645,4,PA,University Prep (co-op),University Prep,
2011_13162,3,IN,Indianapolis Arlington,Indianapolis Arlington,
2011_12548,3,PA,Sharon,Sharon,
2011_12559,4,PA,Wilmington Greyhounds,Wilmington,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WilmingtonArea-2017_L.png"
2011_25074,2,ON,M. M. Robinson Rams,M. M. Robinson,
2011_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2011_13170,2,IN,Indianapolis Northwest,Indianapolis Northwest,
2011_10083,1,WV,Parkersburg Big Reds,Parkersburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Parkersburg-2016.png"
2011_25035,1,ON,Our Lady of Mount Carmel,Our Lady of Mount Carmel,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_OLMC-2016.png"
2011_10692,5,KY,Newport Central Catholic,Newport Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_NewportCath-2016.png"
2012_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2012_12530,1,PA,McDowell,McDowell,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_McDowell-2016.png"
2012_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2012_10125,5,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2012_13352,6,IN,Union City Community,Union City Community,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_UnionCity-2016.png"
2012_14801,2,MD,Gilman School,Gilman School,#N/A
2012_11293,2,MI,Grand Rapids Christian,Grand Rapids Christian,
2012_11582,1,MI,Detroit Catholic Central,Detroit Catholic Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DetroitCC-2016_L.png"
2012_10756,1,KY,St Xavier (Louisville),Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2012_13167,1,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2012_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2012_10060,5,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2012_1027,0,OH,Middletown Christian Eagles,Middletown Christian Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png"
2012_11770,4,MI,Harper Woods Chandler Park Academy,Harper Woods Chandler Park Academy,
2012_12531,2,PA,Central,Erie Central,
2012_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2012_25099,1,ON,St Thomas More,St Thomas More,
2012_9905,0,OH,Cleveland Knights (Club),Cleveland Knights,
2012_591,0,OH,Emmanuel Christian Academy Lions,Emmanuel Christian Academy,
2012_13391,4,IN,Guerin Catholic,Guerin Catholic,
2012_11342,4,MI,Highland Park,Highland Park,
2012_1023,6,OH,Miami Valley Christian Academy Lions,Miami Valley Christian Academy,
2012_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2012_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2012_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2012_14909,2,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2012_10734,1,KY,Ryle (Union),Union Ryle ,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ryle-2017.png"
2012_10030,2,WV,George Washington,George Washington,
2012_11065,1,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2012_11701,1,MI,Warren DeLaSalle,Warren DeLaSalle,
2012_12550,2,PA,Strong Vincent,Strong Vincent,
2012_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2012_11537,1,MI,Orchard Lake St Mary,Orchard Lake St Mary,
2012_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2012_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2012_10018,6,WV,Clay-Battelle,Clay-Battelle,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ClayBettele-2015__L.png"
2012_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2012_10108,5,WV,Sherman,Sherman,
2012_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2012_11711,6,MI,Waterford Our Lady,Waterford Our Lady,
2012_11767,0,MI,Troy Defenders (Club),Troy Defenders,
2012_11757,0,MI,Downriver Wolfpack (Club),Downriver Wolfpack,
2012_11776,0,MI,Livingston Knights (Club),Livingston Knights,
2012_11765,0,MI,Genesee County (Michigan) Warriors #1 (club),Genesee County Warriors #1,
2012_11775,0,MI,Battle Creek Apocalypse (Club),Battle Creek Apocalypse,
2012_13493,0,IN,Tri-County King's Crusaders (club),Tri-County King's Crusaders,
2012_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2012_10129,6,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2012_10093,4,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2012_14908,1,DC,Wilson Tigers,Wilson,#N/A
2012_15006,4,NY,Bishop Timon Tigers,Bishop Timon,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopTimon-2016.png"
2012_12497,6,PA,Westinghouse,Westinghouse,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Westinghouse-2017.png"
2012_10071,1,WV,Morgantown,Morgantown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Morgantown-2015_L.png"
2012_25174,1,ON,Sir Wilfrid Laurier Collegiate Blue Devils,Sir Wilfrid Laurier Collegiate,
2012_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2012_11501,1,MI,Muskegon,Muskegon,
2012_10009,5,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2012_13197,4,IN,Lawrenceburg,Lawrenceburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lawrenceburg-2016.png"
2012_10737,4,KY,Scott (Covington),Covington Scott,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Scott-2016.png"
2012_10045,6,WV,Hundred,Hundred,"https://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Hundred-2017_L.png"
2012_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2012_28599,3,FL,University School,University School,#N/A
2012_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2012_11418,2,MI,Lapeer East,Lapeer East,
2012_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2012_25090,2,ON,Pauline Johnson,Pauline Johnson,
2012_10079,3,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2012_13102,4,IN,Fort Wayne Bishop Luers,Fort Wayne Bishop Luers,
2012_21175,1,IL,Marist,Marist,
2012_10052,2,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2012_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2012_11225,5,MI,Ecorse,Ecorse,
2012_11676,1,MI,Temperance Bedford,Temperance Bedford,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bedford(MI)-2016.png"
2012_10126,4,WV,Wayne,Wayne,
2012_13490,0,IN,Indiana Lions (club),Indiana Lions,
2012_10709,3,KY,Pendleton County (Falmouth),Falmouth Pendleton County,
2012_10652,4,KY,Lexington Christian,Lexington Christian,
2012_12860,3,PA,Conneaut Area Eagles,Conneaut Area,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ConneautArea-2017.png"
2012_1207,6,OH,Open Door Christian Patriots,Open Door Christian,"https://mediaprocessor.websimages.com/width/183/crop/0,0,183x140/ohiohshelmets.webs.com/OpenDoor-2017_L.png"
2012_13163,1,IN,Indianapolis Arsenal Technical,Indianapolis Arsenal Technical,
2012_10724,5,KY,Raceland,Raceland,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Raceland-2016-1.png"
2012_10019,5,WV,Doddridge County,Doddridge County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DoddridgeCounty_Bulldogs-2016.png"
2012_11471,6,MI,Mendon,Mendon,
2012_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2012_10623,2,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2012_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2012_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2012_10530,5,KY,Bracken County,Bracken County,
